country_name,iso3,year,boundary_name,wsdi_days,n_valid_cells,n_total_cells,grid_coverage_rate,wsdi_source_dataset,wsdi_source_version,base_period,aggregation,n_valid_years_1951_2018,time_coverage_rate,passes_time_coverage,wsdi_source_status,wsdi_missing_reason
Canada,CAN,2013,Canada,8.68393842330159,688,710,0.9690140845070423,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Canada,CAN,2014,Canada,3.5715097143899563,688,710,0.9690140845070423,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Canada,CAN,2015,Canada,8.834291429367177,688,710,0.9690140845070423,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Canada,CAN,2016,Canada,10.040435451407765,688,710,0.9690140845070423,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Canada,CAN,2017,Canada,9.24504356380812,688,710,0.9690140845070423,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Canada,CAN,2018,Canada,4.3928163680782975,470,710,0.6619718309859155,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,1995,Switzerland,7.6567769050598145,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,1996,Switzerland,6.921897093454997,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,1997,Switzerland,12.179792404174805,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,1998,Switzerland,24.60598882039388,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,1999,Switzerland,12.258726755777994,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2000,Switzerland,13.70333194732666,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2001,Switzerland,11.0632537206014,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2002,Switzerland,19.099456787109375,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2003,Switzerland,37.45765050252279,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2004,Switzerland,12.460050900777182,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
Switzerland,CHE,2005,Switzerland,19.983685811360676,3,3,1.0,HadEX3,3.0.4,1961-1990,grid_center_arithmetic_mean,68,1.0,True,available,
