model,moderator,point,moderator_value,marginal_effect,se,t,p,ci_low,ci_high
T10_interact_full,wsdi_days,P10,.0493775777816772,-.027705492,.022901155,-1.2097858,.22636111,-.072590932,.017179947
T10_interact_full,wsdi_days,P25,.0892945928556699,-.023334617,.022808326,-1.0230744,.30627266,-.068038113,.021368884
T10_interact_full,wsdi_days,P50,.1468772666454315,-.017029367,.023008451,-.74013525,.45921794,-.062125102,.028066371
T10_interact_full,wsdi_days,P75,.2192994324366251,-.009099206,.023802575,-.38227823,.70225501,-.055751394,.037552983
T10_interact_full,wsdi_days,P90,.3156557559967041,.0014517219,.02569654,.056494839,.95494759,-.04891257,.051816016
T10_interact_full,wsdi_days,Mean_minus_1SD,.0600103748222059,-.026541211,.022857923,-1.1611383,.24558565,-.071341917,.018259495
T10_interact_full,wsdi_days,Mean,.1659416034710151,-.01494184,.023160398,-.64514601,.51883256,-.060335387,.030451708
T10_interact_full,wsdi_days,Mean_plus_1SD,.2718728321198243,-.0033424678,.024727412,-.13517258,.89247543,-.051807303,.045122366
