variable,country_absorbed,time_absorbed,twfe_absorbed,residual_sd,tolerance
T_lead,0,0,0,.0216083786020714,1.0000000e-10
T_it,0,0,0,.021863298831844,1.0000000e-10
readiness100,0,0,0,.0289159056220818,1.0000000e-10
wsdi_days,0,0,0,.0726295355576481,1.0000000e-10
inflation_cpi,0,0,0,.048106271330769,1.0000000e-10
reserves,0,0,0,.0656527870124726,1.0000000e-10
tt,0,0,0,.1492532506006251,1.0000000e-10
