baseline_model,model,variable,baseline,new,absolute_change,percent_change,reporting_rule
T1_X_only,T7_layer2_A,wsdi_days,-.0025189306485107,-.0029231892,-.00040425852,-16.048815,percent
T1_X_only,T7_layer2_A,T_it,.3427155794938764,.34245238,-.00026321114,-.076801628,percent
T2_A_only,T7_layer2_A,readiness100,-.0103638444673243,-.0081518842,.0022119603,21.343048,percent
T2_A_only,T7_layer2_A,T_it,.3300289629168435,.34245238,.012423405,3.764338,percent
