country_name,iso3,year,bond_spreads,bond_10y,vulnerability100,readiness100,lnrgdp,growth,inflation_cpi,debt_gdp,PrimaryBalance_gdp,reserves,gee,rqe,tt,is_advanced,Revenue_gdp,CurrentGDP,OverallBalance_gdp,revenue,debt,interest_revenue,taxgdp
Australia,AUS,1995,2.62287,9.20119,32.68232633,58.29214172,7.052529854,2.959,4.626,31.097,-0.497,1.293663073,,,,1,31.029,512.199,-2.599,158.93,159.276,6.774307905507751,
Australia,AUS,1996,1.764419,8.204134,32.67949143,58.60774601,7.09144673,3.968,2.653,29.3,0.567,1.44819321,1.800564528,1.367597103,,1,32.039,543.238,-1.454,174.048,159.168,6.307937201535628,
Australia,AUS,1997,0.597976,6.940316,32.80905349,58.79198001,7.13759953,4.723,0.225,25.864,1.218,1.397664122,,,,1,32.27,574.031,-0.492,185.241,148.468,5.299039355438488,
Australia,AUS,1998,0.214657,5.488465,32.85287539,59.19098357,7.183408545,4.687,0.859,23.657,1.14,1.167273299,1.618118048,1.432211161,,1,34.337,607.179,-0.245,208.486,143.643,4.033549815068294,
Australia,AUS,1999,0.37617,6.023071,32.86614415,59.88552213,7.226664179,4.42,1.408,22.504,1.643,1.596059882,,,,1,36.819,639.52,0.665,235.466,143.917,2.656237268801434,28.159088066049538
Australia,AUS,2000,0.289165,6.31792,32.86286515,60.69406078,7.257274179,3.108,4.457,19.458,1.923,1.326970183,1.732170224,1.575613499,67.47797273,1,36.394,688.741,1.248,250.661,134.017,1.8547013243941308,28.478194270415148
Australia,AUS,2001,0.614434,5.616706,32.76745111,61.24574908,7.282781111,2.584,4.407,17.076,0.686,1.282722247,,,70.16764972,1,35.526,731.769,-0.03,259.965,124.955,2.015425322299161,29.328517605965814
Australia,AUS,2002,1.257369,5.843413,32.80223873,61.5178818,7.323418212,4.147,3.049,14.985,0.85,1.423212888,1.659198642,1.421155572,71.44057241,1,35.048,783.679,0.192,274.664,117.437,1.8774252453777676,27.806027723085602
Australia,AUS,2003,1.370614,5.370768,32.75015746,61.99592007,7.353151105,3.018,2.731,13.165,1.341,2.130414823,1.773278832,1.575263143,71.39296691,1,35.901,831.52,1.049,298.528,109.471,0.8133478176095373,28.671469116798153
Australia,AUS,2004,1.338919,5.596535,32.67987366,62.90117828,7.393360936,4.103,2.342,11.888,1.31,2.272118452,1.98494184,1.711219549,78.30723187,1,36.102,895.759,1.321,323.386,106.49,-0.030469226081657527,28.73607744940324
Australia,AUS,2005,1.061441,5.3461,32.71096065,63.38233597,7.423311695,3.04,2.659,10.84,1.561,2.583174374,1.74618125,1.599512935,88.4,1,36.224,965.787,1.704,349.845,104.695,-0.39476590106007065,28.838242800948866
Australia,AUS,2006,0.799324,5.591936,32.7094542,67.75400761,7.449332198,2.636,3.554,9.92,1.464,3.204645125,1.707899332,1.62376225,98.1,1,36.243,1041.844,1.768,377.594,103.348,-0.8387826614794581,28.586813380890035
Australia,AUS,2007,1.361856,5.99336,32.71295804,68.45761187,7.49198284,4.357,2.356,9.647,1.28,1.500212942,1.818955183,1.684215903,102.8,1,35.709,1135.21,1.472,405.376,109.51,-0.5376795765773335,28.181569929792726
Australia,AUS,2008,2.178197,5.825724,32.65549416,69.24519039,7.518274371,2.664,4.348,11.709,-1.129,1.787973223,1.784767866,1.766017556,117.7,1,33.884,1238.803,-1.098,419.753,145.053,-0.0914886081926573,28.113913188779811
Australia,AUS,2009,1.907142,5.151906,32.68610425,68.40602289,7.537850832,1.977,1.77,16.566,-4.509,2.222942427,1.701963782,1.816927552,109.9,1,33.079,1269.07,-4.547,419.791,210.236,0.11487650775416428,26.697287539133018
Australia,AUS,2010,2.187597,5.379213,32.65001543,69.09468854,7.561845053,2.428,2.863,20.288,-4.866,2.197566547,1.763391376,1.695976734,120.6,1,31.738,1368.625,-5.1,434.374,277.663,0.7372865334929737,24.322347587573486
Australia,AUS,2011,2.124056,4.885833,32.6581351,69.45819924,7.588979159,2.751,3.356,23.962,-4.071,2.363716791,1.690138102,1.852122784,135.2,1,31.679,1472.992,-4.511,466.635,352.965,1.388932731462483,24.333245303949173
Australia,AUS,2012,1.623699,3.412845,32.765154,69.79860612,7.626992632,3.875,1.686,27.42,-2.855,2.393636412,1.613148451,1.778897166,122.7,1,32.881,1521.462,-3.496,500.272,417.19,1.9494540920288312,25.575466229192713
Australia,AUS,2013,1.3719,3.720173,32.67120098,70.84961785,7.649179159,2.243,2.45,30.333,-2.064,2.517341176,1.632453084,1.79121995,119.3,1,33.408,1576.38,-2.798,526.631,478.157,2.1970785440613025,26.28067235100189
Australia,AUS,2014,1.10954,3.639209,32.64526916,70.96913312,7.674444236,2.559,2.513,33.893,-2.07,2.504396954,1.600894928,1.857373476,111.3,1,33.687,1620.803,-2.906,546.005,549.341,2.481669486745629,26.698000929169059
Australia,AUS,2015,0.586489,2.718409,32.71172924,70.59879962,7.697380593,2.32,1.485,37.575,-1.863,2.061501539,1.533252478,1.777410269,100,1,34.338,1646.083,-2.775,565.239,618.521,2.655949676742967,26.969118736099546
Australia,AUS,2016,0.532992,2.364962,32.79792791,70.49276808,7.724055495,2.703,1.277,40.46,-1.516,2.319987778,1.532188416,1.885731459,99.9,1,34.731,1704.098,-2.415,591.845,689.483,2.5884656358872475,27.208806530606498
Australia,AUS,2017,0.333186,2.662278,32.76167633,69.10183285,7.747649083,2.387,1.995,41.039,-0.845,2.834641114,1.498386025,1.923002362,116.4,1,34.926,1808.053,-1.712,631.484,742.011,2.482391341693867,26.925057368023126
Australia,AUS,2018,-0.224718,2.685582,31.55680192,69.57149503,7.775153621,2.789,1.933,41.598,-0.411,2.264431874,1.555989981,1.896577239,118.6,1,35.479,1901.511,-1.254,674.643,791,2.376053440063136,27.809068534645963
Australia,AUS,2019,-0.634958,1.503742,31.35621576,69.34119115,7.794701646,1.974,1.566,46.529,-3.572,2.388868734,1.538690805,1.864646077,130.2,1,34.363,2001.638,-4.392,687.822,931.334,2.386287576754067,27.979584975093207
Australia,AUS,2020,0.036101,0.930213,31.37673688,68.05801784,7.774061754,-2.043,0.89,56.91,-7.807,1.789009397,1.573353291,1.813946962,131.2,1,35.606,1979.468,-8.704,704.813,1126.516,2.519238330618435,27.872898801480151
Australia,AUS,2021,0.064678,1.504647,31.31583265,69.39528454,7.826257963,5.358,2.841,55.372,-5.507,2.309984862,1.471722007,1.831182718,163.7,1,35.312,2208.259,-6.351,779.78,1222.767,2.3901223380154057,26.858026796214457
Australia,AUS,2022,0.242933,3.19479,31.58762277,69.31456784,7.867477462,4.208,6.614,50.045,-1.461,2.171678729,1.528432727,1.894893289,181,1,35.229,2491.143,-2.206,877.616,1246.694,2.114735019444208,27.416695233041409
Australia,AUS,2023,0.001735,3.96375,31.59372385,69.3309073,7.888603782,2.135,5.614,49.416,-0.534,2.313830996,1.589879632,1.942205548,172.2,1,36.172,2629.518,-1.263,951.141,1299.39,2.01537100519739,28.731262402048063
Austria,AUT,1995,0.578404,7.156724,30.63405423,60.27582206,5.567741268,2.668,1.611,68.238,-2.924,8.92474958,,,,1,49.954,175.612,-6.174,87.725,119.834,6.505985506666133,26.853888100402457
Austria,AUT,1996,-0.103058,6.336657,30.71669384,60.91216247,5.591442101,2.398,1.695,68.18,-1.051,10.00794753,1.731649637,1.658712149,,1,51.554,181.542,-4.381,93.592,123.776,6.459246615199596,28.165068229428027
Austria,AUT,1997,-0.647938,5.694402,30.61225401,61.0594536,5.612671798,2.146,1.154,63.373,0.652,8.040561052,,,,1,50.155,187.779,-2.384,94.181,119.001,6.053234971588077,28.996488952154852
Austria,AUT,1998,-0.54933,4.724478,30.66686128,61.14191031,5.647007517,3.493,0.828,69.197,0.191,8.893415245,1.803506255,1.346461296,,1,51.667,195.275,-2.683,100.893,135.123,5.562544757775756,29.089779213476817
Austria,AUT,1999,-0.936829,4.710072,30.46699391,61.54182505,5.683933446,3.762,0.516,61.34,0.221,6.434138784,,,,1,47.871,203.065,-2.628,97.21,124.559,5.951411083954795,28.744889567379907
Austria,AUT,2000,-0.463631,5.565124,30.39168689,61.91512176,5.715332186,3.19,1.957,66.109,0.67,5.815627633,1.847265244,1.47547555,113.6098131,1,48.865,212.407,-2.075,103.793,140.42,5.617517650670214,28.236963223399631
Austria,AUT,2001,0.089516,5.091788,30.37926225,62.75384554,5.728416549,1.317,2.292,67.238,1.975,5.072884734,,,112.2646891,1,51.103,219.373,-0.712,112.106,147.503,5.2580083361055125,29.829113205663589
Austria,AUT,2002,0.371118,4.957162,30.44147538,63.40687101,5.743150613,1.484,1.688,67.44,1.187,4.22437955,1.880228162,1.538056254,112.4281444,1,50.186,225.088,-1.426,112.963,151.8,5.206631331447017,28.879686558006895
Austria,AUT,2003,0.138101,4.138255,30.46410585,63.1393728,5.754500937,1.142,1.305,66.412,0.583,4.03326336,1.930461287,1.537136078,111.2572088,1,49.924,230.542,-1.839,115.095,153.107,4.851374088614694,28.517557336673871
Austria,AUT,2004,-0.13185,4.125766,30.43294402,63.73422008,5.779829518,2.565,1.962,65.912,-2.643,3.765297729,1.843770623,1.514102817,109.8231385,1,49.375,240.542,-4.941,118.768,158.546,4.654177215189874,28.208057064533925
Austria,AUT,2005,-0.885874,3.398785,30.44386129,64.65612032,5.802767711,2.32,2.098,69.428,-0.18,3.571087378,1.679529071,1.604957461,108,1,49.084,252.355,-2.588,123.867,175.204,4.905875641756988,27.355031602306273
Austria,AUT,2006,-0.994608,3.798004,30.43173676,67.64082187,5.834939384,3.269,1.689,68.176,-0.259,3.774722061,1.827385187,1.644411087,106.7,1,48.312,265.934,-2.609,128.477,181.304,4.8642159297897,26.879390193642323
Austria,AUT,2007,-0.42351,4.207994,30.30762631,68.78567061,5.871996655,3.775,2.204,65.813,0.672,5.125678805,1.863565922,1.691163898,107.3,1,48.159,282.208,-1.56,135.91,185.73,4.634647729396375,27.187370884332918
Austria,AUT,2008,0.720764,4.368291,30.34719465,68.49156613,5.886426202,1.453,3.226,69.528,0.653,4.648904765,1.771658182,1.60645175,104.4,1,48.833,291.846,-1.572,142.516,202.915,4.556345094505764,27.914374077853331
Austria,AUT,2009,0.690296,3.93506,30.39186352,66.82797346,5.849903863,-3.586,0.4,80.752,-3.064,5.156652491,1.662739277,1.450018525,106.4,1,49.217,286.274,-5.381,140.895,231.173,4.707722941260133,27.082935550229653
Austria,AUT,2010,0.028452,3.220068,30.24361231,67.5040552,5.867832565,1.809,1.692,83.654,-2.212,6.29215163,1.8125211,1.450515866,103.9,1,48.892,294.051,-4.465,143.768,245.985,4.608115847173361,27.15256149791907
Austria,AUT,2011,0.562251,3.324028,30.35120391,67.54353347,5.896686726,2.927,3.546,83.356,-0.29,6.807849591,1.602885246,1.376976848,100.5,1,48.859,308.167,-2.482,150.567,256.876,4.486379172721505,27.290538152839812
Austria,AUT,2012,0.555472,2.344618,29.97461644,68.05509537,5.902947492,0.628,2.568,82.935,0.068,7.432481496,1.560189724,1.517164707,99,1,49.577,316.589,-2.177,156.955,262.565,4.5283094983560925,27.835230743669875
Austria,AUT,2013,-0.353316,1.994957,30.11209687,69.53206754,5.900436934,-0.251,2.118,82.431,0.181,6.3847066,1.571379542,1.482213736,99.6,1,50.435,321.192,-1.993,161.993,264.761,4.3104986616437,28.405640618982371
Austria,AUT,2014,-1.032143,1.497526,30.37026593,70.86733273,5.907968801,0.756,1.463,85.21,0.108,6.794659509,1.552995682,1.482170105,99.1,1,50.473,330.113,-1.923,166.617,281.289,4.023933588255106,28.432296295757766
Austria,AUT,2015,-1.377173,0.754747,30.01437763,70.458014,5.920918685,1.303,0.812,85.615,1.387,5.966329447,1.450979114,1.390447021,100,1,50.739,342.084,-0.476,173.57,292.874,3.6717318039377993,28.726726077112751
Austria,AUT,2016,-1.45647,0.3755,29.85615396,68.77032379,5.941869809,2.117,0.972,83.419,0.232,6.109480562,1.4748106,1.428890109,100,1,49.188,355.666,-1.451,174.946,296.693,3.421566235667236,27.287174444991464
Austria,AUT,2017,-1.74238,0.586712,29.84765325,69.08674341,5.964337411,2.272,2.234,79.057,0.723,5.539586085,1.467751503,1.427861452,98.7,1,49.045,367.295,-0.776,180.141,290.373,3.0563767968192477,27.300817408572787
Austria,AUT,2018,-2.234364,0.675936,29.76770482,69.08810341,5.9888762,2.484,2.118,74.586,1.513,5.812692114,1.456116676,1.524036407,97.5,1,49.388,383.234,0.195,189.272,285.84,2.6686644529035393,27.579999384188575
Austria,AUT,2019,-2.082737,0.055963,29.82572508,68.61134092,6.006274339,1.755,1.497,71.006,1.712,5.817305166,1.492126226,1.446407318,97.4,1,49.61,395.707,0.536,196.311,280.975,2.3704898206006852,27.720362652347646
Austria,AUT,2020,-0.746605,0.147507,29.38090675,68.16719641,5.941007745,-6.318,1.389,83.183,-7.082,8.00371332,1.605863214,1.395227313,98.6,1,49.108,380.318,-8.204,186.768,316.36,2.284760120550623,26.511247564208784
Austria,AUT,2021,-1.521373,-0.081404,29.15407628,67.98137811,5.989064169,4.923,2.765,82.399,-4.794,8.509651946,1.528294683,1.340415716,96.5,1,50.333,406.232,-5.693,204.469,334.731,1.7861045437387002,27.806793210088514
Austria,AUT,2022,-1.234105,1.717752,29.91105266,67.51003354,6.041002051,5.331,8.621,78.141,-2.658,7.869757795,1.464922786,1.283199787,94,1,49.555,449.382,-3.41,222.69,351.15,1.5175058016345475,28.28810494291389
Austria,AUT,2023,-0.877617,3.084398,29.53165686,67.61976284,6.033107804,-0.786,7.709,77.754,-1.821,7.484795609,1.326681495,1.361369729,95.5,1,49.618,477.837,-2.59,237.094,371.54,1.5498407835866017,27.965057587426788
Bangladesh,BGD,1995,,,57.62206641,33.81054434,8.786185748,4.925,8.857,,0.254,0.03631503553,,,161.6933743,0,10.085,2086.376,-0.377,210.42,,6.256817055032226,5.3633566298182629
Bangladesh,BGD,1996,,,57.48606988,33.79502506,8.831370154,4.622,6.838,,-1.255,0.02730897638,-0.6878501177,-0.9298177958,160.4406567,0,7.777,2275.239,-2.015,176.937,,9.772405812009772,5.2758896977416443
Bangladesh,BGD,1997,,,58.02834411,34.01888828,8.875289924,4.49,2.661,,-1.229,0.02251883592,,,165.2261707,0,7.948,2467.74,-1.941,196.136,,8.958228485153498,5.3935990015155566
Bangladesh,BGD,1998,,,57.07224677,34.23096445,8.92576467,5.177,6.657,,-1.34,0.02573023165,-0.4903289974,-1.049343109,164.5139889,0,7.624,2718.424,-2.197,207.251,,11.240818467995803,5.4068349896852004
Bangladesh,BGD,1999,,,56.83249824,33.60574528,8.971408844,4.67,8.904,,-0.291,0.02075480259,,,157.1444559,0,7.308,2952.963,-1.35,215.802,,14.49096880131363,5.1844046132647099
Bangladesh,BGD,2000,,,56.52454058,32.98131834,9.022988705,5.293,3.623,,-1.325,0.01828118938,-0.607652247,-0.9412081242,144.5728994,0,7.26,3216.437,-2.496,233.515,,16.12947658402204,4.9233540094209838
Bangladesh,BGD,2001,,,56.70125471,32.5005762,9.072513826,5.077,1.812,,-2.256,0.01498572145,,,149.816833,0,7.291,3489.966,-3.439,254.436,,16.225483472774652,5.5188944534130142
Bangladesh,BGD,2002,,,56.35764381,31.95664076,9.110129242,3.833,2.407,,-0.995,0.01903213003,-0.7267361283,-1.055441499,148.5674986,0,8.051,3764.807,-2.305,303.1,,16.271270649608745,5.5858441083434034
Bangladesh,BGD,2003,,,56.38649581,31.4382786,9.156435987,4.74,3.881,37.044,-0.602,0.02769985042,-0.8389385939,-1.044749141,134.329352,0,8.194,4172.574,-1.958,341.915,1545.674,16.548694166463267,5.9487261340362103
Bangladesh,BGD,2004,,,56.34304285,30.80951816,9.207504655,5.24,8.139,36.585,-1.02,0.03230908597,-0.9328825474,-1.175912261,125.2143862,0,7.677,4591.529,-2.208,352.491,1679.803,15.474794841735052,5.9746720536884315
Bangladesh,BGD,2005,,,56.01026182,32.96775917,9.270816936,6.536,6.486,35.558,-1.19,0.02659221797,-0.9189543128,-1.081751704,108.9,0,7.864,5115.978,-2.398,402.341,1819.143,15.361139369277721,6.1398387561478955
Bangladesh,BGD,2006,,,55.41159896,40.69097976,9.335404834,6.672,7.163,35.332,-0.848,0.03421364155,-0.8386991024,-1.005542517,101.2,0,7.979,5777.98,-2.148,461.046,2041.466,16.292768517358066,6.12987583896102
Bangladesh,BGD,2007,,,56.34095111,42.00072101,9.403610524,7.059,7.205,34.989,-0.495,0.04350011215,-0.7075327635,-0.9531678557,93.1,0,7.763,6586.128,-1.864,511.274,2304.399,17.634934947829446,5.9153283993265848
Bangladesh,BGD,2008,,,55.78225565,42.60154284,9.462009182,6.014,9.937,33.87,-1.576,0.04499682023,-0.7383964062,-0.9145178199,81.7,0,8.175,7531.067,-3.365,615.66,2550.767,21.883792048929664,6.3907279008406119
Bangladesh,BGD,2009,,,55.62024647,42.74923423,9.511229175,5.045,6.655,33.01,-0.861,0.07654397853,-0.8027564287,-0.8663428426,91.4,0,7.896,8446.153,-2.68,666.9,2788.046,23.036980749746707,6.2584705723422243
Bangladesh,BGD,2010,,,55.40661622,45.45295996,9.565450342,5.572,7.316,29.623,-0.683,0.07834631472,-0.7536895871,-0.8575930595,81,0,8.368,9553.827,-2.233,799.44,2830.098,18.522944550669216,6.5411483795969936
Bangladesh,BGD,2011,,,55.3562046,45.74599757,9.628090575,6.464,8.787,29.393,-1.589,0.06041817665,-0.7721207142,-0.8170785904,76.8,0,8.57,10970.839,-2.965,940.16,3224.661,16.056009334889147,7.2321256039263728
Bangladesh,BGD,2012,,,54.49834901,45.89828521,9.691266941,6.521,8.889,29.078,-0.993,0.07884794592,-0.8077261448,-0.959472537,86.7,0,9.139,12640.431,-2.556,1155.174,3675.588,17.10252762884342,7.5142781220597641
Bangladesh,BGD,2013,,,54.49971025,46.01432381,9.749663828,6.014,6.777,28.344,-1.219,0.1054770285,-0.7977811098,-0.9239369035,86.9,0,9.231,14362.061,-2.857,1325.725,4070.782,17.74455638609035,7.470465006903118
Bangladesh,BGD,2014,,,54.89215226,25.41896048,9.808509343,6.061,7.349,28.683,-0.879,0.1227180902,-0.7750712037,-0.9551604986,89.3,0,9.129,16096.052,-2.619,1469.422,4616.776,19.060138021689124,7.1864081291601183
Bangladesh,BGD,2015,7.059326,9.191246,53.83821565,25.123842,9.871977897,6.553,6.405,28.206,-1.584,0.1418658413,-0.7520095706,-0.9202404022,100,0,8.213,18157.997,-3.29,1491.388,5121.612,20.77194691342993,7.0781277524687329
Bangladesh,BGD,2016,5.25803,7.09,53.4508971,26.72357888,9.94069711,7.114,5.916,27.72,-1.568,0.1555232293,-0.7058475614,-0.8113279939,99.4,0,8.438,20758.21,-3.163,1751.586,5754.139,18.902583550604408,7.3153257611115814
Bangladesh,BGD,2017,4.421631,6.750723,52.96711898,26.81285055,10.00451906,6.59,5.44,28.306,-2.631,0.1510943477,-0.7520131469,-0.8247574568,94.5,0,8.068,23243.07,-4.167,1875.288,6579.186,19.038175508180466,7.0028417728897256
Bangladesh,BGD,2018,4.266478,7.176778,52.88983952,27.1837345,10.07515842,7.319,5.783,29.553,-2.467,0.1348805458,-0.7622836828,-0.8491867781,91.1,0,8.882,26392.48,-4.069,2344.152,7799.745,18.03647827065976,7.9256280057463337
Bangladesh,BGD,2019,6.292304,8.431004,52.92064926,27.21469335,10.1510251,7.882,5.475,31.951,-3.714,0.1276359085,-0.7535396218,-0.9372221828,96.9,0,8.144,29514.29,-5.408,2403.633,9430.22,20.80058939096267,7.4976288509271942
Bangladesh,BGD,2020,6.990044,7.884156,52.81836273,27.76844369,10.18492454,3.448,5.648,34.509,-3.001,0.162908213,-0.7794913054,-0.906213522,101.3,0,8.468,31704.69,-4.84,2684.681,10941.096,21.717052432687765,7.0015331160037233
Bangladesh,BGD,2021,4.689156,6.129125,55.72456933,27.7504096,10.25200975,6.939,5.558,35.614,-1.556,0.1629020632,-0.6533515453,-0.8463532925,83.6,0,9.362,35301.85,-3.555,3304.917,12572.555,21.352275154881436,7.6423645084367529
Bangladesh,BGD,2022,4.806053,7.75791,56.85681819,27.51653655,10.32060109,7.1,6.15,37.863,-2.569,0.1111879371,-0.7633553147,-0.9276589155,73.9,0,8.507,39717.164,-4.528,3378.74,15037.953,23.028094510403196,7.9523895968392484
Bangladesh,BGD,2023,5.161689,9.123704,56.83826102,27.93084902,10.37674616,5.775,9.016,39.726,-2.337,0.06808959998,-0.6973341107,-0.9141529799,80.9,0,8.237,44908.417,-4.388,3699.06,17840.518,24.89984217554935,7.2966494924559813
Belgium,BEL,1995,0.912936,7.491256,35.7881935,54.16709801,5.752163031,2.385,1.265,131.286,3.844,7.660426968,,,,1,48.136,210.49,-4.508,101.322,276.344,17.350839288682067,28.603639127749535
Belgium,BEL,1996,0.05953,6.499245,35.69965362,54.61596392,5.765291411,1.321,1.76,129.004,3.982,7.086993176,1.711543679,1.21423173,,1,49.049,214.288,-4.003,105.107,276.44,16.27963872861832,29.187122004031956
Belgium,BEL,1997,-0.579348,5.762992,35.6910997,54.34723672,5.802523127,3.793,1.498,124.271,5.158,6.231903119,,,,1,49.451,224.101,-2.151,110.819,278.493,14.780287557380033,29.787863507971853
Belgium,BEL,1998,-0.518772,4.755036,35.66569528,53.41026839,5.821953583,1.962,0.909,119.186,5.969,6.22358441,1.770154357,1.005810738,,1,49.934,232.624,-1.025,116.159,277.255,14.006488564905675,30.330791319898204
Belgium,BEL,1999,-0.87552,4.771381,35.65018336,53.54908994,5.85676676,3.543,1.131,115.362,5.832,3.817661921,,,,1,49.848,242.308,-0.648,120.786,279.531,12.999518536350505,30.254015550456444
Belgium,BEL,2000,-0.448201,5.580554,35.61085789,54.35758621,5.89325893,3.717,2.679,109.589,6.179,3.384515402,1.659194231,1.152969837,103.9572659,1,49.319,256.376,-0.079,126.442,280.96,12.688821752265861,30.23984304303055
Belgium,BEL,2001,0.122613,5.124885,35.66558935,54.76517048,5.904197683,1.1,2.44,108.217,6.239,3.699208932,,,104.3688798,1,49.612,264.335,0.233,131.142,286.055,12.10594211077965,29.921274140768343
Belgium,BEL,2002,0.404311,4.990355,35.46385717,55.55706086,5.921119869,1.707,1.549,105.437,5.321,3.942269443,1.915110826,1.254180551,104.8244174,1,49.86,273.255,-0.044,136.245,288.111,10.760128359406337,29.90766866114069
Belgium,BEL,2003,0.188297,4.188451,35.57043162,54.80087774,5.93144646,1.038,1.521,101.659,3.086,3.835642481,1.868789554,1.281626225,105.3676389,1,49.183,281.201,-1.864,138.303,285.867,10.064453164711384,29.419596658617852
Belgium,BEL,2004,-0.104516,4.1531,35.17432272,54.91798742,5.966536407,3.571,1.852,97.17,4.235,3.585990108,1.854309201,1.346416473,104.1630717,1,49.08,296.82,-0.239,145.68,288.419,9.115729421352894,29.868607236709121
Belgium,BEL,2005,-0.854628,3.430031,35.05686177,54.31279194,5.989487594,2.322,2.541,95.142,1.325,3.005030814,1.706509709,1.271361947,101.4,1,49.147,310.037,-2.715,152.374,294.975,8.22023724744135,29.909720452720162
Belgium,BEL,2006,-0.979888,3.812724,35.074741,56.81456952,6.014692673,2.553,2.331,91.494,3.996,3.282042282,1.743163943,1.329937816,101.1,1,49.029,325.151,0.24,159.418,297.495,7.660772196047238,29.79658681658675
Belgium,BEL,2007,-0.298942,4.332562,35.20602429,57.43900777,6.050801281,3.677,1.819,87.325,3.666,3.883895564,1.602339387,1.420544147,102.5,1,48.629,343.619,0.067,167.1,300.064,7.400933599292603,29.398781790296809
Belgium,BEL,2008,0.779309,4.426836,35.31502102,58.36947495,6.055260605,0.447,4.491,93.16,2.431,3.677881548,1.381182075,1.405670285,99.3,1,49.68,351.743,-1.095,174.746,327.683,7.097423510466989,29.638002746323309
Belgium,BEL,2009,0.655552,3.900316,35.17179385,59.0616531,6.036012392,-1.906,-0.004,99.853,-1.941,5.705504329,1.567460179,1.310220242,100.8,1,49.083,347.735,-5.448,170.678,347.224,7.145040034227737,28.318087049045964
Belgium,BEL,2010,0.277148,3.468764,35.30846444,58.34703526,6.062754445,2.71,2.325,100.245,-0.857,6.234111871,1.654209852,1.282815099,100,1,49.769,363.242,-4.133,180.783,364.132,6.582410737607748,29.12201782833483
Belgium,BEL,2011,1.484266,4.246043,34.69819689,58.44009082,6.08187867,1.931,3.352,102.735,-1.245,6.649354723,1.723475814,1.236216903,97.8,1,50.586,378.747,-4.441,191.591,389.107,6.317953583995572,29.550940337481219
Belgium,BEL,2012,1.247668,3.036814,34.58175929,59.14220093,6.084036892,0.216,2.622,104.335,-1.116,7.012112527,1.671174169,1.222170353,97.7,1,51.896,387.936,-4.348,201.325,404.752,6.227840295976568,30.421461271962386
Belgium,BEL,2013,0.071713,2.419986,34.51184999,59.78520855,6.087088314,0.306,1.243,105.032,-0.148,6.122210541,1.701954961,1.283747077,98,1,52.738,394.617,-3.164,208.115,414.476,5.71883651257158,31.088371763000584
Belgium,BEL,2014,-0.867788,1.661881,34.30705921,61.02281387,6.104590087,1.766,0.499,106.555,-0.214,5.680705517,1.5173527,1.152885199,98.7,1,52.241,404.959,-3.175,211.556,431.504,5.667961945598285,30.88823806854521
Belgium,BEL,2015,-1.279655,0.852265,34.37548961,60.98092399,6.119222116,1.474,0.623,105.572,0.196,5.302809182,1.529445291,1.273960829,100,1,51.406,415.538,-2.475,213.61,438.692,5.195891530171576,30.433269640803008
Belgium,BEL,2016,-1.383534,0.448436,34.09006643,60.06997474,6.131085175,1.193,1.769,105.475,0.036,5.10526969,1.397638321,1.32856822,101.3,1,50.947,428.467,-2.431,218.293,451.926,4.842287082654523,30.240858689233946
Belgium,BEL,2017,-1.599816,0.729276,34.15807933,59.44580784,6.145725221,1.475,2.226,102.485,1.355,5.603263123,1.240784049,1.233548641,99.6,1,51.491,443.408,-0.763,228.315,454.428,4.113340195373949,30.856457258326415
Belgium,BEL,2018,-2.111772,0.798528,34.42860566,58.69912645,6.16433113,1.878,2.311,100.078,0.841,5.6483195,1.224631786,1.259039402,97.6,1,51.403,459.492,-1.048,236.191,459.852,3.6748827889422797,31.000060936860702
Belgium,BEL,2019,-1.941391,0.197309,33.53820003,58.66988478,6.188465335,2.443,1.25,97.573,-0.295,5.947465798,1.113318324,1.276537299,97.2,1,49.703,479.446,-2.048,238.3,467.808,3.526950083495966,29.502342286722598
Belgium,BEL,2020,-1.035985,-0.141873,33.49691749,59.35342937,6.13934777,-4.793,0.423,111.245,-7.325,7.179764047,1.078235269,1.343635798,99.5,1,49.418,463.75,-9.035,229.178,515.9,3.4602776316321986,28.963040431266844
Belgium,BEL,2021,-1.435733,0.004236,33.21617472,59.48916584,6.200014123,6.254,3.219,108.541,-3.954,8.567461696,1.0855726,1.331859708,98.5,1,49.537,506.047,-5.402,250.681,549.266,2.923067606031855,29.637721397419604
Belgium,BEL,2022,-1.190145,1.761712,33.3294724,59.46538601,6.238814739,3.956,10.331,103.14,-2.317,8.218867185,1.227186441,1.252955198,97.1,1,48.903,561.309,-3.602,274.494,578.936,2.6276506553790155,29.046584236575541
Belgium,BEL,2023,-0.849704,3.112311,33.4702001,58.66808313,6.25581146,1.714,2.296,102.191,-2.551,7.998487546,1.037021995,1.168224812,98.6,1,48.797,602.376,-4.007,293.943,615.573,2.98378998708937,29.104816823828166
Brazil,BRA,1995,,,40.62085894,34.85413452,6.559603906,4.417,66.008,,,7.343197888,,,102.7946928,0,,705.992,,,,,
Brazil,BRA,1996,,,40.66446816,34.78354453,6.581451567,2.209,15.757,,,8.336147886,-0.1431337148,0.2969333231,100.8910873,0,,854.763,,,,,
Brazil,BRA,1997,,,40.51666253,34.89124394,6.614835514,3.395,6.926,,,6.997692025,,,106.5624798,0,,952.089,,,,,
Brazil,BRA,1998,,,40.17980309,34.98155501,6.618211475,0.338,3.196,,,5.942679213,-0.2015711218,0.3272981942,106.4345537,0,,1002.351,,,,,
