equation,cutoff_source,rss_min_cutoff,rss,candidate_count,trim_low,trim_high,low_n,high_n,criterion_min,criterion_max
debt,debt_full,.1073170601948233,1.067899,593,.030923067,.10731706,667,75,.020363081,.30074289
