theta,cutoff,branch,marginal_effect,se,ci_low,ci_high,critical
-.0417986765840889,.0148485053843449,low,.0284378743901722,.0247352218376287,-.0200827149931339,.0769584637734784,1.961599119741616
-.039147154205087,.0148485053843449,low,.0271067638611648,.0235774238329796,-.0191426899753831,.0733562176977126,1.961599119741616
-.0364956318260852,.0148485053843449,low,.0257756533321573,.0224196258283305,-.0182026649576323,.0697539716219469,1.961599119741616
-.0338441094470834,.0148485053843449,low,.0244445428031498,.0212618278236814,-.0172626399398815,.0661517255461812,1.961599119741616
-.0311925870680816,.0148485053843449,low,.0231134322741424,.0201040298190324,-.0163226149221307,.0625494794704154,1.961599119741616
-.0285410646890798,.0148485053843449,low,.0217823217451349,.0189462318143833,-.0153825899043799,.0589472333946497,1.961599119741616
-.025889542310078,.0148485053843449,low,.0204512112161274,.0177884338097342,-.0144425648866291,.0553449873188839,1.961599119741616
-.0232380199310762,.0148485053843449,low,.01912010068712,.0166306358050851,-.0135025398688783,.0517427412431182,1.961599119741616
-.0205864975520744,.0148485053843449,low,.0177889901581125,.015472837800436,-.0125625148511275,.0481404951673525,1.961599119741616
-.0179349751730726,.0148485053843449,low,.016457879629105,.0143150397957869,-.0116224898333767,.0445382490915867,1.961599119741616
-.0152834527940707,.0148485053843449,low,.0151267691000976,.0131572417911378,-.0106824648156259,.040936003015821,1.961599119741616
-.0126319304150689,.0148485053843449,low,.0137956585710901,.0119994437864887,-.0097424397978751,.0373337569400553,1.961599119741616
-.0099804080360671,.0148485053843449,low,.0124645480420826,.0108416457818396,-.0088024147801243,.0337315108642895,1.961599119741616
-.0073288856570653,.0148485053843449,low,.0111334375130751,.0096838477771905,-.0078623897623735,.0301292647885238,1.961599119741616
-.0046773632780635,.0148485053843449,low,.0098023269840677,.0085260497725414,-.0069223647446227,.0265270187127581,1.961599119741616
-.0020258408990617,.0148485053843449,low,.0084712164550602,.0073682517678923,-.0059823397268719,.0229247726369923,1.961599119741616
.0006256814799401,.0148485053843449,low,.0071401059260527,.0062104537632432,-.0050423147091211,.0193225265612266,1.961599119741616
.0032772038589419,.0148485053843449,low,.0058089953970453,.0050526557585941,-.0041022896913703,.0157202804854608,1.961599119741616
.0059287262379438,.0148485053843449,low,.0044778848680378,.003894857753945,-.0031622646736195,.0121180344096951,1.961599119741616
.0085802486169456,.0148485053843449,low,.0031467743390303,.0027370597492959,-.0022222396558687,.0085157883339294,1.961599119741616
.0112317709959474,.0148485053843449,low,.0018156638100229,.0015792617446468,-.0012822146381179,.0049135422581636,1.961599119741616
.0138832933749492,.0148485053843449,low,.0004845532810154,.0004214637399977,-.0003421896203671,.0013112961823979,1.961599119741616
.0148485053843449,.0148485053843449,cutoff,0,0,0,0,1.961599119741616
.016534815753951,.0148485053843449,high,-.0000754760879285,.0001408951687968,-.0003518559270162,.0002009037511592,1.961599119741616
.0191863381329528,.0148485053843449,high,-.000194153254261,.0003624360546809,-.0009051075000857,.0005168009915638,1.961599119741616
.0218378605119546,.0148485053843449,high,-.0003128304205935,.000583976940565,-.0014583590731553,.0008326982319683,1.961599119741616
.0244893828909564,.0148485053843449,high,-.0004315075869259,.0008055178264491,-.0020116106462248,.0011485954723729,1.961599119741616
.0271409052699582,.0148485053843449,high,-.0005501847532584,.0010270587123332,-.0025648622192943,.0014644927127774,1.961599119741616
.02979242764896,.0148485053843449,high,-.0006688619195909,.0012485995982173,-.0031181137923638,.001780389953182,1.961599119741616
.0324439500279619,.0148485053843449,high,-.0007875390859234,.0014701404841014,-.0036713653654333,.0020962871935865,1.961599119741616
.0350954724069637,.0148485053843449,high,-.0009062162522558,.0016916813699855,-.0042246169385028,.0024121844339911,1.961599119741616
.0377469947859655,.0148485053843449,high,-.0010248934185883,.0019132222558696,-.0047778685115723,.0027280816743956,1.961599119741616
.0403985171649673,.0148485053843449,high,-.0011435705849208,.0021347631417537,-.0053311200846418,.0030439789148002,1.961599119741616
.0430500395439691,.0148485053843449,high,-.0012622477512533,.0023563040276378,-.0058843716577113,.0033598761552047,1.961599119741616
.0457015619229709,.0148485053843449,high,-.0013809249175858,.0025778449135219,-.0064376232307808,.0036757733956093,1.961599119741616
.0483530843019727,.0148485053843449,high,-.0014996020839182,.002799385799406,-.0069908748038503,.0039916706360138,1.961599119741616
.0510046066809745,.0148485053843449,high,-.0016182792502507,.0030209266852901,-.0075441263769198,.0043075678764184,1.961599119741616
.0536561290599764,.0148485053843449,high,-.0017369564165832,.0032424675711742,-.0080973779499893,.0046234651168229,1.961599119741616
.0563076514389782,.0148485053843449,high,-.0018556335829157,.0034640084570583,-.0086506295230588,.0049393623572275,1.961599119741616
.05895917381798,.0148485053843449,high,-.0019743107492482,.0036855493429424,-.0092038810961283,.005255259597632,1.961599119741616
.0616106961969818,.0148485053843449,high,-.0020929879155806,.0039070902288265,-.0097571326691978,.0055711568380366,1.961599119741616
.0642622185759836,.0148485053843449,high,-.0022116650819131,.0041286311147106,-.0103103842422673,.0058870540784411,1.961599119741616
.0669137409549854,.0148485053843449,high,-.0023303422482456,.0043501720005947,-.0108636358153369,.0062029513188457,1.961599119741616
.0695652633339872,.0148485053843449,high,-.0024490194145781,.0045717128864788,-.0114168873884064,.0065188485592502,1.961599119741616
