country_name,iso3,year,capacity,growth,inflation_cpi,debt_gdp,reserves,tt,interest_revenue,wsdi_days,adapt_capacity,country_id,b_pre,sample_spread,sample_tax,mA_hat,spread_saving_component,TA_hat,theta_hat_A,sample_theta_support,b_pre_mA_hat,theta_recomputed_b_pre,theta_reconstruction_diff,b_pre_mapping_diff,b_outcome,b_outcome_year,A_outcome,A_outcome_year,sample_debt_ns,sample_ready_ns,sample_criterion_theta,sample_criterion_debt,sample_criterion_ma,sample_criterion_ta,sample_criterion_bma,debt_hinge_low_ns,debt_hinge_high_ns,debt_kink_low,debt_kink_high,ready_debt_hinge_low_ns,ready_debt_hinge_high_ns,ready_debt_kink_low,ready_debt_kink_high
Singapore,SGP,1998,.279889851808548,-.0219099998474121,-.0027099999785423,.8464600372314454,.8757604980468749,1.190345458984375,,,.720110148191452,SGP,.7078700256347656,0,0,,,,,0,,,,0,.0067399597167969,1999,.0012700855731964,1998,0,0,0,0,0,0,0,,,,,,,,
Singapore,SGP,1999,.2922927737236023,.0571799993515015,.0002400000020862,.8531999969482422,.8929170989990234,1.178073806762695,,,.7077072262763977,SGP,.8464600372314454,0,0,,,,,0,,,,0,-.0306400299072266,2000,-.0124029219150543,1999,0,0,0,0,0,0,0,,,,,,,,
Singapore,SGP,2000,.304489403963089,.0903800010681152,.0134800004959106,.8225599670410156,.8439582824707031,1.141259002685547,,,.695510596036911,SGP,.8531999969482422,0,0,,,,,0,,,,0,.1221500396728515,2001,-.0121966302394867,2000,0,0,0,0,0,0,0,,,,,,,,
Singapore,SGP,2001,.3160200417041779,-.0107099997997284,.0101499998569489,.9447100067138672,.8530623626708984,1.106411743164063,,,.6839799582958221,SGP,.8225599670410156,0,0,,,,,0,,,,0,.0183899688720703,2002,-.0115306377410889,2001,0,0,0,0,0,0,0,,,,,,,,
Singapore,SGP,2002,.3282995223999023,.0392300009727478,-.00391999989748,.9630999755859375,.9013959503173828,1.083889236450195,,,.6717004776000977,SGP,.9447100067138672,0,0,,,,,0,,,,0,.0282099914550781,2003,-.0122794806957245,2002,0,0,0,0,0,0,0,,,,,,,,
Singapore,SGP,2003,.3239603340625763,.045479998588562,.0048699998855591,.9913099670410156,1.000991439819336,1.001492691040039,,,.6760396659374237,SGP,.9630999755859375,0,0,,,,,0,,,,0,-.0343999481201172,2004,.004339188337326,2003,0,0,0,0,0,0,0,,,,,,,,
Singapore,SGP,2004,.32175612449646,.099399995803833,.0167200005054474,.9569100189208984,.992413558959961,1.000492553710937,,,.67824387550354,SGP,.9913099670410156,0,0,,,,,0,,,,0,-.0302799987792969,2005,.0022042095661163,2004,0,0,0,0,0,0,0,,,,,,,,
Singapore,SGP,2005,.3188235461711884,.0736600017547607,.0047299998998642,.9266300201416016,.9237397003173828,.9780000305175781,,,.6811764538288116,SGP,.9569100189208984,0,0,,,,,0,,,,0,-.0613899993896484,2006,.0029325783252716,2005,0,0,0,0,0,0,0,,,,,,,,
Singapore,SGP,2006,.3241836428642273,.0900699996948242,.00966000020504,.8652400207519532,.9328898620605469,.9669999694824218,,,.6758163571357727,SGP,.9266300201416016,0,0,,,,,0,,,,0,.0126499938964844,2007,-.0053600966930389,2006,0,0,0,0,0,0,0,,,,,,,,
Singapore,SGP,2007,.320995569229126,.0902200031280518,.0210999989509583,.8778900146484375,.9183085632324218,.9580000305175781,,,.679004430770874,SGP,.8652400207519532,0,0,,,,,0,,,,0,.1006399536132813,2008,.0031880736351013,2007,0,0,0,0,0,0,0,,,,,,,,
