country_name,iso3,year,readiness100,debt_gdp,interest_revenue,wsdi_days,country_id,b_it,sample_spread,sample_tax,mA_hat,spread_saving_component,TA_hat,theta_hat_A,sample_theta_support,b_it_mA_hat,theta_recomputed_b_it,theta_reconstruction_diff,b_it_mapping_diff,b_outcome,b_outcome_year,A_outcome,A_outcome_year,debt_ns_missing_count,ready_ns_missing_count,sample_debt_ns,sample_ready_ns,sample_criterion_theta,sample_criterion_debt,sample_criterion_ma,sample_criterion_ta,sample_criterion_bma,debt_hinge_low_ns,debt_hinge_high_ns,debt_kink_low,debt_kink_high,ready_debt_hinge_low_ns,ready_debt_hinge_high_ns,ready_debt_kink_low,ready_debt_kink_high
Portugal,PRT,2016,.571536865234375,1.311799926757812,.0908624935150146,.1263641586303711,PRT,1.311799926757812,1,1,.097600415963359,.1280322185122664,-.0192755327954104,.108756685716856,1,.1280322185122664,.108756685716856,0,0,-.0515099334716795,2017,-.0212069320678712,2016,0,0,1,1,1,1,1,1,1,0,.1241331790276384,0,.0709466880130339,0,.1241331790276384,0,.0112790501743969
Portugal,PRT,2017,.5770374298095703,1.260289993286133,.0854439353942871,.3644872665405274,PRT,1.260289993286133,1,1,.093134655047028,.1173766737839252,.0067987270906333,.1241754008745585,1,.1173766737839252,.1241754008745585,0,0,-.0491699981689453,2018,.0055005645751953,2017,0,0,1,1,1,1,1,1,1,0,.1395518941853409,0,.0805266663457662,0,.1395518941853409,0,.0119238630309227
Portugal,PRT,2018,.5762065505981445,1.211119995117188,.0755320119857788,.1264223289489746,PRT,1.211119995117188,1,1,.0885450696646515,.1072387043399038,-.0192691631993715,.0879695411405323,1,.1072387043399038,.0879695411405323,0,0,-.0500199890136719,2019,-.0008308792114258,2018,0,0,1,1,1,1,1,1,1,0,.1033460344513147,0,.0595486620291891,0,.1033460344513147,0,.0078059339128594
Portugal,PRT,2019,.5742462158203125,1.161100006103516,.066295747756958,,PRT,1.161100006103516,0,0,,,,,0,,,,0,.1798599243164061,2020,-.001960334777832,2019,2,2,0,0,0,0,0,0,0,,,,,,,,
Portugal,PRT,2020,.5712026977539062,1.340959930419922,.0633833646774292,,PRT,1.340959930419922,0,0,,,,,0,,,,0,-.102179946899414,2021,-.0030435180664063,2020,2,2,0,0,0,0,0,0,0,,,,,,,,
Portugal,PRT,2021,.5732994079589844,1.238779983520508,.0512826251983643,,PRT,1.238779983520508,0,0,,,,,0,,,,0,-.1264599609374999,2022,.0020967102050782,2021,2,2,0,0,0,0,0,0,0,,,,,,,,
Portugal,PRT,2022,.5756239318847656,1.112320022583008,.0414792013168335,,PRT,1.112320022583008,0,0,,,,,0,,,,0,-.1437200164794923,2023,.0023245239257812,2022,2,2,0,0,0,0,0,0,0,,,,,,,,
Portugal,PRT,2023,.5739291763305664,.9686000061035156,.0413161849975586,,PRT,.9686000061035156,0,0,,,,,0,,,,0,,,-.0016947555541992,2023,3,2,0,0,0,0,0,0,0,,,,,,,,
Romania,ROU,1995,.3800525665283203,,.0436713552474976,.0868186511993408,ROU,,0,0,,,,,0,,,,,,,,,3,3,0,0,0,0,0,0,0,,,,,,,,
Romania,ROU,1996,.384078254699707,,.0582213258743286,.0881194124221802,ROU,,0,0,,,,,0,,,,,,,.0040256881713867,1996,3,2,0,0,0,0,0,0,0,,,,,,,,
Romania,ROU,1997,.3819166946411133,,.1334180450439453,.0645391864776611,ROU,,0,0,,,,,0,,,,,,,-.0021615600585937,1997,3,2,0,0,0,0,0,0,0,,,,,,,,
Romania,ROU,1998,.3722493743896484,,.157192907333374,.1915033721923828,ROU,,0,0,,,,,0,,,,,,,-.0096673202514648,1998,3,2,0,0,0,0,0,0,0,,,,,,,,
Romania,ROU,1999,.3669465255737305,,.1656572151184082,.1272607612609863,ROU,,0,0,,,,,0,,,,,,,-.005302848815918,1999,3,2,0,0,0,0,0,0,0,,,,,,,,
Romania,ROU,2000,.3671036911010742,.2955800056457519,.1552112865447998,.2079556522369385,ROU,.2955800056457519,0,1,,,-.0103413397745853,,0,,,,0,-.0214900016784668,2001,.0001571655273437,2000,1,1,0,0,0,1,0,1,0,,,,,,,,
Romania,ROU,2001,.3753232574462891,.2740900039672852,.1268230819702149,.1114590606689453,ROU,.2740900039672852,0,1,,,-.020907627224565,,0,,,,0,-.000260009765625,2002,.0082195663452149,2001,1,1,0,0,0,1,0,1,0,,,,,,,,
Romania,ROU,2002,.3894945526123047,.2738299942016602,.1009902286529541,.2681980018615723,ROU,.2738299942016602,0,1,,,-.0037448582569189,,0,,,,0,-.0250300025939941,2003,.0141712951660156,2002,1,1,0,0,0,1,0,1,0,,,,,,,,
Romania,ROU,2003,.3815691757202149,.248799991607666,.0709786653518677,.2243381614685059,ROU,.248799991607666,0,1,,,-.008547470178987,,0,,,,0,-.0355099868774414,2004,-.0079253768920898,2003,1,1,0,0,0,1,0,1,0,,,,,,,,
Romania,ROU,2004,.3884183502197265,.2132900047302246,.0364165091514587,.0893975863456726,ROU,.2132900047302246,0,1,,,-.0233233382406976,,0,,,,0,-.035620002746582,2005,.0068491744995117,2004,1,1,0,0,0,1,0,1,0,,,,,,,,
Romania,ROU,2005,.3974773025512695,.1776700019836426,.0348929166793823,.109455023765564,ROU,.1776700019836426,0,1,,,-.0211270674103521,,0,,,,0,-.0507600021362305,2006,.009058952331543,2005,1,1,0,0,0,1,0,1,0,,,,,,,,
Romania,ROU,2006,.3865457916259766,.1269099998474121,.0196633529663086,.164112982749939,ROU,.1269099998474121,0,1,,,-.0151420714983341,,0,,,,0,-.0026000022888184,2007,-.0109315109252929,2006,1,1,0,0,0,1,0,1,0,,,,,,,,
Romania,ROU,2007,.4214885330200195,.1243099975585937,.0172594308853149,.397479778289795,ROU,.1243099975585937,0,1,,,.0104113765860713,,0,,,,0,.0057299995422363,2008,.034942741394043,2007,1,1,0,0,0,1,0,1,0,,,,,,,,
Romania,ROU,2008,.4438111877441406,.1300399971008301,.0195323967933655,.2005915775299072,ROU,.1300399971008301,1,1,-.0086377121228686,-.0011232480594156,-.0111476991380949,-.0122709471975106,1,-.0011232480594156,-.0122709471975106,0,0,.0944700050354004,2009,.0223226547241211,2008,0,0,1,1,1,1,1,1,1,0,.0031055461132718,0,.0013782761091254,0,.0031055461132718,0,.0000606587589445
Romania,ROU,2009,.4545847320556641,.2245100021362305,.0332733511924744,.1127130565643311,ROU,.2245100021362305,1,1,-.0002025508882834,-.0000454747003612,-.020770315834842,-.0208157905352032,1,-.0000454747003612,-.0208157905352032,0,0,.0771299934387207,2010,.0107735443115234,2009,0,0,1,1,1,1,1,1,1,.0054392972244208,0,.0024726214713344,0,.0054392972244208,0,.0001809836467884,0
Romania,ROU,2010,.4308813095092773,.3016399955749512,.0396103072166443,.2054187784194947,ROU,.3016399955749512,1,1,.0067997794044505,.0020510854294691,-.010619125109216,-.0085680396797469,1,.0020510854294691,-.0085680396797469,0,0,.0243300056457519,2011,-.0237034225463867,2010,0,0,1,1,1,1,1,1,1,0,.0068084536310355,0,.0029336354162738,0,.0068084536310355,0,.0002696849399956
