criterion,variable,cutoff,rss,N,N_low,N_high
TA,TA_hat,-.0031315097325906,9.8987465,1373,1167,206
TA,TA_hat,-.0030975281186418,9.8985462,1373,1167,206
TA,TA_hat,-.0030442979103053,9.8981695,1373,1168,205
TA,TA_hat,-.0030313060657831,9.8980818,1373,1170,203
TA,TA_hat,-.0029317529478914,9.8973112,1373,1170,203
TA,TA_hat,-.0028684487982575,9.8967752,1373,1172,201
TA,TA_hat,-.0028279903958393,9.8964443,1373,1172,201
TA,TA_hat,-.0027590322107764,9.895978,1373,1174,199
TA,TA_hat,-.0025433369776429,9.894515,1373,1174,199
TA,TA_hat,-.0024684664509639,9.894392,1373,1176,197
TA,TA_hat,-.00240854898245,9.8940754,1373,1176,197
TA,TA_hat,-.0022927512754577,9.8933153,1373,1177,196
TA,TA_hat,-.0022885514081932,9.8932829,1373,1178,195
TA,TA_hat,-.0022264526874325,9.8928881,1373,1179,194
TA,TA_hat,-.0021221448223187,9.8921757,1373,1180,193
TA,TA_hat,-.0021176483812838,9.8921518,1373,1182,191
TA,TA_hat,-.0019722602655235,9.8914576,1373,1183,190
TA,TA_hat,-.0019558626060899,9.8913527,1373,1183,190
TA,TA_hat,-.0019412539561744,9.8912621,1373,1184,189
TA,TA_hat,-.0019224167383069,9.8911409,1373,1186,187
TA,TA_hat,-.0018729750207147,9.8908548,1373,1186,187
TA,TA_hat,-.001757674792305,9.8902445,1373,1187,186
TA,TA_hat,-.0017108544041671,9.8899994,1373,1189,184
TA,TA_hat,-.0013938457443111,9.8889875,1373,1189,184
TA,TA_hat,-.0013046822752787,9.8888006,1373,1190,183
TA,TA_hat,-.0011343341283268,9.8884201,1373,1192,181
TA,TA_hat,-.0011121006624436,9.8883648,1373,1193,180
TA,TA_hat,-.0010105097957424,9.8881674,1373,1194,179
TA,TA_hat,-.0009555766799501,9.888073,1373,1195,178
TA,TA_hat,-.0009102965620391,9.888092,1373,1196,177
TA,TA_hat,-.000838554410293,9.8882818,1373,1197,176
TA,TA_hat,-.0008221089163803,9.8884859,1373,1197,176
TA,TA_hat,-.0007298075055192,9.8897419,1373,1199,174
TA,TA_hat,-.0005457499968589,9.8937483,1373,1199,174
TA,TA_hat,-.0004909986520871,9.8948078,1373,1201,172
TA,TA_hat,-.0004117656209148,9.8963385,1373,1201,172
TA,TA_hat,-.0004060063496318,9.89645,1373,1202,171
TA,TA_hat,-.0003752105119906,9.8970671,1373,1204,169
TA,TA_hat,-.0003282944548946,9.8979502,1373,1205,168
TA,TA_hat,-.0002728638605197,9.8993225,1373,1206,167
TA,TA_hat,-.000144141277276,9.9028645,1373,1207,166
TA,TA_hat,-.0001393960969499,9.9030228,1373,1207,166
TA,TA_hat,-.0001104562370976,9.9039669,1373,1209,164
TA,TA_hat,-.0000227756369171,9.9068089,1373,1210,163
TA,TA_hat,.000022762787181,9.908287,1373,1211,162
TA,TA_hat,.0000534533889681,9.909256,1373,1211,162
TA,TA_hat,.0001020340859366,9.9108458,1373,1212,161
TA,TA_hat,.0001735466321831,9.9124899,1373,1213,160
TA,TA_hat,.0002054809304267,9.9131918,1373,1214,159
TA,TA_hat,.0002402470298327,9.9139404,1373,1216,157
TA,TA_hat,.0002663455216267,9.9143696,1373,1216,157
TA,TA_hat,.0002874787944908,9.9147253,1373,1218,155
TA,TA_hat,.0003294774671359,9.9157124,1373,1219,154
TA,TA_hat,.0005191794443294,9.9201145,1373,1219,154
TA,TA_hat,.000578637701844,9.9215927,1373,1220,153
TA,TA_hat,.0006691596700827,9.923892,1373,1221,152
TA,TA_hat,.0006847632771634,9.9242792,1373,1222,151
TA,TA_hat,.0007646755579389,9.9262648,1373,1223,150
TA,TA_hat,.0007672299191226,9.9263306,1373,1225,148
TA,TA_hat,.0008164228974235,9.9275999,1373,1225,148
TA,TA_hat,.00085802932734,9.9287634,1373,1226,147
TA,TA_hat,.0009068683304957,9.9300499,1373,1228,145
TA,TA_hat,.0009078058862859,9.9300728,1373,1228,145
TA,TA_hat,.0009311586789799,9.9306154,1373,1229,144
TA,TA_hat,.0010370737825913,9.9331217,1373,1231,142
TA,TA_hat,.001077560885697,9.9341087,1373,1231,142
TA,TA_hat,.001096158931169,9.9345579,1373,1232,141
TA,TA_hat,.001146299032156,9.9356451,1373,1234,139
TA,TA_hat,.0011557511252251,9.9358616,1373,1234,139
TA,TA_hat,.0011947170918956,9.9367857,1373,1235,138
b,debt_gdp,.2179700088500977,8.6778698,1373,138,1235
b,debt_gdp,.2188199996948242,8.6778631,1373,139,1234
b,debt_gdp,.2189399909973145,8.6778622,1373,140,1233
b,debt_gdp,.2192099952697754,8.6778593,1373,141,1232
b,debt_gdp,.2207999992370605,8.6778307,1373,141,1232
b,debt_gdp,.2212700080871582,8.677825,1373,142,1231
b,debt_gdp,.221870002746582,8.6778145,1373,143,1230
b,debt_gdp,.2245100021362305,8.6778288,1373,145,1228
b,debt_gdp,.225049991607666,8.6778383,1373,146,1227
b,debt_gdp,.2259700012207031,8.6778622,1373,146,1227
b,debt_gdp,.2270800018310547,8.6779099,1373,148,1225
b,debt_gdp,.2288199996948242,8.6779776,1373,148,1225
b,debt_gdp,.2294300079345703,8.6779957,1373,150,1223
b,debt_gdp,.2295499992370605,8.6779985,1373,150,1223
b,debt_gdp,.2310600090026856,8.6780262,1373,152,1221
b,debt_gdp,.232859992980957,8.6780548,1373,152,1221
b,debt_gdp,.2348500061035156,8.6781006,1373,154,1219
b,debt_gdp,.2365200042724609,8.6781311,1373,154,1219
b,debt_gdp,.2365299987792969,8.6781311,1373,156,1217
b,debt_gdp,.2394799995422363,8.6783533,1373,156,1217
b,debt_gdp,.2396199989318848,8.6783772,1373,158,1215
b,debt_gdp,.2404500007629395,8.6785078,1373,159,1214
b,debt_gdp,.2425200080871582,8.678812,1373,160,1213
b,debt_gdp,.2427499961853027,8.6788445,1373,160,1213
b,debt_gdp,.2432600021362305,8.6789255,1373,162,1211
b,debt_gdp,.2439299964904785,8.6790218,1373,162,1211
b,debt_gdp,.2462800025939941,8.6793613,1373,163,1210
b,debt_gdp,.2464500045776367,8.6793842,1373,164,1209
b,debt_gdp,.247180004119873,8.6794844,1373,165,1208
b,debt_gdp,.247549991607666,8.6795359,1373,166,1207
b,debt_gdp,.2476799964904785,8.679554,1373,168,1205
b,debt_gdp,.248799991607666,8.679718,1373,168,1205
b,debt_gdp,.2488400077819824,8.6797237,1373,169,1204
b,debt_gdp,.2491699981689453,8.6797705,1373,171,1202
b,debt_gdp,.2492000007629395,8.6797752,1373,172,1201
b,debt_gdp,.2500600051879883,8.6799269,1373,173,1200
b,debt_gdp,.2510000038146973,8.680089,1373,174,1199
b,debt_gdp,.2517399978637695,8.680212,1373,174,1199
b,debt_gdp,.2520100021362305,8.6802549,1373,176,1197
b,debt_gdp,.2526300048828125,8.6803465,1373,177,1196
b,debt_gdp,.2542000007629395,8.680582,1373,178,1195
b,debt_gdp,.2555299949645996,8.680788,1373,179,1194
b,debt_gdp,.2570299911499023,8.6810112,1373,180,1193
b,debt_gdp,.2572299957275391,8.6810427,1373,181,1192
b,debt_gdp,.2579800033569336,8.6811638,1373,182,1191
b,debt_gdp,.2585600090026856,8.6812458,1373,183,1190
b,debt_gdp,.2590900039672852,8.6813097,1373,184,1189
b,debt_gdp,.2590999984741211,8.6813116,1373,185,1188
b,debt_gdp,.26,8.6814756,1373,186,1187
b,debt_gdp,.2605999946594239,8.6815844,1373,187,1186
b,debt_gdp,.2608499908447265,8.6816282,1373,187,1186
b,debt_gdp,.2611300086975097,8.681674,1373,188,1185
b,debt_gdp,.2613599967956543,8.681715,1373,190,1183
b,debt_gdp,.2620700073242188,8.6818304,1373,191,1182
b,debt_gdp,.2632399940490723,8.6819868,1373,192,1181
b,debt_gdp,.2634600067138672,8.6820135,1373,193,1180
b,debt_gdp,.2635700035095215,8.682025,1373,194,1179
b,debt_gdp,.2636300086975097,8.6820316,1373,194,1179
b,debt_gdp,.2639599990844727,8.6820621,1373,196,1177
b,debt_gdp,.2641799926757812,8.6820822,1373,196,1177
b,debt_gdp,.2645499992370606,8.6821156,1373,198,1175
b,debt_gdp,.2648299980163574,8.6821413,1373,199,1174
b,debt_gdp,.2658799934387207,8.6822252,1373,200,1173
b,debt_gdp,.2662400054931641,8.682251,1373,201,1172
b,debt_gdp,.2671500015258789,8.6823235,1373,202,1171
b,debt_gdp,.2689699935913086,8.6824493,1373,203,1170
b,debt_gdp,.2692700004577637,8.6824684,1373,204,1169
b,debt_gdp,.269950008392334,8.6825161,1373,205,1168
b,debt_gdp,.2701300048828125,8.6825285,1373,206,1167
b,debt_gdp,.2701799964904785,8.6825323,1373,207,1166
b,debt_gdp,.2702799987792969,8.6825409,1373,208,1165
b,debt_gdp,.2704299926757813,8.6825514,1373,209,1164
b,debt_gdp,.2710000038146972,8.6825933,1373,209,1164
b,debt_gdp,.2714599990844727,8.6826258,1373,211,1162
b,debt_gdp,.2733499908447266,8.682766,1373,212,1161
b,debt_gdp,.2734600067138672,8.6827784,1373,213,1160
b,debt_gdp,.2736700057983398,8.6828022,1373,213,1160
b,debt_gdp,.2738299942016602,8.6828194,1373,215,1158
b,debt_gdp,.2740900039672852,8.682847,1373,216,1157
b,debt_gdp,.2742000007629394,8.6828585,1373,216,1157
b,debt_gdp,.2745000076293945,8.6828909,1373,218,1155
b,debt_gdp,.2745299911499023,8.6828938,1373,218,1155
b,debt_gdp,.2756500053405762,8.6830072,1373,220,1153
b,debt_gdp,.2757200050354004,8.6830139,1373,221,1152
b,debt_gdp,.2767799949645996,8.6831408,1373,222,1151
b,debt_gdp,.2768199920654297,8.6831455,1373,223,1150
b,debt_gdp,.2771100044250489,8.6831808,1373,224,1149
b,debt_gdp,.2771999931335449,8.6831913,1373,224,1149
b,debt_gdp,.2775799942016601,8.6832399,1373,225,1148
b,debt_gdp,.2790299987792969,8.6834078,1373,227,1146
b,debt_gdp,.2795499992370605,8.6834726,1373,227,1146
b,debt_gdp,.2802199935913086,8.6835585,1373,229,1144
b,debt_gdp,.2803000068664551,8.683569,1373,230,1143
b,debt_gdp,.2806200027465821,8.683609,1373,231,1142
b,debt_gdp,.2810300064086914,8.6836624,1373,232,1141
b,debt_gdp,.2811499977111817,8.6836777,1373,233,1140
b,debt_gdp,.2815500068664551,8.6837263,1373,234,1139
b,debt_gdp,.2815999984741211,8.683733,1373,235,1138
b,debt_gdp,.2820599937438965,8.6837873,1373,236,1137
b,debt_gdp,.2827499961853027,8.6838684,1373,237,1136
b,debt_gdp,.2828899955749511,8.6838846,1373,237,1136
b,debt_gdp,.2830599975585937,8.6839056,1373,238,1135
b,debt_gdp,.2832999992370606,8.6839352,1373,240,1133
b,debt_gdp,.2833399963378906,8.6839399,1373,240,1133
b,debt_gdp,.283439998626709,8.6839523,1373,242,1131
b,debt_gdp,.2863299942016602,8.6842909,1373,243,1130
b,debt_gdp,.2866900062561035,8.6843338,1373,244,1129
b,debt_gdp,.286830005645752,8.6843519,1373,245,1128
b,debt_gdp,.2870800018310547,8.6843843,1373,246,1127
b,debt_gdp,.2879100036621094,8.6844845,1373,247,1126
b,debt_gdp,.2879999923706055,8.684495,1373,248,1125
b,debt_gdp,.2880900001525879,8.6845055,1373,249,1124
b,debt_gdp,.2882600021362305,8.6845274,1373,250,1123
b,debt_gdp,.2894599914550781,8.6846781,1373,251,1122
b,debt_gdp,.2907799911499023,8.6848221,1373,251,1122
b,debt_gdp,.2917900085449219,8.6849279,1373,253,1120
b,debt_gdp,.2936300086975098,8.6851206,1373,254,1119
b,debt_gdp,.2939299964904785,8.685154,1373,255,1118
b,debt_gdp,.2939599990844727,8.6851568,1373,256,1117
b,debt_gdp,.2941399955749512,8.6851768,1373,257,1116
b,debt_gdp,.2948299980163574,8.6852541,1373,258,1115
b,debt_gdp,.2954800033569336,8.6853361,1373,259,1114
b,debt_gdp,.2955200004577637,8.6853409,1373,260,1113
b,debt_gdp,.2955299949645996,8.6853418,1373,261,1112
b,debt_gdp,.2955800056457519,8.6853476,1373,261,1112
b,debt_gdp,.2960000038146973,8.6853962,1373,263,1110
b,debt_gdp,.296200008392334,8.68542,1373,264,1109
b,debt_gdp,.2962299919128418,8.6854239,1373,265,1108
b,debt_gdp,.2963699913024903,8.6854391,1373,266,1107
b,debt_gdp,.2983200073242188,8.685647,1373,267,1106
b,debt_gdp,.2983499908447266,8.6856499,1373,268,1105
b,debt_gdp,.2988599967956543,8.6857023,1373,269,1104
b,debt_gdp,.3002499961853027,8.6858349,1373,269,1104
b,debt_gdp,.3016399955749512,8.6859608,1373,271,1102
b,debt_gdp,.3016600036621094,8.6859617,1373,272,1101
b,debt_gdp,.3024799919128418,8.6860228,1373,273,1100
b,debt_gdp,.3025200080871582,8.6860256,1373,274,1099
b,debt_gdp,.3033300018310547,8.6860809,1373,275,1098
b,debt_gdp,.3037299919128418,8.6861095,1373,276,1097
b,debt_gdp,.3042300033569336,8.6861439,1373,277,1096
b,debt_gdp,.305629997253418,8.6862392,1373,278,1095
b,debt_gdp,.3057399940490723,8.6862469,1373,279,1094
b,debt_gdp,.3072400093078613,8.6863422,1373,279,1094
b,debt_gdp,.3073299980163574,8.686348,1373,281,1092
b,debt_gdp,.3081599998474121,8.6864023,1373,282,1091
b,debt_gdp,.3088999938964844,8.6864471,1373,283,1090
b,debt_gdp,.3104500007629394,8.6865301,1373,283,1090
b,debt_gdp,.3112199974060059,8.6865721,1373,285,1088
b,debt_gdp,.3118499946594238,8.6866045,1373,286,1087
b,debt_gdp,.3119499969482422,8.6866093,1373,287,1086
b,debt_gdp,.3133300018310547,8.6866789,1373,288,1085
b,debt_gdp,.3151399993896484,8.6867733,1373,288,1085
b,debt_gdp,.3153199958801269,8.6867828,1373,289,1084
b,debt_gdp,.3167799949645996,8.6868582,1373,290,1083
b,debt_gdp,.3170000076293945,8.6868668,1373,292,1081
b,debt_gdp,.3180100059509277,8.6869078,1373,293,1080
b,debt_gdp,.3181900024414063,8.6869154,1373,294,1079
b,debt_gdp,.3195100021362305,8.6869783,1373,295,1078
b,debt_gdp,.3220999908447266,8.6870947,1373,296,1077
b,debt_gdp,.3238000106811523,8.687171,1373,296,1077
b,debt_gdp,.3238199996948242,8.6871719,1373,298,1075
b,debt_gdp,.3251800155639649,8.6872387,1373,299,1074
b,debt_gdp,.325629997253418,8.6872625,1373,300,1073
b,debt_gdp,.3259700012207031,8.6872816,1373,300,1073
b,debt_gdp,.3266299819946289,8.6873188,1373,302,1071
b,debt_gdp,.3276900100708008,8.687376,1373,303,1070
b,debt_gdp,.330099983215332,8.6874981,1373,304,1069
b,debt_gdp,.3318399810791016,8.6875782,1373,305,1068
b,debt_gdp,.3319100189208984,8.6875811,1373,305,1068
b,debt_gdp,.3320000076293945,8.6875858,1373,307,1066
b,debt_gdp,.3334299850463867,8.6876583,1373,309,1064
b,debt_gdp,.3336000061035156,8.6876659,1373,309,1064
b,debt_gdp,.3343000030517578,8.6876917,1373,310,1063
b,debt_gdp,.335359992980957,8.6877308,1373,311,1062
b,debt_gdp,.3356100082397461,8.6877403,1373,313,1060
b,debt_gdp,.3357799911499024,8.687748,1373,314,1059
b,debt_gdp,.3363600158691406,8.687767,1373,315,1058
b,debt_gdp,.3378200149536133,8.6878099,1373,316,1057
b,debt_gdp,.3382500076293946,8.6878195,1373,317,1056
b,debt_gdp,.3385699844360351,8.6878271,1373,317,1056
b,debt_gdp,.3386999893188476,8.6878319,1373,318,1055
b,debt_gdp,.3389300155639648,8.6878395,1373,319,1054
b,debt_gdp,.3390599822998047,8.6878443,1373,321,1052
b,debt_gdp,.3396699905395508,8.6878624,1373,322,1051
b,debt_gdp,.3398199844360352,8.6878672,1373,323,1050
b,debt_gdp,.3398500061035156,8.6878681,1373,324,1049
b,debt_gdp,.3404100036621094,8.6878824,1373,325,1048
b,debt_gdp,.3416500091552734,8.687932,1373,325,1048
b,debt_gdp,.3418199920654297,8.6879377,1373,327,1046
b,debt_gdp,.3419499969482422,8.6879425,1373,328,1045
b,debt_gdp,.3425400161743164,8.6879597,1373,329,1044
b,debt_gdp,.3436299896240234,8.6879902,1373,330,1043
b,debt_gdp,.3450899887084961,8.6880322,1373,331,1042
b,debt_gdp,.3455899810791015,8.6880474,1373,331,1042
b,debt_gdp,.3468099975585938,8.6880827,1373,333,1040
b,debt_gdp,.3474200057983399,8.688098,1373,334,1039
b,debt_gdp,.3477299880981445,8.6881056,1373,334,1039
b,debt_gdp,.3482400131225586,8.6881151,1373,336,1037
b,debt_gdp,.3494100189208985,8.6881294,1373,337,1036
b,debt_gdp,.3494599914550781,8.6881294,1373,338,1035
b,debt_gdp,.3498500061035156,8.6881332,1373,338,1035
b,debt_gdp,.3498899841308594,8.6881342,1373,340,1033
b,debt_gdp,.3501800155639648,8.6881361,1373,340,1033
b,debt_gdp,.3533200073242188,8.6881647,1373,342,1031
b,debt_gdp,.3533700180053711,8.6881657,1373,343,1030
b,debt_gdp,.353390007019043,8.6881657,1373,344,1029
b,debt_gdp,.3538700103759765,8.6881704,1373,344,1029
b,debt_gdp,.3543399810791016,8.6881742,1373,346,1027
b,debt_gdp,.3552899932861328,8.688179,1373,347,1026
b,debt_gdp,.3553900146484375,8.68818,1373,348,1025
b,debt_gdp,.3555799865722656,8.6881819,1373,348,1025
b,debt_gdp,.3559099960327148,8.6881866,1373,349,1024
b,debt_gdp,.3561399841308594,8.6881905,1373,351,1022
b,debt_gdp,.3567100143432617,8.688199,1373,352,1021
b,debt_gdp,.356870002746582,8.688201,1373,352,1021
b,debt_gdp,.3569800186157226,8.6882029,1373,353,1020
b,debt_gdp,.3577700042724609,8.6882124,1373,355,1018
b,debt_gdp,.3578300094604492,8.6882133,1373,355,1018
b,debt_gdp,.357869987487793,8.6882133,1373,357,1016
b,debt_gdp,.3584799957275391,8.6882172,1373,358,1015
b,debt_gdp,.3596099853515625,8.6882248,1373,359,1014
b,debt_gdp,.3596900177001953,8.6882248,1373,360,1013
b,debt_gdp,.3598500061035156,8.6882257,1373,360,1013
b,debt_gdp,.3600699996948242,8.6882267,1373,362,1011
b,debt_gdp,.3616699981689453,8.6882324,1373,363,1010
b,debt_gdp,.3616999816894531,8.6882334,1373,364,1009
b,debt_gdp,.3618500137329101,8.6882334,1373,364,1009
b,debt_gdp,.3623199844360351,8.6882353,1373,365,1008
b,debt_gdp,.3627500152587891,8.6882353,1373,367,1006
b,debt_gdp,.3640700149536133,8.6882401,1373,368,1005
b,debt_gdp,.364119987487793,8.688241,1373,369,1004
b,debt_gdp,.3641799926757813,8.688241,1373,370,1003
b,debt_gdp,.364379997253418,8.6882401,1373,371,1002
b,debt_gdp,.3644800186157227,8.6882401,1373,372,1001
b,debt_gdp,.3645299911499024,8.6882401,1373,373,1000
b,debt_gdp,.3649700164794922,8.6882401,1373,374,999
b,debt_gdp,.3658499908447266,8.6882353,1373,375,998
b,debt_gdp,.365880012512207,8.6882353,1373,375,998
b,debt_gdp,.3664199829101563,8.6882343,1373,377,996
b,debt_gdp,.3665599822998047,8.6882343,1373,378,995
b,debt_gdp,.3669499969482422,8.6882334,1373,379,994
b,debt_gdp,.3670000076293946,8.6882324,1373,380,993
b,debt_gdp,.3670500183105469,8.6882324,1373,381,992
b,debt_gdp,.3676699829101562,8.6882305,1373,381,992
b,debt_gdp,.3684099960327148,8.6882315,1373,382,991
b,debt_gdp,.3688299942016602,8.6882324,1373,384,989
b,debt_gdp,.369119987487793,8.6882353,1373,385,988
b,debt_gdp,.3697299957275391,8.688241,1373,386,987
b,debt_gdp,.3702399826049805,8.6882486,1373,387,986
b,debt_gdp,.370369987487793,8.6882505,1373,388,985
b,debt_gdp,.3704399871826172,8.6882515,1373,389,984
b,debt_gdp,.3706600189208984,8.6882563,1373,389,984
b,debt_gdp,.3708499908447266,8.6882601,1373,391,982
b,debt_gdp,.3710699844360352,8.6882648,1373,392,981
b,debt_gdp,.3713100051879883,8.6882696,1373,393,980
b,debt_gdp,.3714699935913086,8.6882734,1373,394,979
b,debt_gdp,.372869987487793,8.6883039,1373,395,978
b,debt_gdp,.3731499862670898,8.6883106,1373,395,978
b,debt_gdp,.3732199859619141,8.6883116,1373,397,976
b,debt_gdp,.3737599945068359,8.688323,1373,397,976
b,debt_gdp,.3740800094604492,8.6883287,1373,399,974
b,debt_gdp,.374119987487793,8.6883297,1373,400,973
b,debt_gdp,.3747100067138672,8.6883421,1373,401,972
b,debt_gdp,.3754899978637695,8.6883583,1373,402,971
b,debt_gdp,.3757500076293945,8.6883602,1373,402,971
b,debt_gdp,.3757699966430664,8.6883612,1373,403,970
b,debt_gdp,.3759199905395508,8.6883621,1373,405,968
b,debt_gdp,.3761600112915039,8.6883659,1373,406,967
b,debt_gdp,.3768099975585937,8.6883745,1373,406,967
b,debt_gdp,.3770500183105469,8.6883774,1373,408,965
b,debt_gdp,.3784400177001953,8.6883955,1373,409,964
b,debt_gdp,.3785400009155274,8.6883974,1373,410,963
b,debt_gdp,.37875,8.6884003,1373,411,962
b,debt_gdp,.3792900085449219,8.688406,1373,412,961
b,debt_gdp,.3794400024414062,8.6884079,1373,412,961
b,debt_gdp,.379739990234375,8.6884089,1373,414,959
b,debt_gdp,.3798799896240234,8.6884098,1373,415,958
b,debt_gdp,.3799200057983398,8.6884098,1373,415,958
b,debt_gdp,.3800500106811524,8.6884117,1373,417,956
b,debt_gdp,.3801100158691406,8.6884127,1373,418,955
b,debt_gdp,.3804499816894531,8.6884146,1373,419,954
b,debt_gdp,.3806499862670898,8.6884155,1373,419,954
b,debt_gdp,.3806800079345703,8.6884155,1373,421,952
b,debt_gdp,.3812099838256836,8.6884146,1373,422,951
b,debt_gdp,.3813000106811523,8.6884136,1373,423,950
b,debt_gdp,.3816600036621094,8.6884089,1373,424,949
b,debt_gdp,.3829700088500976,8.6883888,1373,424,949
b,debt_gdp,.3833000183105469,8.6883831,1373,426,947
b,debt_gdp,.3833499908447265,8.6883821,1373,426,947
b,debt_gdp,.3838199996948242,8.6883707,1373,428,945
b,debt_gdp,.3840900039672852,8.688364,1373,429,944
b,debt_gdp,.3845500183105469,8.6883516,1373,430,943
b,debt_gdp,.3849800109863281,8.6883411,1373,431,942
b,debt_gdp,.3853200149536133,8.6883326,1373,432,941
b,debt_gdp,.3853900146484375,8.6883307,1373,433,940
b,debt_gdp,.3860300064086914,8.6883116,1373,434,939
b,debt_gdp,.3860699844360351,8.6883097,1373,434,939
b,debt_gdp,.3861999893188476,8.6883059,1373,435,938
b,debt_gdp,.3883100128173828,8.6882324,1373,437,936
b,debt_gdp,.3884299850463867,8.6882277,1373,438,935
b,debt_gdp,.3885900115966797,8.688221,1373,439,934
b,debt_gdp,.3890599822998047,8.6882029,1373,440,933
b,debt_gdp,.3890999984741211,8.688201,1373,441,932
b,debt_gdp,.3891999816894531,8.6881971,1373,441,932
b,debt_gdp,.3896200180053711,8.6881819,1373,443,930
b,debt_gdp,.3900600051879883,8.6881628,1373,444,929
b,debt_gdp,.3901900100708008,8.6881561,1373,445,928
b,debt_gdp,.3911600112915039,8.688098,1373,446,927
b,debt_gdp,.3911999893188476,8.688096,1373,446,927
b,debt_gdp,.39125,8.6880922,1373,448,925
b,debt_gdp,.3914400100708008,8.6880808,1373,449,924
b,debt_gdp,.3917699813842773,8.6880589,1373,450,923
b,debt_gdp,.3918899917602539,8.6880512,1373,451,922
b,debt_gdp,.3923699951171875,8.6880178,1373,452,921
b,debt_gdp,.3926200103759765,8.6879997,1373,452,921
b,debt_gdp,.3930799865722656,8.6879654,1373,454,919
b,debt_gdp,.3934799957275391,8.6879368,1373,455,918
b,debt_gdp,.3935400009155273,8.687933,1373,456,917
b,debt_gdp,.3936000061035156,8.6879282,1373,456,917
b,debt_gdp,.3936100006103516,8.6879282,1373,458,915
b,debt_gdp,.3940200042724609,8.6878986,1373,459,914
b,debt_gdp,.3946900177001953,8.6878519,1373,460,913
b,debt_gdp,.3953200149536133,8.6878042,1373,461,912
b,debt_gdp,.3954800033569336,8.6877918,1373,462,911
b,debt_gdp,.3960900115966797,8.6877451,1373,463,910
b,debt_gdp,.3962799835205078,8.6877308,1373,464,909
b,debt_gdp,.396619987487793,8.6877031,1373,465,908
b,debt_gdp,.3966600036621094,8.6876993,1373,466,907
b,debt_gdp,.396879997253418,8.6876812,1373,467,906
b,debt_gdp,.3970800018310547,8.687664,1373,468,905
b,debt_gdp,.3972999954223633,8.687645,1373,469,904
b,debt_gdp,.3974200057983399,8.6876335,1373,470,903
b,debt_gdp,.3974700164794922,8.6876297,1373,471,902
b,debt_gdp,.3975600051879883,8.6876221,1373,472,901
b,debt_gdp,.3980099868774414,8.6875849,1373,473,900
b,debt_gdp,.3983100128173828,8.6875582,1373,474,899
b,debt_gdp,.3986600112915039,8.6875267,1373,475,898
b,debt_gdp,.3986999893188476,8.6875229,1373,475,898
b,debt_gdp,.3990800094604492,8.6874866,1373,477,896
b,debt_gdp,.3993399810791016,8.6874619,1373,478,895
b,debt_gdp,.3995899963378906,8.6874342,1373,479,894
b,debt_gdp,.4012099838256836,8.6872559,1373,480,893
b,debt_gdp,.4012900161743164,8.6872473,1373,481,892
b,debt_gdp,.4015299987792968,8.6872215,1373,481,892
b,debt_gdp,.4015499877929687,8.6872196,1373,482,891
b,debt_gdp,.4029899978637695,8.6870537,1373,483,890
b,debt_gdp,.4030199813842774,8.6870499,1373,485,888
b,debt_gdp,.4035599899291992,8.6869869,1373,486,887
b,debt_gdp,.4043600082397461,8.6868935,1373,487,886
b,debt_gdp,.4045500183105469,8.6868706,1373,488,885
b,debt_gdp,.4045999908447266,8.6868649,1373,489,884
b,debt_gdp,.404739990234375,8.6868496,1373,490,883
b,debt_gdp,.4060499954223633,8.6866999,1373,491,882
b,debt_gdp,.4065399932861328,8.6866398,1373,491,882
b,debt_gdp,.4069200134277344,8.6865959,1373,493,880
b,debt_gdp,.4069900131225586,8.6865873,1373,494,879
b,debt_gdp,.407239990234375,8.6865587,1373,495,878
b,debt_gdp,.4075500106811523,8.6865225,1373,496,877
b,debt_gdp,.4077799987792969,8.6864958,1373,497,876
b,debt_gdp,.4078200149536133,8.686491,1373,498,875
b,debt_gdp,.4078900146484375,8.6864843,1373,499,874
b,debt_gdp,.4081499862670899,8.6864576,1373,500,873
b,debt_gdp,.4086899948120117,8.6864052,1373,500,873
b,debt_gdp,.4089699935913086,8.6863766,1373,502,871
b,debt_gdp,.409010009765625,8.6863728,1373,503,870
b,debt_gdp,.4090299987792969,8.6863699,1373,504,869
b,debt_gdp,.4099300003051758,8.6862726,1373,505,868
b,debt_gdp,.4103900146484375,8.6862183,1373,506,867
b,debt_gdp,.410629997253418,8.6861906,1373,507,866
b,debt_gdp,.4108100128173828,8.6861715,1373,507,866
b,debt_gdp,.4109500122070313,8.6861563,1373,509,864
b,debt_gdp,.4113999938964844,8.6861095,1373,510,863
b,debt_gdp,.4116699981689453,8.6860819,1373,510,863
b,debt_gdp,.4118399810791016,8.6860647,1373,512,861
b,debt_gdp,.4122200012207031,8.6860218,1373,513,860
b,debt_gdp,.4123699951171875,8.6860046,1373,514,859
b,debt_gdp,.4124399948120117,8.685997,1373,515,858
b,debt_gdp,.412760009765625,8.6859617,1373,516,857
b,debt_gdp,.4128099822998047,8.685956,1373,517,856
b,debt_gdp,.4131900024414062,8.6859159,1373,517,856
b,debt_gdp,.4139300155639649,8.6858339,1373,519,854
b,debt_gdp,.4141299819946289,8.685812,1373,520,853
b,debt_gdp,.4142599868774414,8.6857977,1373,521,852
b,debt_gdp,.4143999862670898,8.6857843,1373,521,852
b,debt_gdp,.4148199844360352,8.6857433,1373,523,850
b,debt_gdp,.4153400039672852,8.6856937,1373,524,849
b,debt_gdp,.4154600143432617,8.6856823,1373,524,849
