country_name,iso3,year,vulnerability100,readiness100,debt_gdp,b_it_theta,country_id,mA_hat,spread_saving_component,TA_hat,theta_hat_A,interest_revenue,bmA_hat,theta_recomputed_debt_gdp,theta_reconstruction_diff,b_it_mapping_diff,b_outcome,b_outcome_year,A_outcome,A_outcome_year,debt_ns_missing_count,ready_ns_missing_count,sample_debt_ns,sample_ready_ns,debt_hinge_low_ns,debt_hinge_high_ns,debt_kink_low,debt_kink_high,ready_debt_hinge_low_ns,ready_debt_hinge_high_ns,ready_debt_kink_low,ready_debt_kink_high
Australia,AUS,2008,.3265549468994141,.6924519348144531,.1170899963378906,.1170899963378906,AUS,-.0132813335888519,-.001555111301281,-.0430713002953928,-.0446264115966738,-.000914886072278,-.001555111301281,-.0446264115966738,0,0,.0857900047302246,2010,.6840602111816406,2009,0,0,1,1,.1213079755116323,0,.0839999423514541,0,.1213079755116323,0,-.0001109829772518,0
Australia,AUS,2009,.3268610382080078,.6840602111816406,.1656599998474121,.1656599998474121,AUS,-.0020586482426133,-.0003410356675572,-.0429945355233417,-.0433355711908989,.0011487650871277,-.0003410356675572,-.0433355711908989,0,0,.0739599990844726,2011,.6909468841552734,2010,0,0,1,1,.1200171351058574,0,.0820989467859283,0,.1200171351058574,0,.0001378714946667,0
Australia,AUS,2010,.3265001678466797,.6909468841552734,.2028800010681152,.2028800010681152,AUS,.0065885416093713,.0013366833287466,-.0430850383577888,-.0417483550290422,.0073728650808334,.0013366833287466,-.0417483550290422,0,0,.0713199996948242,2012,.6945819854736328,2011,0,0,1,1,.1184299189440007,0,.0818287834851189,0,.1184299189440007,0,.0008731678139082,0
Australia,AUS,2011,.3265813446044922,.6945819854736328,.2396199989318848,.2396199989318848,AUS,.0150896450541873,.0036157807317669,-.0430646800034861,-.0394488992717192,.0138893270492554,.0036157807317669,-.0394488992717192,0,0,.0637100028991699,2013,.6979860687255859,2012,0,0,1,1,.1161304631866777,0,.0806621276941753,0,.1161304631866777,0,.0016129739835813,0
Australia,AUS,2012,.3276515579223633,.6979860687255859,.2742000007629394,.2742000007629394,AUS,.0230124119724247,.0063100033803959,-.0427962807412861,-.0364862773608901,.0194945406913757,.0063100033803959,-.0364862773608901,0,0,.0647300148010254,2014,.7084961700439453,2013,0,0,1,1,.1131678412758486,0,.0789895766382907,0,.1131678412758486,0,.0022061550867072,0
Australia,AUS,2013,.3267119979858398,.7084961700439453,.3033300018310547,.3033300018310547,AUS,.0298320163934556,.0090489455872509,-.0430319133853063,-.0339829677980553,.0219707846641541,.0090489455872509,-.0339829677980553,0,0,.0724200057983398,2015,.7096913146972657,2014,0,0,1,1,.1106645317130138,0,.078405396878377,0,.1106645317130138,0,.0024313865962261,0
Australia,AUS,2014,.3264526748657227,.7096913146972657,.3389300155639648,.3389300155639648,AUS,.0380960560238772,.0129118968610984,-.0430969491430834,-.030185052281985,.0248166942596436,.0129118968610984,-.030185052281985,0,0,.0656699752807617,2016,.7059880065917968,2015,0,0,1,1,.1068666161969435,0,.0758423093460569,0,.1068666161969435,0,.0026520761407222,0
Australia,AUS,2015,.3271173095703125,.7059880065917968,.3757500076293945,.3757500076293945,AUS,.0465695699102007,.0174985162490555,-.0429302651172302,-.0254317488681746,.0265594959259033,.0174985162490555,-.0254317488681746,0,0,.034640007019043,2017,.7049276733398437,2016,0,0,1,1,.1021133127831332,0,.0720907741382488,0,.1021133127831332,0,.0027120781148441,0
Australia,AUS,2016,.3279792785644531,.7049276733398437,.4045999908447266,.4045999908447266,AUS,.0531819512827808,.0215174170021178,-.0427140915393056,-.0211966745371878,.0258846569061279,.0215174170021178,-.0211966745371878,0,0,.0113800048828125,2018,.6910182952880859,2017,0,0,1,1,.0978782384521463,0,.0689970789026739,0,.0978782384521463,0,.00253354462091,0
Australia,AUS,2017,.3276167678833008,.6910182952880859,.4103900146484375,.4103900146484375,AUS,.0545513407010908,.0223873255094126,-.0428050057502729,-.0204176802408604,.0248239135742187,.0223873255094126,-.0204176802408604,0,0,.0548999786376953,2019,.6957149505615234,2018,0,0,1,1,.0970992441558189,0,.0670973541703156,0,.0970992441558189,0,.002410383245046,0
