theta,cutoff,branch,marginal_effect,se,ci_low,ci_high,critical
-.0576740259154148,.013026949902446,low,-.1801501134652532,.0572708620132308,-.2925052644507565,-.0677949624797499,1.96182049712377
-.0543377976825014,.013026949902446,low,-.1716492138984114,.0545683722022831,-.2787025649795293,-.0645958628172935,1.96182049712377
-.0510015694495879,.013026949902446,low,-.1631483143315697,.0518658823913353,-.2648998655083021,-.0613967631548372,1.96182049712377
-.0476653412166744,.013026949902446,low,-.1546474147647279,.0491633925803876,-.2510971660370749,-.0581976634923809,1.96182049712377
-.044329112983761,.013026949902446,low,-.1461465151978862,.0464609027694398,-.2372944665658478,-.0549985638299246,1.96182049712377
-.0409928847508475,.013026949902446,low,-.1376456156310444,.0437584129584921,-.2234917670946205,-.0517994641674683,1.96182049712377
-.037656656517934,.013026949902446,low,-.1291447160642027,.0410559231475443,-.2096890676233934,-.048600364505012,1.96182049712377
-.0343204282850205,.013026949902446,low,-.1206438164973609,.0383534333365966,-.1958863681521661,-.0454012648425556,1.96182049712377
-.0309842000521071,.013026949902446,low,-.1121429169305191,.0356509435256488,-.1820836686809389,-.0422021651800993,1.96182049712377
-.0276479718191936,.013026949902446,low,-.1036420173636774,.0329484537147011,-.1682809692097118,-.039003065517643,1.96182049712377
-.0243117435862801,.013026949902446,low,-.0951411177968356,.0302459639037533,-.1544782697384845,-.0358039658551867,1.96182049712377
-.0209755153533667,.013026949902446,low,-.0866402182299939,.0275434740928056,-.1406755702672574,-.0326048661927304,1.96182049712377
-.0176392871204532,.013026949902446,low,-.0781393186631521,.0248409842818578,-.1268728707960302,-.029405766530274,1.96182049712377
-.0143030588875397,.013026949902446,low,-.0696384190963103,.0221384944709101,-.113070171324803,-.0262066668678177,1.96182049712377
-.0109668306546263,.013026949902446,low,-.0611375195294686,.0194360046599623,-.0992674718535757,-.0230075672053614,1.96182049712377
-.0076306024217128,.013026949902446,low,-.0526366199626268,.0167335148490146,-.0854647723823486,-.0198084675429051,1.96182049712377
-.0042943741887993,.013026949902446,low,-.0441357203957851,.0140310250380668,-.0716620729111214,-.0166093678804488,1.96182049712377
-.0009581459558859,.013026949902446,low,-.0356348208289433,.0113285352271191,-.0578593734398942,-.0134102682179925,1.96182049712377
.0023780822770276,.013026949902446,low,-.0271339212621016,.0086260454161713,-.044056673968667,-.0102111685555361,1.96182049712377
.0057143105099411,.013026949902446,low,-.0186330216952598,.0059235556052236,-.0302539744974398,-.0070120688930798,1.96182049712377
.0090505387428546,.013026949902446,low,-.010132122128418,.0032210657942758,-.0164512750262126,-.0038129692306235,1.96182049712377
.012386766975768,.013026949902446,low,-.0016312225615763,.0005185759833281,-.0026485755549854,-.0006138695681672,1.96182049712377
.013026949902446,.013026949902446,cutoff,0,0,0,0,1.96182049712377
.0157229952086815,.013026949902446,high,.000726373964282,.0005519063728519,-.0003563672704721,.0018091151990361,1.96182049712377
.019059223441595,.013026949902446,high,.0016252273039073,.0012348643404999,-.0007973548704526,.0040478094782671,1.96182049712377
.0223954516745084,.013026949902446,high,.0025240806435326,.0019178223081478,-.001238342470433,.0062865037574982,1.96182049712377
.0257316799074219,.013026949902446,high,.0034229339831579,.0026007802757958,-.0016793300704135,.0085251980367292,1.96182049712377
.0290679081403354,.013026949902446,high,.0043217873227832,.0032837382434437,-.0021203176703939,.0107638923159602,1.96182049712377
.0324041363732488,.013026949902446,high,.0052206406624084,.0039666962110917,-.0025613052703744,.0130025865951912,1.96182049712377
.0357403646061623,.013026949902446,high,.0061194940020337,.0046496541787396,-.0030022928703548,.0152412808744223,1.96182049712377
.0390765928390758,.013026949902446,high,.007018347341659,.0053326121463876,-.0034432804703353,.0174799751536533,1.96182049712377
.0424128210719893,.013026949902446,high,.0079172006812843,.0060155701140355,-.0038842680703157,.0197186694328843,1.96182049712377
.0457490493049027,.013026949902446,high,.0088160540209096,.0066985280816835,-.0043252556702962,.0219573637121154,1.96182049712377
.0490852775378162,.013026949902446,high,.0097149073605349,.0073814860493314,-.0047662432702766,.0241960579913464,1.96182049712377
.0524215057707297,.013026949902446,high,.0106137607001602,.0080644440169794,-.0052072308702571,.0264347522705774,1.96182049712377
.0557577340036431,.013026949902446,high,.0115126140397855,.0087474019846273,-.0056482184702375,.0286734465498085,1.96182049712377
.0590939622365566,.013026949902446,high,.0124114673794108,.0094303599522753,-.006089206070218,.0309121408290395,1.96182049712377
.0624301904694701,.013026949902446,high,.0133103207190361,.0101133179199232,-.0065301936701984,.0331508351082705,1.96182049712377
.0657664187023836,.013026949902446,high,.0142091740586613,.0107962758875712,-.0069711812701789,.0353895293875016,1.96182049712377
.069102646935297,.013026949902446,high,.0151080273982866,.0114792338552191,-.0074121688701593,.0376282236667326,1.96182049712377
