country_name,iso3,year,vulnerability100,debt_gdp,b_it_theta,country_id,mA_hat,spread_saving_component,TA_hat,theta_hat_A,theta_recomputed_debt_gdp,theta_reconstruction_diff,b_it_mapping_diff,b_outcome,b_outcome_year,A_outcome,A_outcome_year,debt_missing_count,ready_missing_count,sample_debt,sample_ready,duplicate_key,debt_hinge_low,debt_hinge_high,debt_kink_low,debt_kink_high,ready_hinge_low,ready_hinge_high,ready_kink_low,ready_kink_high,ready_debt_hinge_low,ready_debt_hinge_high,ready_debt_kink_low,ready_debt_kink_high
Singapore,SGP,1997,.3933993148803711,.7078700256347656,.7078700256347656,SGP,.0892980337975142,.0632114014733806,-.020758701138367,.0424527003350136,.0424527003350136,0,0,.1453299713134766,1999,.5861548233032227,1998,0,1,1,0,0,0,.0212090826239463,0,.0123820956723382,,,,,,,,
Singapore,SGP,1998,.3929432678222656,.8464600372314454,.8464600372314454,SGP,.1155959912595224,.0978473870653412,-.0208518960128953,.0769954910524458,.0769954910524458,0,0,-.0239000701904297,2000,.5995134735107421,1999,0,1,1,0,0,0,.0557518733413785,0,.0326792294672394,,,,,,,,
Singapore,SGP,1999,.3965696716308594,.8531999969482422,.8531999969482422,SGP,.1169701277009438,.0997989125974808,-.0201108272088667,.0796880853886141,.0796880853886141,0,0,.091510009765625,2001,.6254761505126953,2000,0,1,1,0,0,0,.0584444676775468,0,.0350382458248524,,,,,,,,
Singapore,SGP,2000,.3998944854736328,.8225599670410156,.8225599670410156,SGP,.1112401963422425,.0915017322369111,-.0194313894109461,.072070342825965,.072070342825965,0,0,.1405400085449219,2002,.6283778762817382,2001,0,1,1,0,0,0,.0508267251148977,0,.0317909043680331,,,,,,,,
Singapore,SGP,2001,.4034708404541016,.9447100067138672,.9447100067138672,SGP,.1345224177567405,.1270846741821359,-.0187005482669243,.1083841259152116,.1083841259152116,0,0,.0465999603271484,2003,.6444806671142578,2002,0,1,1,0,0,0,.0871405082041443,0,.0547571674834316,,,,,,,,
Singapore,SGP,2002,.4071836090087891,.9630999755859375,.9630999755859375,SGP,.1381104395823627,.1330141609899366,-.0179418305130059,.1150723304769307,.1150723304769307,0,0,-.0061899566650391,2004,.6429927825927735,2003,0,1,1,0,0,0,.0938287127658634,0,.0604707913978157,,,,,,,,
Singapore,SGP,2003,.4057671737670898,.9913099670410156,.9913099670410156,SGP,.1434288501355208,.1421824487005739,-.0182312842048597,.1239511644957142,.1239511644957142,0,0,-.064679946899414,2005,.6542408752441407,2004,0,1,1,0,0,0,.1027075467846469,0,.0660402113003376,,,,,,,,
Singapore,SGP,2004,.4046827697753906,.9569100189208984,.9569100189208984,SGP,.136870085467495,.1309723560744056,-.0184528861034977,.112519469970908,.112519469970908,0,0,-.0916699981689453,2006,.6528996276855469,2005,0,1,1,0,0,0,.0912758522598407,0,.059716393471133,,,,,,,,
Singapore,SGP,2005,.4032405090332031,.9266300201416016,.9266300201416016,SGP,.131084112119264,.1214664734533176,-.0187476173302787,.1027188561230389,.1027188561230389,0,0,-.048740005493164,2007,.7114139556884765,2006,0,1,1,0,0,0,.0814752384119716,0,.0531951528247674,,,,,,,,
Singapore,SGP,2006,.4044255828857422,.8652400207519532,.8652400207519532,SGP,.1194607886715311,.1033622552692002,-.0185054431795387,.0848568120896616,.0848568120896616,0,0,.1132899475097656,2008,.7267100524902343,2007,0,1,1,0,0,0,.0636131943785943,0,.0452553142468557,,,,,,,,
Singapore,SGP,2007,.4030198669433594,.8778900146484375,.8778900146484375,SGP,.1218255769008846,.1069494574900719,-.0187927063436013,.0881567511464706,.0881567511464706,0,0,.139000015258789,2009,.736235122680664,2008,0,1,1,0,0,0,.0669131334354033,0,.048626446711128,,,,,,,,
Singapore,SGP,2008,.4033753585815429,.9785299682617188,.9785299682617188,SGP,.1409402906041738,.1379142980916996,-.0187200603347574,.1191942377569422,.1191942377569422,0,0,.0082100677490234,2010,.7194818115234375,2009,0,1,1,0,0,0,.0979506200458749,0,.0721146867661218,,,,,,,,
Singapore,SGP,2009,.4008405303955078,1.016890029907227,1.016890029907227,SGP,.1481564024308858,.1506587684988906,-.0192380616913056,.131420706807585,.131420706807585,0,0,.0144099426269531,2011,.7499860382080078,2010,0,1,1,0,0,0,.1101770890965177,0,.0792704116515417,,,,,,,,
Singapore,SGP,2010,.4010114288330078,.9867400360107422,.9867400360107422,SGP,.1424372022666333,.1405484900938471,-.0192031379742092,.1213453521196379,.1213453521196379,0,0,.0805099487304687,2012,.7644010162353516,2011,0,1,1,0,0,0,.1001017344085706,0,.0750749032068341,,,,,,,,
