equation,cutoff_source,rss_min_cutoff,rss,candidate_count,trim_low,trim_high,low_n,high_n,criterion_min,criterion_max
debt,debt_full,.0766815639149585,8.7912741,1098,-.035925891,.16013923,1077,296,-.058673277,1.4361562
