latitude,longitude,ISO_A3,NAM_0
-54.375,-72.1875,CHL,Chile
-54.375,-70.3125,CHL,Chile
-54.375,-68.4375,ARG,Argentina
-53.125,-74.0625,CHL,Chile
-53.125,-70.3125,CHL,Chile
-51.875,-72.1875,CHL,Chile
-51.875,-70.3125,ARG,Argentina
-50.625,-74.0625,CHL,Chile
-50.625,-72.1875,ARG,Argentina
-50.625,-70.3125,ARG,Argentina
-49.375,-72.1875,ARG,Argentina
-49.375,-70.3125,ARG,Argentina
-49.375,-68.4375,ARG,Argentina
-49.375,70.3125,ATF,French Southern and Antarctic Lands (Fr.)
-48.125,-74.0625,CHL,Chile
-48.125,-72.1875,ARG,Argentina
-48.125,-70.3125,ARG,Argentina
-48.125,-68.4375,ARG,Argentina
-48.125,-66.5625,ARG,Argentina
-46.875,-74.0625,CHL,Chile
-46.875,-72.1875,CHL,Chile
-46.875,-70.3125,ARG,Argentina
-46.875,-68.4375,ARG,Argentina
-46.875,167.8125,NZL,New Zealand
-45.625,-74.0625,CHL,Chile
-45.625,-72.1875,CHL,Chile
-45.625,-70.3125,ARG,Argentina
-45.625,-68.4375,ARG,Argentina
-45.625,167.8125,NZL,New Zealand
-45.625,169.6875,NZL,New Zealand
-44.375,-72.1875,CHL,Chile
-44.375,-70.3125,ARG,Argentina
-44.375,-68.4375,ARG,Argentina
-44.375,-66.5625,ARG,Argentina
-44.375,169.6875,NZL,New Zealand
-43.125,-74.0625,CHL,Chile
-43.125,-72.1875,CHL,Chile
-43.125,-70.3125,ARG,Argentina
-43.125,-68.4375,ARG,Argentina
-43.125,-66.5625,ARG,Argentina
-43.125,-64.6875,ARG,Argentina
-43.125,147.1875,AUS,Australia
-43.125,171.5625,NZL,New Zealand
-41.875,-72.1875,CHL,Chile
-41.875,-70.3125,ARG,Argentina
-41.875,-68.4375,ARG,Argentina
-41.875,-66.5625,ARG,Argentina
-41.875,145.3125,AUS,Australia
-41.875,147.1875,AUS,Australia
-41.875,171.5625,NZL,New Zealand
-41.875,173.4375,NZL,New Zealand
-40.625,-72.1875,CHL,Chile
-40.625,-70.3125,ARG,Argentina
-40.625,-68.4375,ARG,Argentina
-40.625,-66.5625,ARG,Argentina
-40.625,-64.6875,ARG,Argentina
-40.625,-62.8125,ARG,Argentina
-40.625,175.3125,NZL,New Zealand
-39.375,-72.1875,CHL,Chile
-39.375,-70.3125,ARG,Argentina
-39.375,-68.4375,ARG,Argentina
-39.375,-66.5625,ARG,Argentina
-39.375,-64.6875,ARG,Argentina
-39.375,-62.8125,ARG,Argentina
-39.375,175.3125,NZL,New Zealand
-38.125,-72.1875,CHL,Chile
-38.125,-70.3125,ARG,Argentina
-38.125,-68.4375,ARG,Argentina
-38.125,-66.5625,ARG,Argentina
-38.125,-64.6875,ARG,Argentina
-38.125,-62.8125,ARG,Argentina
-38.125,-60.9375,ARG,Argentina
-38.125,-59.0625,ARG,Argentina
-38.125,141.5625,AUS,Australia
-38.125,143.4375,AUS,Australia
-38.125,145.3125,AUS,Australia
-38.125,147.1875,AUS,Australia
-38.125,175.3125,NZL,New Zealand
-38.125,177.1875,NZL,New Zealand
-36.875,-72.1875,CHL,Chile
-36.875,-70.3125,ARG,Argentina
-36.875,-68.4375,ARG,Argentina
-36.875,-66.5625,ARG,Argentina
-36.875,-64.6875,ARG,Argentina
-36.875,-62.8125,ARG,Argentina
-36.875,-60.9375,ARG,Argentina
-36.875,-59.0625,ARG,Argentina
-36.875,-57.1875,ARG,Argentina
-36.875,141.5625,AUS,Australia
-36.875,143.4375,AUS,Australia
-36.875,145.3125,AUS,Australia
-36.875,147.1875,AUS,Australia
-36.875,149.0625,AUS,Australia
-35.625,-72.1875,CHL,Chile
-35.625,-70.3125,ARG,Argentina
-35.625,-68.4375,ARG,Argentina
-35.625,-66.5625,ARG,Argentina
-35.625,-64.6875,ARG,Argentina
-35.625,-62.8125,ARG,Argentina
-35.625,-60.9375,ARG,Argentina
-35.625,-59.0625,ARG,Argentina
-35.625,139.6875,AUS,Australia
-35.625,141.5625,AUS,Australia
-35.625,143.4375,AUS,Australia
-35.625,145.3125,AUS,Australia
-35.625,147.1875,AUS,Australia
-35.625,149.0625,AUS,Australia
-35.625,173.4375,NZL,New Zealand
-34.375,-70.3125,CHL,Chile
-34.375,-68.4375,ARG,Argentina
-34.375,-66.5625,ARG,Argentina
-34.375,-64.6875,ARG,Argentina
-34.375,-62.8125,ARG,Argentina
-34.375,-60.9375,ARG,Argentina
-34.375,-59.0625,ARG,Argentina
-34.375,-57.1875,URY,Uruguay
-34.375,-55.3125,URY,Uruguay
-34.375,19.6875,ZAF,South Africa
-34.375,117.1875,AUS,Australia
-34.375,119.0625,AUS,Australia
-34.375,135.9375,AUS,Australia
-34.375,137.8125,AUS,Australia
-34.375,139.6875,AUS,Australia
-34.375,141.5625,AUS,Australia
-34.375,143.4375,AUS,Australia
-34.375,145.3125,AUS,Australia
-34.375,147.1875,AUS,Australia
-34.375,149.0625,AUS,Australia
-33.125,-70.3125,CHL,Chile
-33.125,-68.4375,ARG,Argentina
-33.125,-66.5625,ARG,Argentina
-33.125,-64.6875,ARG,Argentina
-33.125,-62.8125,ARG,Argentina
-33.125,-60.9375,ARG,Argentina
-33.125,-59.0625,ARG,Argentina
-33.125,-57.1875,URY,Uruguay
-33.125,-55.3125,URY,Uruguay
-33.125,-53.4375,BRA,Brazil
-33.125,19.6875,ZAF,South Africa
-33.125,21.5625,ZAF,South Africa
-33.125,23.4375,ZAF,South Africa
-33.125,25.3125,ZAF,South Africa
-33.125,27.1875,ZAF,South Africa
-33.125,117.1875,AUS,Australia
-33.125,119.0625,AUS,Australia
-33.125,120.9375,AUS,Australia
-33.125,122.8125,AUS,Australia
-33.125,135.9375,AUS,Australia
-33.125,139.6875,AUS,Australia
-33.125,141.5625,AUS,Australia
-33.125,143.4375,AUS,Australia
-33.125,145.3125,AUS,Australia
-33.125,147.1875,AUS,Australia
-33.125,149.0625,AUS,Australia
-33.125,150.9375,AUS,Australia
-31.875,-70.3125,ARG,Argentina
-31.875,-68.4375,ARG,Argentina
-31.875,-66.5625,ARG,Argentina
-31.875,-64.6875,ARG,Argentina
-31.875,-62.8125,ARG,Argentina
-31.875,-60.9375,ARG,Argentina
-31.875,-59.0625,ARG,Argentina
-31.875,-57.1875,URY,Uruguay
-31.875,-55.3125,URY,Uruguay
-31.875,-53.4375,BRA,Brazil
-31.875,19.6875,ZAF,South Africa
-31.875,21.5625,ZAF,South Africa
-31.875,23.4375,ZAF,South Africa
-31.875,25.3125,ZAF,South Africa
-31.875,27.1875,ZAF,South Africa
-31.875,29.0625,ZAF,South Africa
-31.875,117.1875,AUS,Australia
-31.875,119.0625,AUS,Australia
-31.875,120.9375,AUS,Australia
-31.875,122.8125,AUS,Australia
-31.875,124.6875,AUS,Australia
-31.875,126.5625,AUS,Australia
-31.875,128.4375,AUS,Australia
-31.875,132.1875,AUS,Australia
-31.875,134.0625,AUS,Australia
-31.875,135.9375,AUS,Australia
-31.875,137.8125,AUS,Australia
-31.875,139.6875,AUS,Australia
-31.875,141.5625,AUS,Australia
-31.875,143.4375,AUS,Australia
-31.875,145.3125,AUS,Australia
-31.875,147.1875,AUS,Australia
-31.875,149.0625,AUS,Australia
-31.875,150.9375,AUS,Australia
-30.625,-70.3125,CHL,Chile
-30.625,-68.4375,ARG,Argentina
-30.625,-66.5625,ARG,Argentina
-30.625,-64.6875,ARG,Argentina
-30.625,-62.8125,ARG,Argentina
-30.625,-60.9375,ARG,Argentina
-30.625,-59.0625,ARG,Argentina
-30.625,-57.1875,URY,Uruguay
-30.625,-55.3125,BRA,Brazil
-30.625,-53.4375,BRA,Brazil
-30.625,-51.5625,BRA,Brazil
-30.625,17.8125,ZAF,South Africa
-30.625,19.6875,ZAF,South Africa
-30.625,21.5625,ZAF,South Africa
-30.625,23.4375,ZAF,South Africa
-30.625,25.3125,ZAF,South Africa
-30.625,27.1875,ZAF,South Africa
-30.625,29.0625,ZAF,South Africa
-30.625,115.3125,AUS,Australia
-30.625,117.1875,AUS,Australia
-30.625,119.0625,AUS,Australia
-30.625,120.9375,AUS,Australia
-30.625,122.8125,AUS,Australia
-30.625,124.6875,AUS,Australia
-30.625,126.5625,AUS,Australia
-30.625,128.4375,AUS,Australia
-30.625,130.3125,AUS,Australia
-30.625,132.1875,AUS,Australia
-30.625,134.0625,AUS,Australia
-30.625,135.9375,AUS,Australia
-30.625,137.8125,AUS,Australia
-30.625,139.6875,AUS,Australia
-30.625,141.5625,AUS,Australia
-30.625,143.4375,AUS,Australia
-30.625,145.3125,AUS,Australia
-30.625,147.1875,AUS,Australia
-30.625,149.0625,AUS,Australia
-30.625,150.9375,AUS,Australia
-30.625,152.8125,AUS,Australia
-29.375,-70.3125,CHL,Chile
-29.375,-68.4375,ARG,Argentina
-29.375,-66.5625,ARG,Argentina
-29.375,-64.6875,ARG,Argentina
-29.375,-62.8125,ARG,Argentina
-29.375,-60.9375,ARG,Argentina
-29.375,-59.0625,ARG,Argentina
-29.375,-57.1875,ARG,Argentina
-29.375,-55.3125,BRA,Brazil
-29.375,-53.4375,BRA,Brazil
-29.375,-51.5625,BRA,Brazil
-29.375,17.8125,ZAF,South Africa
-29.375,19.6875,ZAF,South Africa
-29.375,21.5625,ZAF,South Africa
-29.375,23.4375,ZAF,South Africa
-29.375,25.3125,ZAF,South Africa
-29.375,27.1875,ZAF,South Africa
-29.375,29.0625,LSO,Lesotho
-29.375,30.9375,ZAF,South Africa
-29.375,115.3125,AUS,Australia
-29.375,117.1875,AUS,Australia
-29.375,119.0625,AUS,Australia
-29.375,120.9375,AUS,Australia
-29.375,122.8125,AUS,Australia
-29.375,124.6875,AUS,Australia
-29.375,126.5625,AUS,Australia
-29.375,128.4375,AUS,Australia
-29.375,130.3125,AUS,Australia
-29.375,132.1875,AUS,Australia
-29.375,134.0625,AUS,Australia
-29.375,135.9375,AUS,Australia
-29.375,137.8125,AUS,Australia
-29.375,139.6875,AUS,Australia
-29.375,141.5625,AUS,Australia
-29.375,143.4375,AUS,Australia
-29.375,145.3125,AUS,Australia
-29.375,147.1875,AUS,Australia
-29.375,149.0625,AUS,Australia
-29.375,150.9375,AUS,Australia
-29.375,152.8125,AUS,Australia
-28.125,-70.3125,CHL,Chile
-28.125,-68.4375,ARG,Argentina
-28.125,-66.5625,ARG,Argentina
-28.125,-64.6875,ARG,Argentina
-28.125,-62.8125,ARG,Argentina
-28.125,-60.9375,ARG,Argentina
-28.125,-59.0625,ARG,Argentina
-28.125,-57.1875,ARG,Argentina
-28.125,-55.3125,BRA,Brazil
-28.125,-53.4375,BRA,Brazil
-28.125,-51.5625,BRA,Brazil
-28.125,-49.6875,BRA,Brazil
-28.125,15.9375,NAM,Namibia
-28.125,17.8125,NAM,Namibia
-28.125,19.6875,NAM,Namibia
-28.125,21.5625,ZAF,South Africa
-28.125,23.4375,ZAF,South Africa
-28.125,25.3125,ZAF,South Africa
-28.125,27.1875,ZAF,South Africa
-28.125,29.0625,ZAF,South Africa
-28.125,30.9375,ZAF,South Africa
-28.125,115.3125,AUS,Australia
-28.125,117.1875,AUS,Australia
-28.125,119.0625,AUS,Australia
-28.125,120.9375,AUS,Australia
-28.125,122.8125,AUS,Australia
-28.125,124.6875,AUS,Australia
-28.125,126.5625,AUS,Australia
-28.125,128.4375,AUS,Australia
-28.125,130.3125,AUS,Australia
-28.125,132.1875,AUS,Australia
-28.125,134.0625,AUS,Australia
-28.125,135.9375,AUS,Australia
-28.125,137.8125,AUS,Australia
-28.125,139.6875,AUS,Australia
-28.125,141.5625,AUS,Australia
-28.125,143.4375,AUS,Australia
-28.125,145.3125,AUS,Australia
-28.125,147.1875,AUS,Australia
-28.125,149.0625,AUS,Australia
-28.125,150.9375,AUS,Australia
-28.125,152.8125,AUS,Australia
-26.875,-70.3125,CHL,Chile
-26.875,-68.4375,CHL,Chile
-26.875,-66.5625,ARG,Argentina
-26.875,-64.6875,ARG,Argentina
-26.875,-62.8125,ARG,Argentina
-26.875,-60.9375,ARG,Argentina
-26.875,-59.0625,ARG,Argentina
-26.875,-57.1875,PRY,Paraguay
-26.875,-55.3125,PRY,Paraguay
-26.875,-53.4375,BRA,Brazil
-26.875,-51.5625,BRA,Brazil
-26.875,-49.6875,BRA,Brazil
-26.875,15.9375,NAM,Namibia
-26.875,17.8125,NAM,Namibia
-26.875,19.6875,NAM,Namibia
-26.875,21.5625,ZAF,South Africa
-26.875,23.4375,ZAF,South Africa
-26.875,25.3125,ZAF,South Africa
-26.875,27.1875,ZAF,South Africa
-26.875,29.0625,ZAF,South Africa
-26.875,30.9375,SWZ,Eswatini
-26.875,32.8125,ZAF,South Africa
-26.875,115.3125,AUS,Australia
-26.875,117.1875,AUS,Australia
-26.875,119.0625,AUS,Australia
-26.875,120.9375,AUS,Australia
-26.875,122.8125,AUS,Australia
-26.875,124.6875,AUS,Australia
-26.875,126.5625,AUS,Australia
-26.875,128.4375,AUS,Australia
-26.875,130.3125,AUS,Australia
-26.875,132.1875,AUS,Australia
-26.875,134.0625,AUS,Australia
-26.875,135.9375,AUS,Australia
-26.875,137.8125,AUS,Australia
-26.875,139.6875,AUS,Australia
-26.875,141.5625,AUS,Australia
-26.875,143.4375,AUS,Australia
-26.875,145.3125,AUS,Australia
-26.875,147.1875,AUS,Australia
-26.875,149.0625,AUS,Australia
-26.875,150.9375,AUS,Australia
-26.875,152.8125,AUS,Australia
-25.625,-70.3125,CHL,Chile
-25.625,-68.4375,ARG,Argentina
-25.625,-66.5625,ARG,Argentina
-25.625,-64.6875,ARG,Argentina
-25.625,-62.8125,ARG,Argentina
-25.625,-60.9375,ARG,Argentina
-25.625,-59.0625,ARG,Argentina
-25.625,-57.1875,PRY,Paraguay
-25.625,-55.3125,PRY,Paraguay
-25.625,-53.4375,BRA,Brazil
-25.625,-51.5625,BRA,Brazil
-25.625,-49.6875,BRA,Brazil
-25.625,15.9375,NAM,Namibia
-25.625,17.8125,NAM,Namibia
-25.625,19.6875,NAM,Namibia
-25.625,21.5625,BWA,Botswana
-25.625,23.4375,ZAF,South Africa
-25.625,25.3125,BWA,Botswana
-25.625,27.1875,ZAF,South Africa
-25.625,29.0625,ZAF,South Africa
-25.625,30.9375,ZAF,South Africa
-25.625,113.4375,AUS,Australia
-25.625,115.3125,AUS,Australia
-25.625,117.1875,AUS,Australia
-25.625,119.0625,AUS,Australia
-25.625,120.9375,AUS,Australia
-25.625,122.8125,AUS,Australia
-25.625,124.6875,AUS,Australia
-25.625,126.5625,AUS,Australia
-25.625,128.4375,AUS,Australia
-25.625,130.3125,AUS,Australia
-25.625,132.1875,AUS,Australia
-25.625,134.0625,AUS,Australia
-25.625,135.9375,AUS,Australia
-25.625,137.8125,AUS,Australia
-25.625,139.6875,AUS,Australia
-25.625,141.5625,AUS,Australia
-25.625,143.4375,AUS,Australia
-25.625,145.3125,AUS,Australia
-25.625,147.1875,AUS,Australia
-25.625,149.0625,AUS,Australia
-25.625,150.9375,AUS,Australia
-25.625,152.8125,AUS,Australia
-24.375,-70.3125,CHL,Chile
-24.375,-68.4375,CHL,Chile
-24.375,-66.5625,ARG,Argentina
-24.375,-64.6875,ARG,Argentina
-24.375,-62.8125,ARG,Argentina
-24.375,-60.9375,ARG,Argentina
-24.375,-59.0625,PRY,Paraguay
-24.375,-57.1875,PRY,Paraguay
-24.375,-55.3125,PRY,Paraguay
-24.375,-53.4375,BRA,Brazil
-24.375,-51.5625,BRA,Brazil
-24.375,-49.6875,BRA,Brazil
-24.375,-47.8125,BRA,Brazil
-24.375,15.9375,NAM,Namibia
-24.375,17.8125,NAM,Namibia
-24.375,19.6875,NAM,Namibia
-24.375,21.5625,BWA,Botswana
-24.375,23.4375,BWA,Botswana
-24.375,25.3125,BWA,Botswana
-24.375,27.1875,ZAF,South Africa
-24.375,29.0625,ZAF,South Africa
-24.375,30.9375,ZAF,South Africa
-24.375,32.8125,MOZ,Mozambique
-24.375,34.6875,MOZ,Mozambique
-24.375,44.0625,MDG,Madagascar
-24.375,45.9375,MDG,Madagascar
-24.375,113.4375,AUS,Australia
-24.375,115.3125,AUS,Australia
-24.375,117.1875,AUS,Australia
-24.375,119.0625,AUS,Australia
-24.375,120.9375,AUS,Australia
-24.375,122.8125,AUS,Australia
-24.375,124.6875,AUS,Australia
-24.375,126.5625,AUS,Australia
-24.375,128.4375,AUS,Australia
-24.375,130.3125,AUS,Australia
-24.375,132.1875,AUS,Australia
-24.375,134.0625,AUS,Australia
-24.375,135.9375,AUS,Australia
-24.375,137.8125,AUS,Australia
-24.375,139.6875,AUS,Australia
-24.375,141.5625,AUS,Australia
-24.375,143.4375,AUS,Australia
-24.375,145.3125,AUS,Australia
-24.375,147.1875,AUS,Australia
-24.375,149.0625,AUS,Australia
-24.375,150.9375,AUS,Australia
-23.125,-70.3125,CHL,Chile
-23.125,-68.4375,CHL,Chile
-23.125,-66.5625,ARG,Argentina
-23.125,-64.6875,ARG,Argentina
-23.125,-62.8125,ARG,Argentina
-23.125,-60.9375,PRY,Paraguay
-23.125,-59.0625,PRY,Paraguay
-23.125,-57.1875,PRY,Paraguay
-23.125,-55.3125,BRA,Brazil
-23.125,-53.4375,BRA,Brazil
-23.125,-51.5625,BRA,Brazil
-23.125,-49.6875,BRA,Brazil
-23.125,-47.8125,BRA,Brazil
-23.125,-45.9375,BRA,Brazil
-23.125,15.9375,NAM,Namibia
-23.125,17.8125,NAM,Namibia
-23.125,19.6875,NAM,Namibia
-23.125,21.5625,BWA,Botswana
-23.125,23.4375,BWA,Botswana
-23.125,25.3125,BWA,Botswana
-23.125,27.1875,BWA,Botswana
-23.125,29.0625,ZAF,South Africa
-23.125,30.9375,ZAF,South Africa
-23.125,32.8125,MOZ,Mozambique
-23.125,34.6875,MOZ,Mozambique
-23.125,44.0625,MDG,Madagascar
-23.125,45.9375,MDG,Madagascar
-23.125,115.3125,AUS,Australia
-23.125,117.1875,AUS,Australia
-23.125,119.0625,AUS,Australia
-23.125,120.9375,AUS,Australia
-23.125,122.8125,AUS,Australia
-23.125,124.6875,AUS,Australia
-23.125,126.5625,AUS,Australia
-23.125,128.4375,AUS,Australia
-23.125,130.3125,AUS,Australia
-23.125,132.1875,AUS,Australia
-23.125,134.0625,AUS,Australia
-23.125,135.9375,AUS,Australia
-23.125,137.8125,AUS,Australia
-23.125,139.6875,AUS,Australia
-23.125,141.5625,AUS,Australia
-23.125,143.4375,AUS,Australia
-23.125,145.3125,AUS,Australia
-23.125,147.1875,AUS,Australia
-23.125,149.0625,AUS,Australia
-21.875,-68.4375,CHL,Chile
-21.875,-66.5625,BOL,Bolivia
-21.875,-64.6875,BOL,Bolivia
-21.875,-62.8125,BOL,Bolivia
-21.875,-60.9375,PRY,Paraguay
-21.875,-59.0625,PRY,Paraguay
-21.875,-57.1875,BRA,Brazil
-21.875,-55.3125,BRA,Brazil
-21.875,-53.4375,BRA,Brazil
-21.875,-51.5625,BRA,Brazil
-21.875,-49.6875,BRA,Brazil
-21.875,-47.8125,BRA,Brazil
-21.875,-45.9375,BRA,Brazil
-21.875,-44.0625,BRA,Brazil
-21.875,-42.1875,BRA,Brazil
-21.875,15.9375,NAM,Namibia
-21.875,17.8125,NAM,Namibia
-21.875,19.6875,NAM,Namibia
-21.875,21.5625,BWA,Botswana
-21.875,23.4375,BWA,Botswana
-21.875,25.3125,BWA,Botswana
-21.875,27.1875,BWA,Botswana
-21.875,29.0625,ZWE,Zimbabwe
-21.875,30.9375,ZWE,Zimbabwe
-21.875,32.8125,MOZ,Mozambique
-21.875,34.6875,MOZ,Mozambique
-21.875,45.9375,MDG,Madagascar
-21.875,47.8125,MDG,Madagascar
-21.875,115.3125,AUS,Australia
-21.875,117.1875,AUS,Australia
-21.875,119.0625,AUS,Australia
-21.875,120.9375,AUS,Australia
-21.875,122.8125,AUS,Australia
-21.875,124.6875,AUS,Australia
-21.875,126.5625,AUS,Australia
-21.875,128.4375,AUS,Australia
-21.875,130.3125,AUS,Australia
-21.875,132.1875,AUS,Australia
-21.875,134.0625,AUS,Australia
-21.875,135.9375,AUS,Australia
-21.875,137.8125,AUS,Australia
-21.875,139.6875,AUS,Australia
-21.875,141.5625,AUS,Australia
-21.875,143.4375,AUS,Australia
-21.875,145.3125,AUS,Australia
-21.875,147.1875,AUS,Australia
-21.875,149.0625,AUS,Australia
-21.875,165.9375,NCL,New Caledonia (Fr.)
-20.625,-68.4375,BOL,Bolivia
-20.625,-66.5625,BOL,Bolivia
-20.625,-64.6875,BOL,Bolivia
-20.625,-62.8125,BOL,Bolivia
-20.625,-60.9375,PRY,Paraguay
-20.625,-59.0625,PRY,Paraguay
-20.625,-57.1875,BRA,Brazil
-20.625,-55.3125,BRA,Brazil
-20.625,-53.4375,BRA,Brazil
-20.625,-51.5625,BRA,Brazil
-20.625,-49.6875,BRA,Brazil
-20.625,-47.8125,BRA,Brazil
-20.625,-45.9375,BRA,Brazil
-20.625,-44.0625,BRA,Brazil
-20.625,-42.1875,BRA,Brazil
-20.625,14.0625,NAM,Namibia
-20.625,15.9375,NAM,Namibia
-20.625,17.8125,NAM,Namibia
-20.625,19.6875,NAM,Namibia
-20.625,21.5625,BWA,Botswana
-20.625,23.4375,BWA,Botswana
-20.625,25.3125,BWA,Botswana
-20.625,27.1875,BWA,Botswana
-20.625,29.0625,ZWE,Zimbabwe
-20.625,30.9375,ZWE,Zimbabwe
-20.625,32.8125,MOZ,Mozambique
-20.625,34.6875,MOZ,Mozambique
-20.625,45.9375,MDG,Madagascar
-20.625,47.8125,MDG,Madagascar
-20.625,117.1875,AUS,Australia
-20.625,119.0625,AUS,Australia
-20.625,120.9375,AUS,Australia
-20.625,122.8125,AUS,Australia
-20.625,124.6875,AUS,Australia
-20.625,126.5625,AUS,Australia
-20.625,128.4375,AUS,Australia
-20.625,130.3125,AUS,Australia
-20.625,132.1875,AUS,Australia
-20.625,134.0625,AUS,Australia
-20.625,135.9375,AUS,Australia
-20.625,137.8125,AUS,Australia
-20.625,139.6875,AUS,Australia
-20.625,141.5625,AUS,Australia
-20.625,143.4375,AUS,Australia
-20.625,145.3125,AUS,Australia
-20.625,147.1875,AUS,Australia
-19.375,-68.4375,BOL,Bolivia
-19.375,-66.5625,BOL,Bolivia
-19.375,-64.6875,BOL,Bolivia
-19.375,-62.8125,BOL,Bolivia
-19.375,-60.9375,BOL,Bolivia
-19.375,-59.0625,PRY,Paraguay
-19.375,-57.1875,BRA,Brazil
-19.375,-55.3125,BRA,Brazil
-19.375,-53.4375,BRA,Brazil
-19.375,-51.5625,BRA,Brazil
-19.375,-49.6875,BRA,Brazil
-19.375,-47.8125,BRA,Brazil
-19.375,-45.9375,BRA,Brazil
-19.375,-44.0625,BRA,Brazil
-19.375,-42.1875,BRA,Brazil
-19.375,-40.3125,BRA,Brazil
-19.375,14.0625,NAM,Namibia
-19.375,15.9375,NAM,Namibia
-19.375,17.8125,NAM,Namibia
-19.375,19.6875,NAM,Namibia
-19.375,21.5625,BWA,Botswana
-19.375,23.4375,BWA,Botswana
-19.375,25.3125,BWA,Botswana
-19.375,27.1875,ZWE,Zimbabwe
-19.375,29.0625,ZWE,Zimbabwe
-19.375,30.9375,ZWE,Zimbabwe
-19.375,32.8125,MOZ,Mozambique
-19.375,34.6875,MOZ,Mozambique
-19.375,45.9375,MDG,Madagascar
-19.375,47.8125,MDG,Madagascar
-19.375,122.8125,AUS,Australia
-19.375,124.6875,AUS,Australia
-19.375,126.5625,AUS,Australia
-19.375,128.4375,AUS,Australia
-19.375,130.3125,AUS,Australia
-19.375,132.1875,AUS,Australia
-19.375,134.0625,AUS,Australia
-19.375,135.9375,AUS,Australia
-19.375,137.8125,AUS,Australia
-19.375,139.6875,AUS,Australia
-19.375,141.5625,AUS,Australia
-19.375,143.4375,AUS,Australia
-19.375,145.3125,AUS,Australia
-18.125,-70.3125,PER,Peru
-18.125,-68.4375,BOL,Bolivia
-18.125,-66.5625,BOL,Bolivia
-18.125,-64.6875,BOL,Bolivia
-18.125,-62.8125,BOL,Bolivia
-18.125,-60.9375,BOL,Bolivia
-18.125,-59.0625,BOL,Bolivia
-18.125,-57.1875,BRA,Brazil
-18.125,-55.3125,BRA,Brazil
-18.125,-53.4375,BRA,Brazil
-18.125,-51.5625,BRA,Brazil
-18.125,-49.6875,BRA,Brazil
-18.125,-47.8125,BRA,Brazil
-18.125,-45.9375,BRA,Brazil
-18.125,-44.0625,BRA,Brazil
-18.125,-42.1875,BRA,Brazil
-18.125,-40.3125,BRA,Brazil
-18.125,12.1875,NAM,Namibia
-18.125,14.0625,NAM,Namibia
-18.125,15.9375,NAM,Namibia
-18.125,17.8125,NAM,Namibia
-18.125,19.6875,NAM,Namibia
-18.125,21.5625,NAM,Namibia
-18.125,23.4375,NAM,Namibia
-18.125,25.3125,BWA,Botswana
-18.125,27.1875,ZWE,Zimbabwe
-18.125,29.0625,ZWE,Zimbabwe
-18.125,30.9375,ZWE,Zimbabwe
-18.125,32.8125,ZWE,Zimbabwe
-18.125,34.6875,MOZ,Mozambique
-18.125,36.5625,MOZ,Mozambique
-18.125,44.0625,MDG,Madagascar
-18.125,45.9375,MDG,Madagascar
-18.125,47.8125,MDG,Madagascar
-18.125,122.8125,AUS,Australia
-18.125,124.6875,AUS,Australia
-18.125,126.5625,AUS,Australia
-18.125,128.4375,AUS,Australia
-18.125,130.3125,AUS,Australia
-18.125,132.1875,AUS,Australia
-18.125,134.0625,AUS,Australia
-18.125,135.9375,AUS,Australia
-18.125,137.8125,AUS,Australia
-18.125,139.6875,AUS,Australia
-18.125,141.5625,AUS,Australia
-18.125,143.4375,AUS,Australia
-18.125,145.3125,AUS,Australia
-16.875,-72.1875,PER,Peru
-16.875,-70.3125,PER,Peru
-16.875,-68.4375,BOL,Bolivia
-16.875,-66.5625,BOL,Bolivia
-16.875,-64.6875,BOL,Bolivia
-16.875,-62.8125,BOL,Bolivia
-16.875,-60.9375,BOL,Bolivia
-16.875,-59.0625,BOL,Bolivia
-16.875,-57.1875,BRA,Brazil
-16.875,-55.3125,BRA,Brazil
-16.875,-53.4375,BRA,Brazil
-16.875,-51.5625,BRA,Brazil
-16.875,-49.6875,BRA,Brazil
-16.875,-47.8125,BRA,Brazil
-16.875,-45.9375,BRA,Brazil
-16.875,-44.0625,BRA,Brazil
-16.875,-42.1875,BRA,Brazil
-16.875,-40.3125,BRA,Brazil
-16.875,12.1875,AGO,Angola
-16.875,14.0625,AGO,Angola
-16.875,15.9375,AGO,Angola
-16.875,17.8125,AGO,Angola
-16.875,19.6875,AGO,Angola
-16.875,21.5625,AGO,Angola
-16.875,23.4375,ZMB,Zambia
-16.875,25.3125,ZMB,Zambia
-16.875,27.1875,ZMB,Zambia
-16.875,29.0625,ZWE,Zimbabwe
-16.875,30.9375,ZWE,Zimbabwe
-16.875,32.8125,ZWE,Zimbabwe
-16.875,34.6875,MOZ,Mozambique
-16.875,36.5625,MOZ,Mozambique
-16.875,38.4375,MOZ,Mozambique
-16.875,45.9375,MDG,Madagascar
-16.875,47.8125,MDG,Madagascar
-16.875,122.8125,AUS,Australia
-16.875,124.6875,AUS,Australia
-16.875,126.5625,AUS,Australia
-16.875,128.4375,AUS,Australia
-16.875,130.3125,AUS,Australia
-16.875,132.1875,AUS,Australia
-16.875,134.0625,AUS,Australia
-16.875,135.9375,AUS,Australia
-16.875,137.8125,AUS,Australia
-16.875,141.5625,AUS,Australia
-16.875,143.4375,AUS,Australia
-16.875,145.3125,AUS,Australia
-15.625,-74.0625,PER,Peru
-15.625,-72.1875,PER,Peru
-15.625,-70.3125,PER,Peru
-15.625,-68.4375,BOL,Bolivia
-15.625,-66.5625,BOL,Bolivia
-15.625,-64.6875,BOL,Bolivia
