latitude,longitude,ISO_A3,NAM_0
5.625,44.0625,ETH,Ethiopia
5.625,45.9375,SOM,Federal Republic of Somalia
5.625,47.8125,SOM,Federal Republic of Somalia
5.625,102.1875,MYS,Malaysia
5.625,117.1875,MYS,Malaysia
6.875,-75.9375,COL,Colombia
6.875,-74.0625,COL,Colombia
6.875,-72.1875,COL,Colombia
6.875,-70.3125,COL,Colombia
6.875,-68.4375,VEN,Republica Bolivariana de Venezuela
6.875,-66.5625,VEN,Republica Bolivariana de Venezuela
6.875,-64.6875,VEN,Republica Bolivariana de Venezuela
6.875,-62.8125,VEN,Republica Bolivariana de Venezuela
6.875,-60.9375,VEN,Republica Bolivariana de Venezuela
6.875,-59.0625,GUY,Guyana
6.875,-10.3125,LBR,Liberia
6.875,-8.4375,LBR,Liberia
6.875,-6.5625,CIV,Côte d'Ivoire
6.875,-4.6875,CIV,Côte d'Ivoire
6.875,-2.8125,GHA,Ghana
6.875,-0.9375,GHA,Ghana
6.875,0.9375,TGO,Togo
6.875,2.8125,NGA,Nigeria
6.875,4.6875,NGA,Nigeria
6.875,6.5625,NGA,Nigeria
6.875,8.4375,NGA,Nigeria
6.875,10.3125,CMR,Cameroon
6.875,12.1875,CMR,Cameroon
6.875,14.0625,CMR,Cameroon
6.875,15.9375,CAF,Central African Republic
6.875,17.8125,CAF,Central African Republic
6.875,19.6875,CAF,Central African Republic
6.875,21.5625,CAF,Central African Republic
6.875,23.4375,CAF,Central African Republic
6.875,25.3125,CAF,Central African Republic
6.875,27.1875,SSD,South Sudan
6.875,29.0625,SSD,South Sudan
6.875,30.9375,SSD,South Sudan
6.875,32.8125,SSD,South Sudan
6.875,34.6875,ETH,Ethiopia
6.875,36.5625,ETH,Ethiopia
6.875,38.4375,ETH,Ethiopia
6.875,40.3125,ETH,Ethiopia
6.875,42.1875,ETH,Ethiopia
6.875,44.0625,ETH,Ethiopia
6.875,45.9375,ETH,Ethiopia
6.875,47.8125,SOM,Federal Republic of Somalia
6.875,81.5625,LKA,Sri Lanka
6.875,100.3125,THA,Thailand
6.875,117.1875,MYS,Malaysia
6.875,124.6875,PHL,Philippines
8.125,-81.5625,PAN,Panama
8.125,-77.8125,PAN,Panama
8.125,-75.9375,COL,Colombia
8.125,-74.0625,COL,Colombia
8.125,-72.1875,VEN,Republica Bolivariana de Venezuela
8.125,-70.3125,VEN,Republica Bolivariana de Venezuela
8.125,-68.4375,VEN,Republica Bolivariana de Venezuela
8.125,-66.5625,VEN,Republica Bolivariana de Venezuela
8.125,-64.6875,VEN,Republica Bolivariana de Venezuela
8.125,-62.8125,VEN,Republica Bolivariana de Venezuela
8.125,-60.9375,VEN,Republica Bolivariana de Venezuela
8.125,-12.1875,SLE,Sierra Leone
8.125,-10.3125,LBR,Liberia
8.125,-8.4375,GIN,Guinea
8.125,-6.5625,CIV,Côte d'Ivoire
8.125,-4.6875,CIV,Côte d'Ivoire
8.125,-2.8125,CIV,Côte d'Ivoire
8.125,-0.9375,GHA,Ghana
8.125,0.9375,TGO,Togo
8.125,2.8125,NGA,Nigeria
8.125,4.6875,NGA,Nigeria
8.125,6.5625,NGA,Nigeria
8.125,8.4375,NGA,Nigeria
8.125,10.3125,NGA,Nigeria
8.125,12.1875,NGA,Nigeria
8.125,14.0625,CMR,Cameroon
8.125,15.9375,TCD,Chad
8.125,17.8125,TCD,Chad
8.125,19.6875,CAF,Central African Republic
8.125,21.5625,CAF,Central African Republic
8.125,23.4375,CAF,Central African Republic
8.125,25.3125,SSD,South Sudan
8.125,27.1875,SSD,South Sudan
8.125,29.0625,SSD,South Sudan
8.125,30.9375,SSD,South Sudan
8.125,32.8125,SSD,South Sudan
8.125,34.6875,ETH,Ethiopia
8.125,36.5625,ETH,Ethiopia
8.125,38.4375,ETH,Ethiopia
8.125,40.3125,ETH,Ethiopia
8.125,42.1875,ETH,Ethiopia
8.125,44.0625,ETH,Ethiopia
8.125,45.9375,ETH,Ethiopia
8.125,47.8125,SOM,Federal Republic of Somalia
8.125,49.6875,SOM,Federal Republic of Somalia
8.125,124.6875,PHL,Philippines
9.375,-83.4375,CRI,Costa Rica
9.375,-79.6875,PAN,Panama
9.375,-75.9375,COL,Colombia
9.375,-74.0625,COL,Colombia
9.375,-72.1875,VEN,Republica Bolivariana de Venezuela
9.375,-70.3125,VEN,Republica Bolivariana de Venezuela
9.375,-68.4375,VEN,Republica Bolivariana de Venezuela
9.375,-66.5625,VEN,Republica Bolivariana de Venezuela
9.375,-64.6875,VEN,Republica Bolivariana de Venezuela
9.375,-62.8125,VEN,Republica Bolivariana de Venezuela
9.375,-60.9375,VEN,Republica Bolivariana de Venezuela
9.375,-12.1875,SLE,Sierra Leone
9.375,-10.3125,GIN,Guinea
9.375,-8.4375,GIN,Guinea
9.375,-6.5625,CIV,Côte d'Ivoire
9.375,-4.6875,CIV,Côte d'Ivoire
9.375,-2.8125,CIV,Côte d'Ivoire
9.375,-0.9375,GHA,Ghana
9.375,0.9375,TGO,Togo
9.375,2.8125,BEN,Benin
9.375,4.6875,NGA,Nigeria
9.375,6.5625,NGA,Nigeria
9.375,8.4375,NGA,Nigeria
9.375,10.3125,NGA,Nigeria
9.375,12.1875,NGA,Nigeria
9.375,14.0625,CMR,Cameroon
9.375,15.9375,TCD,Chad
9.375,17.8125,TCD,Chad
9.375,19.6875,TCD,Chad
9.375,21.5625,CAF,Central African Republic
9.375,23.4375,CAF,Central African Republic
9.375,25.3125,SSD,South Sudan
9.375,27.1875,SSD,South Sudan
9.375,29.0625,SSD,South Sudan
9.375,30.9375,SSD,South Sudan
9.375,32.8125,SSD,South Sudan
9.375,34.6875,ETH,Ethiopia
9.375,36.5625,ETH,Ethiopia
9.375,38.4375,ETH,Ethiopia
9.375,40.3125,ETH,Ethiopia
9.375,42.1875,ETH,Ethiopia
9.375,44.0625,SOM,Federal Republic of Somalia
9.375,45.9375,SOM,Federal Republic of Somalia
9.375,47.8125,SOM,Federal Republic of Somalia
9.375,49.6875,SOM,Federal Republic of Somalia
9.375,77.8125,IND,India
9.375,98.4375,THA,Thailand
9.375,105.9375,VNM,Viet Nam
9.375,122.8125,PHL,Philippines
10.625,-85.3125,CRI,Costa Rica
10.625,-74.0625,COL,Colombia
10.625,-72.1875,VEN,Republica Bolivariana de Venezuela
10.625,-70.3125,VEN,Republica Bolivariana de Venezuela
10.625,-68.4375,VEN,Republica Bolivariana de Venezuela
10.625,-66.5625,VEN,Republica Bolivariana de Venezuela
10.625,-62.8125,VEN,Republica Bolivariana de Venezuela
10.625,-14.0625,GIN,Guinea
10.625,-12.1875,GIN,Guinea
10.625,-10.3125,GIN,Guinea
10.625,-8.4375,GIN,Guinea
10.625,-6.5625,MLI,Mali
10.625,-4.6875,BFA,Burkina Faso
10.625,-2.8125,GHA,Ghana
10.625,-0.9375,GHA,Ghana
10.625,0.9375,BEN,Benin
10.625,2.8125,BEN,Benin
10.625,4.6875,NGA,Nigeria
10.625,6.5625,NGA,Nigeria
10.625,8.4375,NGA,Nigeria
10.625,10.3125,NGA,Nigeria
10.625,12.1875,NGA,Nigeria
10.625,14.0625,CMR,Cameroon
10.625,15.9375,TCD,Chad
10.625,17.8125,TCD,Chad
10.625,19.6875,TCD,Chad
10.625,21.5625,TCD,Chad
10.625,23.4375,SDN,Sudan
10.625,25.3125,SDN,Sudan
10.625,27.1875,SDN,Sudan
10.625,29.0625,SDN,Sudan
10.625,30.9375,SDN,Sudan
10.625,32.8125,SSD,South Sudan
10.625,34.6875,ETH,Ethiopia
10.625,36.5625,ETH,Ethiopia
10.625,38.4375,ETH,Ethiopia
10.625,40.3125,ETH,Ethiopia
10.625,42.1875,ETH,Ethiopia
10.625,45.9375,SOM,Federal Republic of Somalia
10.625,47.8125,SOM,Federal Republic of Somalia
10.625,49.6875,SOM,Federal Republic of Somalia
10.625,77.8125,IND,India
10.625,79.6875,IND,India
10.625,104.0625,KHM,Cambodia
10.625,105.9375,VNM,Viet Nam
11.875,-85.3125,NIC,Nicaragua
11.875,-72.1875,COL,Colombia
11.875,-14.0625,GNB,Guinea-Bissau
11.875,-12.1875,GIN,Guinea
11.875,-10.3125,GIN,Guinea
11.875,-8.4375,MLI,Mali
11.875,-6.5625,MLI,Mali
11.875,-4.6875,BFA,Burkina Faso
11.875,-2.8125,BFA,Burkina Faso
11.875,-0.9375,BFA,Burkina Faso
11.875,0.9375,BFA,Burkina Faso
11.875,2.8125,BEN,Benin
11.875,4.6875,NGA,Nigeria
11.875,6.5625,NGA,Nigeria
11.875,8.4375,NGA,Nigeria
11.875,10.3125,NGA,Nigeria
11.875,12.1875,NGA,Nigeria
11.875,14.0625,NGA,Nigeria
11.875,15.9375,TCD,Chad
11.875,17.8125,TCD,Chad
11.875,19.6875,TCD,Chad
11.875,21.5625,TCD,Chad
11.875,23.4375,SDN,Sudan
11.875,25.3125,SDN,Sudan
11.875,27.1875,SDN,Sudan
11.875,29.0625,SDN,Sudan
11.875,30.9375,SDN,Sudan
11.875,32.8125,SSD,South Sudan
11.875,34.6875,SDN,Sudan
11.875,36.5625,ETH,Ethiopia
11.875,38.4375,ETH,Ethiopia
11.875,40.3125,ETH,Ethiopia
11.875,42.1875,DJI,Djibouti
11.875,75.9375,IND,India
11.875,77.8125,IND,India
11.875,79.6875,IND,India
11.875,104.0625,KHM,Cambodia
11.875,105.9375,KHM,Cambodia
11.875,107.8125,VNM,Viet Nam
13.125,-85.3125,NIC,Nicaragua
13.125,-15.9375,SEN,Senegal
13.125,-14.0625,SEN,Senegal
13.125,-12.1875,SEN,Senegal
13.125,-10.3125,MLI,Mali
13.125,-8.4375,MLI,Mali
13.125,-6.5625,MLI,Mali
13.125,-4.6875,MLI,Mali
13.125,-2.8125,BFA,Burkina Faso
13.125,-0.9375,BFA,Burkina Faso
13.125,0.9375,BFA,Burkina Faso
13.125,2.8125,NER,Niger
13.125,4.6875,NGA,Nigeria
13.125,6.5625,NGA,Nigeria
13.125,8.4375,NER,Niger
13.125,10.3125,NGA,Nigeria
13.125,12.1875,NER,Niger
13.125,14.0625,TCD,Chad
13.125,15.9375,TCD,Chad
13.125,17.8125,TCD,Chad
13.125,19.6875,TCD,Chad
13.125,21.5625,TCD,Chad
13.125,23.4375,SDN,Sudan
13.125,25.3125,SDN,Sudan
13.125,27.1875,SDN,Sudan
13.125,29.0625,SDN,Sudan
13.125,30.9375,SDN,Sudan
13.125,32.8125,SDN,Sudan
13.125,34.6875,SDN,Sudan
13.125,36.5625,ETH,Ethiopia
13.125,38.4375,ETH,Ethiopia
13.125,40.3125,ETH,Ethiopia
13.125,42.1875,ERI,Eritrea
13.125,44.0625,YEM,Republic of Yemen
13.125,75.9375,IND,India
13.125,77.8125,IND,India
13.125,79.6875,IND,India
13.125,102.1875,THA,Thailand
13.125,104.0625,KHM,Cambodia
13.125,105.9375,KHM,Cambodia
13.125,107.8125,VNM,Viet Nam
13.125,120.9375,PHL,Philippines
14.375,-90.9375,GTM,Guatemala
14.375,-89.0625,HND,Honduras
14.375,-87.1875,HND,Honduras
14.375,-85.3125,HND,Honduras
14.375,-83.4375,NIC,Nicaragua
14.375,-15.9375,SEN,Senegal
14.375,-14.0625,SEN,Senegal
14.375,-12.1875,SEN,Senegal
14.375,-10.3125,MLI,Mali
14.375,-8.4375,MLI,Mali
14.375,-6.5625,MLI,Mali
14.375,-4.6875,MLI,Mali
14.375,-2.8125,MLI,Mali
14.375,-0.9375,BFA,Burkina Faso
14.375,0.9375,NER,Niger
14.375,2.8125,NER,Niger
14.375,4.6875,NER,Niger
14.375,6.5625,NER,Niger
14.375,8.4375,NER,Niger
14.375,10.3125,NER,Niger
14.375,12.1875,NER,Niger
14.375,14.0625,TCD,Chad
14.375,15.9375,TCD,Chad
14.375,17.8125,TCD,Chad
14.375,19.6875,TCD,Chad
14.375,21.5625,TCD,Chad
14.375,23.4375,SDN,Sudan
14.375,25.3125,SDN,Sudan
14.375,27.1875,SDN,Sudan
14.375,29.0625,SDN,Sudan
14.375,30.9375,SDN,Sudan
14.375,32.8125,SDN,Sudan
14.375,34.6875,SDN,Sudan
14.375,36.5625,ERI,Eritrea
14.375,38.4375,ETH,Ethiopia
14.375,40.3125,ETH,Ethiopia
14.375,44.0625,YEM,Republic of Yemen
14.375,45.9375,YEM,Republic of Yemen
14.375,47.8125,YEM,Republic of Yemen
14.375,75.9375,IND,India
14.375,77.8125,IND,India
14.375,79.6875,IND,India
14.375,98.4375,MMR,Myanmar
14.375,100.3125,THA,Thailand
14.375,102.1875,THA,Thailand
14.375,104.0625,THA,Thailand
14.375,105.9375,LAO,Lao People's Democratic Republic
14.375,107.8125,VNM,Viet Nam
14.375,120.9375,PHL,Philippines
15.625,-92.8125,MEX,Mexico
15.625,-90.9375,GTM,Guatemala
15.625,-89.0625,GTM,Guatemala
15.625,-87.1875,HND,Honduras
15.625,-85.3125,HND,Honduras
15.625,-15.9375,SEN,Senegal
15.625,-14.0625,SEN,Senegal
15.625,-12.1875,MRT,Mauritania
15.625,-10.3125,MRT,Mauritania
15.625,-8.4375,MRT,Mauritania
15.625,-6.5625,MRT,Mauritania
15.625,-4.6875,MLI,Mali
15.625,-2.8125,MLI,Mali
15.625,-0.9375,MLI,Mali
15.625,0.9375,MLI,Mali
15.625,2.8125,MLI,Mali
15.625,4.6875,NER,Niger
15.625,6.5625,NER,Niger
15.625,8.4375,NER,Niger
15.625,10.3125,NER,Niger
15.625,12.1875,NER,Niger
15.625,14.0625,NER,Niger
15.625,15.9375,TCD,Chad
15.625,17.8125,TCD,Chad
15.625,19.6875,TCD,Chad
15.625,21.5625,TCD,Chad
15.625,23.4375,SDN,Sudan
15.625,25.3125,SDN,Sudan
15.625,27.1875,SDN,Sudan
15.625,29.0625,SDN,Sudan
15.625,30.9375,SDN,Sudan
15.625,32.8125,SDN,Sudan
15.625,34.6875,SDN,Sudan
15.625,36.5625,SDN,Sudan
15.625,38.4375,ERI,Eritrea
15.625,40.3125,ERI,Eritrea
15.625,44.0625,YEM,Republic of Yemen
15.625,45.9375,YEM,Republic of Yemen
15.625,47.8125,YEM,Republic of Yemen
15.625,49.6875,YEM,Republic of Yemen
15.625,51.5625,YEM,Republic of Yemen
15.625,74.0625,IND,India
15.625,75.9375,IND,India
15.625,77.8125,IND,India
15.625,79.6875,IND,India
15.625,98.4375,MMR,Myanmar
15.625,100.3125,THA,Thailand
15.625,102.1875,THA,Thailand
15.625,104.0625,THA,Thailand
15.625,105.9375,LAO,Lao People's Democratic Republic
15.625,107.8125,VNM,Viet Nam
15.625,120.9375,PHL,Philippines
16.875,-98.4375,MEX,Mexico
16.875,-96.5625,MEX,Mexico
16.875,-94.6875,MEX,Mexico
16.875,-92.8125,MEX,Mexico
16.875,-90.9375,GTM,Guatemala
16.875,-89.0625,BLZ,Belize
16.875,-15.9375,MRT,Mauritania
16.875,-14.0625,MRT,Mauritania
16.875,-12.1875,MRT,Mauritania
16.875,-10.3125,MRT,Mauritania
16.875,-8.4375,MRT,Mauritania
16.875,-6.5625,MRT,Mauritania
16.875,-4.6875,MLI,Mali
16.875,-2.8125,MLI,Mali
16.875,-0.9375,MLI,Mali
16.875,0.9375,MLI,Mali
16.875,2.8125,MLI,Mali
16.875,4.6875,NER,Niger
16.875,6.5625,NER,Niger
16.875,8.4375,NER,Niger
16.875,10.3125,NER,Niger
16.875,12.1875,NER,Niger
16.875,14.0625,NER,Niger
16.875,15.9375,TCD,Chad
16.875,17.8125,TCD,Chad
16.875,19.6875,TCD,Chad
16.875,21.5625,TCD,Chad
16.875,23.4375,TCD,Chad
16.875,25.3125,SDN,Sudan
16.875,27.1875,SDN,Sudan
16.875,29.0625,SDN,Sudan
16.875,30.9375,SDN,Sudan
16.875,32.8125,SDN,Sudan
16.875,34.6875,SDN,Sudan
16.875,36.5625,SDN,Sudan
16.875,38.4375,ERI,Eritrea
16.875,44.0625,YEM,Republic of Yemen
16.875,45.9375,YEM,Republic of Yemen
16.875,47.8125,YEM,Republic of Yemen
16.875,49.6875,YEM,Republic of Yemen
16.875,51.5625,YEM,Republic of Yemen
16.875,53.4375,OMN,Oman
16.875,74.0625,IND,India
16.875,75.9375,IND,India
16.875,77.8125,IND,India
16.875,79.6875,IND,India
16.875,81.5625,IND,India
16.875,94.6875,MMR,Myanmar
16.875,96.5625,MMR,Myanmar
16.875,98.4375,MMR,Myanmar
16.875,100.3125,THA,Thailand
16.875,102.1875,THA,Thailand
16.875,104.0625,THA,Thailand
16.875,105.9375,LAO,Lao People's Democratic Republic
16.875,120.9375,PHL,Philippines
18.125,-102.1875,MEX,Mexico
18.125,-100.3125,MEX,Mexico
18.125,-98.4375,MEX,Mexico
18.125,-96.5625,MEX,Mexico
18.125,-94.6875,MEX,Mexico
18.125,-92.8125,MEX,Mexico
18.125,-90.9375,MEX,Mexico
18.125,-89.0625,MEX,Mexico
18.125,-77.8125,JAM,Jamaica
18.125,-66.5625,PRI,Puerto Rico (U.S.)
18.125,-15.9375,MRT,Mauritania
18.125,-14.0625,MRT,Mauritania
18.125,-12.1875,MRT,Mauritania
18.125,-10.3125,MRT,Mauritania
18.125,-8.4375,MRT,Mauritania
18.125,-6.5625,MRT,Mauritania
18.125,-4.6875,MLI,Mali
18.125,-2.8125,MLI,Mali
18.125,-0.9375,MLI,Mali
18.125,0.9375,MLI,Mali
18.125,2.8125,MLI,Mali
18.125,4.6875,NER,Niger
18.125,6.5625,NER,Niger
18.125,8.4375,NER,Niger
18.125,10.3125,NER,Niger
18.125,12.1875,NER,Niger
18.125,14.0625,NER,Niger
18.125,15.9375,TCD,Chad
18.125,17.8125,TCD,Chad
18.125,19.6875,TCD,Chad
18.125,21.5625,TCD,Chad
18.125,23.4375,TCD,Chad
18.125,25.3125,SDN,Sudan
18.125,27.1875,SDN,Sudan
18.125,29.0625,SDN,Sudan
18.125,30.9375,SDN,Sudan
18.125,32.8125,SDN,Sudan
18.125,34.6875,SDN,Sudan
18.125,36.5625,SDN,Sudan
18.125,42.1875,SAU,Saudi Arabia
18.125,44.0625,SAU,Saudi Arabia
18.125,45.9375,SAU,Saudi Arabia
18.125,47.8125,SAU,Saudi Arabia
18.125,49.6875,YEM,Republic of Yemen
18.125,51.5625,YEM,Republic of Yemen
18.125,53.4375,OMN,Oman
18.125,55.3125,OMN,Oman
18.125,74.0625,IND,India
18.125,75.9375,IND,India
18.125,77.8125,IND,India
18.125,79.6875,IND,India
18.125,81.5625,IND,India
18.125,83.4375,IND,India
18.125,94.6875,MMR,Myanmar
18.125,96.5625,MMR,Myanmar
18.125,98.4375,THA,Thailand
18.125,100.3125,THA,Thailand
18.125,102.1875,THA,Thailand
18.125,104.0625,THA,Thailand
18.125,105.9375,VNM,Viet Nam
18.125,120.9375,PHL,Philippines
19.375,-104.0625,MEX,Mexico
19.375,-102.1875,MEX,Mexico
19.375,-100.3125,MEX,Mexico
19.375,-98.4375,MEX,Mexico
19.375,-96.5625,MEX,Mexico
19.375,-89.0625,MEX,Mexico
19.375,-72.1875,HTI,Haiti
19.375,-70.3125,DOM,Dominican Republic
19.375,-15.9375,MRT,Mauritania
19.375,-14.0625,MRT,Mauritania
19.375,-12.1875,MRT,Mauritania
19.375,-10.3125,MRT,Mauritania
19.375,-8.4375,MRT,Mauritania
19.375,-6.5625,MRT,Mauritania
19.375,-4.6875,MLI,Mali
19.375,-2.8125,MLI,Mali
19.375,-0.9375,MLI,Mali
19.375,0.9375,MLI,Mali
19.375,2.8125,MLI,Mali
19.375,4.6875,DZA,Algeria
19.375,6.5625,NER,Niger
19.375,8.4375,NER,Niger
19.375,10.3125,NER,Niger
19.375,12.1875,NER,Niger
19.375,14.0625,NER,Niger
19.375,15.9375,TCD,Chad
19.375,17.8125,TCD,Chad
19.375,19.6875,TCD,Chad
19.375,21.5625,TCD,Chad
19.375,23.4375,TCD,Chad
19.375,25.3125,SDN,Sudan
19.375,27.1875,SDN,Sudan
19.375,29.0625,SDN,Sudan
19.375,30.9375,SDN,Sudan
19.375,32.8125,SDN,Sudan
19.375,34.6875,SDN,Sudan
19.375,36.5625,SDN,Sudan
19.375,42.1875,SAU,Saudi Arabia
19.375,44.0625,SAU,Saudi Arabia
19.375,45.9375,SAU,Saudi Arabia
19.375,47.8125,SAU,Saudi Arabia
19.375,49.6875,SAU,Saudi Arabia
19.375,51.5625,SAU,Saudi Arabia
19.375,53.4375,OMN,Oman
19.375,55.3125,OMN,Oman
19.375,57.1875,OMN,Oman
19.375,74.0625,IND,India
19.375,75.9375,IND,India
19.375,77.8125,IND,India
19.375,79.6875,IND,India
19.375,81.5625,IND,India
19.375,83.4375,IND,India
19.375,94.6875,MMR,Myanmar
19.375,96.5625,MMR,Myanmar
19.375,98.4375,THA,Thailand
19.375,100.3125,THA,Thailand
19.375,102.1875,LAO,Lao People's Democratic Republic
19.375,104.0625,VNM,Viet Nam
19.375,109.6875,CHN,China
20.625,-104.0625,MEX,Mexico
20.625,-102.1875,MEX,Mexico
20.625,-100.3125,MEX,Mexico
20.625,-98.4375,MEX,Mexico
20.625,-89.0625,MEX,Mexico
20.625,-87.1875,MEX,Mexico
20.625,-75.9375,CUB,Cuba
20.625,-15.9375,MRT,Mauritania
20.625,-14.0625,MRT,Mauritania
20.625,-12.1875,MRT,Mauritania
20.625,-10.3125,MRT,Mauritania
20.625,-8.4375,MRT,Mauritania
20.625,-6.5625,MRT,Mauritania
20.625,-4.6875,MLI,Mali
20.625,-2.8125,MLI,Mali
20.625,-0.9375,MLI,Mali
20.625,0.9375,MLI,Mali
20.625,2.8125,DZA,Algeria
20.625,4.6875,DZA,Algeria
20.625,6.5625,DZA,Algeria
20.625,8.4375,NER,Niger
20.625,10.3125,NER,Niger
20.625,12.1875,NER,Niger
20.625,14.0625,NER,Niger
20.625,15.9375,TCD,Chad
20.625,17.8125,TCD,Chad
20.625,19.6875,TCD,Chad
20.625,21.5625,TCD,Chad
20.625,23.4375,LBY,Libya
20.625,25.3125,SDN,Sudan
20.625,27.1875,SDN,Sudan
20.625,29.0625,SDN,Sudan
20.625,30.9375,SDN,Sudan
20.625,32.8125,SDN,Sudan
20.625,34.6875,SDN,Sudan
20.625,36.5625,SDN,Sudan
20.625,40.3125,SAU,Saudi Arabia
20.625,42.1875,SAU,Saudi Arabia
20.625,44.0625,SAU,Saudi Arabia
20.625,45.9375,SAU,Saudi Arabia
20.625,47.8125,SAU,Saudi Arabia
20.625,49.6875,SAU,Saudi Arabia
20.625,51.5625,SAU,Saudi Arabia
20.625,53.4375,SAU,Saudi Arabia
20.625,55.3125,OMN,Oman
20.625,57.1875,OMN,Oman
20.625,74.0625,IND,India
20.625,75.9375,IND,India
20.625,77.8125,IND,India
20.625,79.6875,IND,India
20.625,81.5625,IND,India
20.625,83.4375,IND,India
20.625,85.3125,IND,India
20.625,92.8125,MMR,Myanmar
20.625,94.6875,MMR,Myanmar
20.625,96.5625,MMR,Myanmar
20.625,98.4375,MMR,Myanmar
20.625,100.3125,LAO,Lao People's Democratic Republic
20.625,102.1875,LAO,Lao People's Democratic Republic
20.625,104.0625,LAO,Lao People's Democratic Republic
20.625,105.9375,VNM,Viet Nam
21.875,-104.0625,MEX,Mexico
21.875,-102.1875,MEX,Mexico
21.875,-100.3125,MEX,Mexico
21.875,-98.4375,MEX,Mexico
21.875,-79.6875,CUB,Cuba
21.875,-12.1875,MRT,Mauritania
21.875,-10.3125,MRT,Mauritania
21.875,-8.4375,MRT,Mauritania
21.875,-6.5625,MRT,Mauritania
21.875,-4.6875,MLI,Mali
21.875,-2.8125,MLI,Mali
21.875,-0.9375,MLI,Mali
21.875,0.9375,DZA,Algeria
21.875,2.8125,DZA,Algeria
21.875,4.6875,DZA,Algeria
21.875,6.5625,DZA,Algeria
21.875,8.4375,DZA,Algeria
21.875,10.3125,NER,Niger
21.875,12.1875,NER,Niger
21.875,14.0625,NER,Niger
21.875,15.9375,TCD,Chad
21.875,17.8125,TCD,Chad
21.875,19.6875,LBY,Libya
21.875,21.5625,LBY,Libya
21.875,23.4375,LBY,Libya
21.875,25.3125,SDN,Sudan
21.875,27.1875,SDN,Sudan
21.875,29.0625,SDN,Sudan
21.875,30.9375,SDN,Sudan
21.875,32.8125,SDN,Sudan
21.875,34.6875,SDN,Sudan
21.875,36.5625,SDN,Sudan
21.875,40.3125,SAU,Saudi Arabia
21.875,42.1875,SAU,Saudi Arabia
21.875,44.0625,SAU,Saudi Arabia
21.875,45.9375,SAU,Saudi Arabia
21.875,47.8125,SAU,Saudi Arabia
21.875,49.6875,SAU,Saudi Arabia
21.875,51.5625,SAU,Saudi Arabia
21.875,53.4375,SAU,Saudi Arabia
21.875,55.3125,SAU,Saudi Arabia
21.875,57.1875,OMN,Oman
21.875,59.0625,OMN,Oman
21.875,70.3125,IND,India
21.875,72.1875,IND,India
21.875,74.0625,IND,India
21.875,75.9375,IND,India
21.875,77.8125,IND,India
21.875,79.6875,IND,India
21.875,81.5625,IND,India
21.875,83.4375,IND,India
21.875,85.3125,IND,India
21.875,87.1875,IND,India
21.875,92.8125,MMR,Myanmar
21.875,94.6875,MMR,Myanmar
21.875,96.5625,MMR,Myanmar
21.875,98.4375,MMR,Myanmar
21.875,100.3125,CHN,China
21.875,102.1875,LAO,Lao People's Democratic Republic
21.875,104.0625,VNM,Viet Nam
21.875,105.9375,VNM,Viet Nam
21.875,107.8125,CHN,China
21.875,109.6875,CHN,China
21.875,111.5625,CHN,China
23.125,-109.6875,MEX,Mexico
23.125,-105.9375,MEX,Mexico
23.125,-104.0625,MEX,Mexico
23.125,-102.1875,MEX,Mexico
23.125,-100.3125,MEX,Mexico
23.125,-98.4375,MEX,Mexico
23.125,-81.5625,CUB,Cuba
23.125,-12.1875,MRT,Mauritania
23.125,-10.3125,MRT,Mauritania
23.125,-8.4375,MRT,Mauritania
23.125,-6.5625,MRT,Mauritania
23.125,-4.6875,MLI,Mali
23.125,-2.8125,MLI,Mali
23.125,-0.9375,DZA,Algeria
23.125,0.9375,DZA,Algeria
23.125,2.8125,DZA,Algeria
23.125,4.6875,DZA,Algeria
23.125,6.5625,DZA,Algeria
23.125,8.4375,DZA,Algeria
23.125,10.3125,DZA,Algeria
23.125,12.1875,NER,Niger
23.125,14.0625,LBY,Libya
23.125,15.9375,TCD,Chad
23.125,17.8125,LBY,Libya
23.125,19.6875,LBY,Libya
23.125,21.5625,LBY,Libya
23.125,23.4375,LBY,Libya
23.125,25.3125,EGY,Arab Republic of Egypt
23.125,27.1875,EGY,Arab Republic of Egypt
23.125,29.0625,EGY,Arab Republic of Egypt
23.125,30.9375,EGY,Arab Republic of Egypt
23.125,32.8125,EGY,Arab Republic of Egypt
23.125,34.6875,EGY,Arab Republic of Egypt
23.125,40.3125,SAU,Saudi Arabia
23.125,42.1875,SAU,Saudi Arabia
23.125,44.0625,SAU,Saudi Arabia
23.125,45.9375,SAU,Saudi Arabia
23.125,47.8125,SAU,Saudi Arabia
23.125,49.6875,SAU,Saudi Arabia
23.125,51.5625,SAU,Saudi Arabia
23.125,53.4375,ARE,United Arab Emirates
23.125,55.3125,OMN,Oman
23.125,57.1875,OMN,Oman
23.125,72.1875,IND,India
23.125,74.0625,IND,India
23.125,75.9375,IND,India
23.125,77.8125,IND,India
23.125,79.6875,IND,India
23.125,81.5625,IND,India
23.125,83.4375,IND,India
23.125,85.3125,IND,India
23.125,87.1875,IND,India
23.125,89.0625,BGD,Bangladesh
23.125,90.9375,BGD,Bangladesh
23.125,92.8125,IND,India
23.125,94.6875,MMR,Myanmar
23.125,96.5625,MMR,Myanmar
23.125,98.4375,MMR,Myanmar
23.125,100.3125,CHN,China
23.125,102.1875,CHN,China
23.125,104.0625,CHN,China
23.125,105.9375,CHN,China
23.125,107.8125,CHN,China
23.125,109.6875,CHN,China
