criterion,variable,cutoff,beta_L,p_L,beta_H,p_H,theoretical_signs,rss,r2_within,N,N_low,N_high,candidate_count,trim_low,trim_high,clusters,cluster_variable
TA,TA_hat,-.0326341445547513,-415.2531697624973,1.22524792894e-06,-1.453679163090331,.1465108195158704,"Partial (-,-)",1.682062872647349,.2591352298834017,996,11,985,992,-.0331122911903692,.0471909073185949,52,country_id
b_it,b_it,.0810400009155273,-.9553264388602961,.2585601568918648,-.1466758920074826,8.01357863971e-10,"Partial (-,-)",1.605584356801787,.2980412938264837,1005,11,994,1000,.0390100002288818,2.037209930419922,52,country_id
b_it*mA,b_it_mA_hat,.0023054389994289,10.88217433762131,.1675680805869292,-.969901276084028,1.25450361450e-06,"Match (+,-)",1.139543113965363,.3438219510130709,744,119,625,742,-.0011633540819815,.3317732186586579,50,country_id
mA,mA_hat,-.0086377121228686,-10.18509797922016,.0181692073086245,-1.766023371932066,3.04801216827e-13,"Partial (-,-)",1.126268312137905,.351465921177147,744,20,724,742,-.0160016300519784,.1628566667109613,50,country_id
theta,theta_hat_A,-.0324804984770311,-4143.399321335198,.0021585895468119,-.9392304179185423,2.05905367612e-06,"Partial (-,-)",1.141080353040206,.3429367694656642,744,1,743,742,-.0325024699767234,.3142428763272385,50,country_id
