equation,cutoff_source,rss_min_cutoff,rss,candidate_count,trim_low,trim_high,low_n,high_n,criterion_min,criterion_max
debt,debt_full,-.0324804984770311,1.1410804,742,-.032502469,.31424287,1,743,-.032502469,.31424287
