country_name,iso3,year,theta_hat_A,cutoff
Egypt,EGY,2018,.0461302930343484,-.0324804984770311
Spain,ESP,2000,-.0056298643882233,-.0324804984770311
Spain,ESP,2001,-.0038827729155593,-.0324804984770311
Spain,ESP,2002,-.0049998618315601,-.0324804984770311
Spain,ESP,2003,.0068166215049657,-.0324804984770311
Spain,ESP,2004,-.0094657035867553,-.0324804984770311
Spain,ESP,2005,-.0083408032401706,-.0324804984770311
Spain,ESP,2006,-.0108251423456338,-.0324804984770311
Spain,ESP,2007,-.0152601661484926,-.0324804984770311
Spain,ESP,2008,-.0202107182348963,-.0324804984770311
Spain,ESP,2009,.0004676722574756,-.0324804984770311
Spain,ESP,2010,-.0070860881308605,-.0324804984770311
Spain,ESP,2011,.0182588772897561,-.0324804984770311
Spain,ESP,2012,.0399988726530426,-.0324804984770311
Spain,ESP,2013,.0457296349983987,-.0324804984770311
Spain,ESP,2014,.0663367476252188,-.0324804984770311
Spain,ESP,2015,.0767043566460138,-.0324804984770311
Spain,ESP,2016,.0542933105905587,-.0324804984770311
Spain,ESP,2017,.0771431905782142,-.0324804984770311
Spain,ESP,2018,.0535405258293547,-.0324804984770311
Finland,FIN,2000,-.0044107836370937,-.0324804984770311
Finland,FIN,2001,-.0139783532203899,-.0324804984770311
Finland,FIN,2002,.0036887038633931,-.0324804984770311
Finland,FIN,2003,-.008283586971066,-.0324804984770311
Finland,FIN,2004,-.0142040525797498,-.0324804984770311
Finland,FIN,2005,.0000677027913756,-.0324804984770311
Finland,FIN,2006,.0160813152917323,-.0324804984770311
Finland,FIN,2007,-.0038485364749772,-.0324804984770311
Finland,FIN,2008,-.0169096630902704,-.0324804984770311
Finland,FIN,2009,-.0158933610702825,-.0324804984770311
Finland,FIN,2010,-.0091479909721876,-.0324804984770311
Finland,FIN,2011,-.0018545281163813,-.0324804984770311
Finland,FIN,2012,-.0096839363356163,-.0324804984770311
Finland,FIN,2013,.0075976349813276,-.0324804984770311
Finland,FIN,2014,.0256650379539151,-.0324804984770311
Finland,FIN,2015,.0260300261188975,-.0324804984770311
Finland,FIN,2016,.0146164017026554,-.0324804984770311
Finland,FIN,2017,-.0028747150414735,-.0324804984770311
Finland,FIN,2018,.0237987645264384,-.0324804984770311
France,FRA,2000,-.002235465717095,-.0324804984770311
France,FRA,2001,-.0042010669833029,-.0324804984770311
France,FRA,2002,.0053040312815561,-.0324804984770311
France,FRA,2003,.0260062842575852,-.0324804984770311
France,FRA,2004,.0066273358319707,-.0324804984770311
France,FRA,2005,.016355345347256,-.0324804984770311
France,FRA,2006,.0170470943803769,-.0324804984770311
France,FRA,2007,.0205427010319311,-.0324804984770311
France,FRA,2008,.0072101520075311,-.0324804984770311
France,FRA,2009,.027899407316924,-.0324804984770311
France,FRA,2010,.0215908994916069,-.0324804984770311
France,FRA,2011,.0473234660504717,-.0324804984770311
France,FRA,2012,.0436922078979784,-.0324804984770311
France,FRA,2013,.0364376600409785,-.0324804984770311
France,FRA,2014,.0505783391957245,-.0324804984770311
France,FRA,2015,.0676858354567854,-.0324804984770311
France,FRA,2016,.0495478764330679,-.0324804984770311
France,FRA,2017,.057904844487315,-.0324804984770311
France,FRA,2018,.0673098478362282,-.0324804984770311
United Kingdom,GBR,2000,-.0196009449586023,-.0324804984770311
United Kingdom,GBR,2001,-.0248544712326839,-.0324804984770311
United Kingdom,GBR,2002,-.0138931997140856,-.0324804984770311
United Kingdom,GBR,2003,-.008345566301676,-.0324804984770311
United Kingdom,GBR,2004,-.0179608103917532,-.0324804984770311
United Kingdom,GBR,2005,-.0084711559908763,-.0324804984770311
United Kingdom,GBR,2006,.0004154831740759,-.0324804984770311
United Kingdom,GBR,2007,-.0029225301702438,-.0324804984770311
United Kingdom,GBR,2008,-.0071436268613085,-.0324804984770311
United Kingdom,GBR,2009,.0024512914795405,-.0324804984770311
United Kingdom,GBR,2010,.0065023359547243,-.0324804984770311
United Kingdom,GBR,2011,.0294739256668699,-.0324804984770311
United Kingdom,GBR,2012,.0287645151933136,-.0324804984770311
United Kingdom,GBR,2013,.0219444014623456,-.0324804984770311
United Kingdom,GBR,2014,.0334962722213263,-.0324804984770311
United Kingdom,GBR,2015,.0401847526027904,-.0324804984770311
United Kingdom,GBR,2016,.0299070343776832,-.0324804984770311
United Kingdom,GBR,2017,.0259802980412457,-.0324804984770311
United Kingdom,GBR,2018,.0461644474451323,-.0324804984770311
Greece,GRC,2000,.0778079596030726,-.0324804984770311
Greece,GRC,2001,.0726235512170076,-.0324804984770311
Greece,GRC,2002,.0733338991312271,-.0324804984770311
Greece,GRC,2003,.080086407976569,-.0324804984770311
Greece,GRC,2004,.058839220817576,-.0324804984770311
Greece,GRC,2005,.0645169648197573,-.0324804984770311
Greece,GRC,2006,.0672021596033242,-.0324804984770311
Greece,GRC,2007,.0888211507190012,-.0324804984770311
Greece,GRC,2008,.0813666730803015,-.0324804984770311
Greece,GRC,2009,.1062099520184644,-.0324804984770311
Greece,GRC,2010,.1540401911629192,-.0324804984770311
Greece,GRC,2011,.2363620400448393,-.0324804984770311
Greece,GRC,2012,.2265702237061632,-.0324804984770311
Greece,GRC,2013,.2528293199867475,-.0324804984770311
Greece,GRC,2014,.2524284665375736,-.0324804984770311
Greece,GRC,2015,.265687041167312,-.0324804984770311
Greece,GRC,2016,.252811323055647,-.0324804984770311
Greece,GRC,2017,.2605994760472208,-.0324804984770311
Greece,GRC,2018,.2884146788791179,-.0324804984770311
Croatia,HRV,2009,-.0031307597810383,-.0324804984770311
Croatia,HRV,2010,-.0026175856554035,-.0324804984770311
Croatia,HRV,2011,.0212015405051759,-.0324804984770311
Croatia,HRV,2012,.0312865433579964,-.0324804984770311
Croatia,HRV,2013,.0283183566903476,-.0324804984770311
Croatia,HRV,2014,.0358478923874377,-.0324804984770311
Croatia,HRV,2015,.0570643479134236,-.0324804984770311
Croatia,HRV,2016,.0265935574166642,-.0324804984770311
Croatia,HRV,2017,.0307449651361076,-.0324804984770311
Croatia,HRV,2018,.0423269680197868,-.0324804984770311
Hungary,HUN,2004,-.0030923443385054,-.0324804984770311
Hungary,HUN,2005,.0012824632218371,-.0324804984770311
Hungary,HUN,2006,.0160825551335115,-.0324804984770311
Hungary,HUN,2007,.0307652928293414,-.0324804984770311
Hungary,HUN,2008,.017232980524809,-.0324804984770311
Hungary,HUN,2009,.0212042862249621,-.0324804984770311
Hungary,HUN,2010,.0219963805711333,-.0324804984770311
Hungary,HUN,2011,.0314049281222754,-.0324804984770311
Hungary,HUN,2012,.0373583832577227,-.0324804984770311
Hungary,HUN,2013,.0240814249361508,-.0324804984770311
Hungary,HUN,2014,.0264127425843337,-.0324804984770311
Hungary,HUN,2015,.0442557683069611,-.0324804984770311
Hungary,HUN,2016,.0192904156521206,-.0324804984770311
Hungary,HUN,2017,.0187720844002836,-.0324804984770311
Hungary,HUN,2018,.037058905394942,-.0324804984770311
Indonesia,IDN,2004,-.0044532526240207,-.0324804984770311
Indonesia,IDN,2005,-.0138534502294091,-.0324804984770311
Indonesia,IDN,2006,-.0138469899850959,-.0324804984770311
Indonesia,IDN,2007,-.021662826150788,-.0324804984770311
Indonesia,IDN,2008,-.0256547027277329,-.0324804984770311
Indonesia,IDN,2009,-.0215774182832558,-.0324804984770311
Indonesia,IDN,2010,-.0211726806452938,-.0324804984770311
Indonesia,IDN,2011,-.0249224411079026,-.0324804984770311
India,IND,1999,.0162682020225502,-.0324804984770311
India,IND,2000,.0238295982933596,-.0324804984770311
India,IND,2001,.0292299384450569,-.0324804984770311
India,IND,2002,.0453129427285994,-.0324804984770311
India,IND,2003,.0283951223190976,-.0324804984770311
India,IND,2004,.0363204220352753,-.0324804984770311
India,IND,2005,.0246797159464254,-.0324804984770311
India,IND,2006,.0359074841046016,-.0324804984770311
India,IND,2007,.0172905759870949,-.0324804984770311
India,IND,2008,.0197226983452598,-.0324804984770311
India,IND,2009,.034086776850402,-.0324804984770311
India,IND,2010,.0235513802875027,-.0324804984770311
India,IND,2011,.0113305232600256,-.0324804984770311
India,IND,2012,.0134254332593785,-.0324804984770311
India,IND,2013,.0085708415248616,-.0324804984770311
India,IND,2014,.0193150736433656,-.0324804984770311
India,IND,2015,.0263743191699498,-.0324804984770311
India,IND,2016,.0346978173821794,-.0324804984770311
India,IND,2017,.0304456317979047,-.0324804984770311
India,IND,2018,.0205963332812312,-.0324804984770311
Ireland,IRL,2000,-.0227256629120398,-.0324804984770311
Ireland,IRL,2001,-.0258706866340209,-.0324804984770311
Ireland,IRL,2002,-.020419864693977,-.0324804984770311
Ireland,IRL,2003,-.0129058935452091,-.0324804984770311
Ireland,IRL,2004,-.023481352081894,-.0324804984770311
Ireland,IRL,2005,-.017150645907267,-.0324804984770311
Ireland,IRL,2006,-.0127147162166912,-.0324804984770311
Ireland,IRL,2007,-.0125983008730368,-.0324804984770311
Ireland,IRL,2008,-.0135558861337938,-.0324804984770311
Ireland,IRL,2009,-.0002891123290221,-.0324804984770311
Ireland,IRL,2010,.0195322117202624,-.0324804984770311
Ireland,IRL,2011,.072505350960103,-.0324804984770311
Ireland,IRL,2012,.0846268340770898,-.0324804984770311
Ireland,IRL,2013,.0750764398213627,-.0324804984770311
Ireland,IRL,2014,.051588566124647,-.0324804984770311
Ireland,IRL,2015,.0186862688736447,-.0324804984770311
Ireland,IRL,2016,.0092143910569193,-.0324804984770311
Ireland,IRL,2017,.002108735542896,-.0324804984770311
Ireland,IRL,2018,.012365601922044,-.0324804984770311
Iceland,ISL,2007,.0165629595197632,-.0324804984770311
Iceland,ISL,2008,.0665310424484377,-.0324804984770311
Iceland,ISL,2009,.1036720859685053,-.0324804984770311
Iceland,ISL,2010,.1368010028265178,-.0324804984770311
Iceland,ISL,2011,.1213536098766821,-.0324804984770311
Iceland,ISL,2012,.1187723279757952,-.0324804984770311
Iceland,ISL,2013,.0781647614120491,-.0324804984770311
Iceland,ISL,2014,.0783793408400351,-.0324804984770311
Iceland,ISL,2015,.0373812864087564,-.0324804984770311
Iceland,ISL,2016,.0353204250260589,-.0324804984770311
Iceland,ISL,2017,.0034466505130971,-.0324804984770311
Iceland,ISL,2018,-.0048389885021245,-.0324804984770311
Israel,ISR,2003,.0348422221274098,-.0324804984770311
Israel,ISR,2004,.0260737586022671,-.0324804984770311
Israel,ISR,2005,.0180984593545861,-.0324804984770311
Israel,ISR,2006,.0077626110530265,-.0324804984770311
Israel,ISR,2007,.0155425397896367,-.0324804984770311
Israel,ISR,2008,.0122215199612957,-.0324804984770311
Israel,ISR,2009,.0136659184935256,-.0324804984770311
Israel,ISR,2010,.0710586821256013,-.0324804984770311
Israel,ISR,2011,.0003152684208833,-.0324804984770311
Israel,ISR,2012,.0320178214461604,-.0324804984770311
Israel,ISR,2013,.0022393501099258,-.0324804984770311
Israel,ISR,2014,.0091675475014802,-.0324804984770311
Israel,ISR,2015,.0314781730467091,-.0324804984770311
Israel,ISR,2016,.0153444675664954,-.0324804984770311
Israel,ISR,2017,.0050328210291047,-.0324804984770311
Israel,ISR,2018,.019845883351445,-.0324804984770311
Italy,ITA,2000,.0707608848579783,-.0324804984770311
Italy,ITA,2001,.0685602782204111,-.0324804984770311
Italy,ITA,2002,.0689226587669875,-.0324804984770311
Italy,ITA,2003,.0935786771171803,-.0324804984770311
Italy,ITA,2004,.0592238143600081,-.0324804984770311
Italy,ITA,2005,.0672386056731958,-.0324804984770311
Italy,ITA,2006,.0783014810034241,-.0324804984770311
Italy,ITA,2007,.0851839143016672,-.0324804984770311
Italy,ITA,2008,.0652119207755736,-.0324804984770311
Italy,ITA,2009,.087721765686877,-.0324804984770311
Italy,ITA,2010,.0811624719243049,-.0324804984770311
Italy,ITA,2011,.1070828035718864,-.0324804984770311
Italy,ITA,2012,.1200113208627088,-.0324804984770311
Italy,ITA,2013,.11500125264563,-.0324804984770311
Italy,ITA,2014,.1279785594309466,-.0324804984770311
Italy,ITA,2015,.1502771825927119,-.0324804984770311
Italy,ITA,2016,.1250800739298643,-.0324804984770311
Italy,ITA,2017,.1343803247032276,-.0324804984770311
Italy,ITA,2018,.1429668566895725,-.0324804984770311
Japan,JPN,2007,.151179136632139,-.0324804984770311
Japan,JPN,2008,.1577560272749196,-.0324804984770311
Japan,JPN,2009,.2043020010835463,-.0324804984770311
Japan,JPN,2010,.2316238165998603,-.0324804984770311
Japan,JPN,2011,.265985976087712,-.0324804984770311
Japan,JPN,2012,.2835710477779788,-.0324804984770311
Japan,JPN,2013,.3051253329418283,-.0324804984770311
Japan,JPN,2014,.3031121986094629,-.0324804984770311
Japan,JPN,2015,.2930777637611031,-.0324804984770311
Japan,JPN,2016,.3001691884030597,-.0324804984770311
Japan,JPN,2017,.3004014536118388,-.0324804984770311
Japan,JPN,2018,.3142428763272385,-.0324804984770311
Korea,KOR,2001,-.0231671576187652,-.0324804984770311
Korea,KOR,2002,-.0165004152928587,-.0324804984770311
Korea,KOR,2003,-.0299289227096031,-.0324804984770311
Korea,KOR,2004,-.0263429279748716,-.0324804984770311
Korea,KOR,2005,-.0266827361089711,-.0324804984770311
Korea,KOR,2006,-.0230142898856862,-.0324804984770311
Korea,KOR,2007,-.0175467393596819,-.0324804984770311
Korea,KOR,2008,-.0197001362679926,-.0324804984770311
