country_name,iso3,year,bond_spreads,bond_10y,vulnerability100,vulnerability_delta100,readiness100,readiness_delta100,lnrgdp,growth,inflation_cpi,debt_gdp,PrimaryBalance_gdp,reserves,gee,rqe,tt,is_advanced,Revenue_gdp,CurrentGDP,ConstantGDP,capitaGDP,OverallBalance_gdp,revenue,debt,interest_revenue,taxgdp
Colombia,COL,2013,3.857329,6.205602,41.96330202,-3.50143016590395,35.47678295,-3.34190442109222,13.5250767,5.134,2.022,37.592,0.947,11.29533454381290991222055306,0.05315183103,0.3398242295,145.9,0,28.978,382.094,747939.0,16457.947,-1.021,206927.147,268443.685,6.7913589619711505,17.247413012030645
Colombia,COL,2014,4.150833,6.680502,41.96255832,-3.34098071853657,37.77388868,-1.29282895709912,13.56908559,4.499,2.905,43.319,-0.161,12.27817662539569458688860852,-0.1358540356,0.4444120228,132.8,0,29.517,381.241,781590.0,17036.805,-1.744,225187.046,330480.707,5.363011146119185,18.74634197897046
Colombia,COL,2015,5.182007,7.313927,41.82125043,-3.4888169698289,37.68715953,-1.36951282819642,13.59821487,2.956,4.991,50.375,-1.715,15.74923199821627773064434245,-0.0937390849,0.4077197313,100,0,27.757,293.493,804692.0,17370.703,-3.52,223359.387,405361.664,6.502864142378499,18.735845927665864
Colombia,COL,2016,6.284941,8.116911,41.97605375,-3.13940165121154,37.57465631,-1.78146837912689,13.61887383,2.087,7.507,49.904,-0.351,16.33197965926195529145444256,-0.03696658462,0.3390253484,98.9,0,27.72,282.72,821489.0,17537.901,-2.274,239437.784,431062.429,6.937229437229437,17.627808842429225
Colombia,COL,2017,4.309195,6.638287,41.82515851,-3.18560125795381,37.41077003,-2.10645137613401,13.63237707,1.359,4.311,49.449,-0.497,15.11145107145349321876302543,-0.1408213675,0.2574466467,115.7,0,26.825,311.89,832657.0,17555.523,-2.496,246916.09,455159.623,7.4520037278657965,18.411708371184098
Colombia,COL,2018,4.092716,7.003016,41.69092409,-3.08488687016801,37.09108865,-2.78765192558555,13.65769701,2.564,3.242,51.761,-2.493,14.3322908154909853826723013,-0.1393701136,0.2248891741,126.5,0,29.99,334.124,854009.0,17692.66,-4.668,296240.914,511293.056,7.25241747249083,18.088083972518476
Colombia,COL,2019,4.103254,6.241954,40.60861975,-3.90328104749892,36.89555528,-3.3892677498813,13.68906713,3.187,3.523,50.971,-1.184,16.29837254795316586958876971,0.03271510452,0.3179109395,124.8,0,29.397,323.055,881224.0,17835.88,-3.482,311629.082,540332.602,7.817124196346566,18.58790250941534
Colombia,COL,2020,4.732581,5.626693,40.64692079,-4.05051557179354,37.18426182,-2.81507490124843,13.61449536,-7.186,2.525,65.274,-4.563,21.63858358734845458446150887,0.008475318551,0.2256664187,105.3,0,26.588,270.348,817900.0,16221.864,-7.125,265474.63,651744.229,9.635925981645855,17.635107823277469
Colombia,COL,2021,5.254933,6.694902,40.52450798,-3.65084791621799,36.88395758,-3.91871202490482,13.71706276,10.801,3.505,64.417,-4.543,18.21479614055009810846872302,-0.04782764986,0.2021446973,126.4,0,27.198,318.525,906243.0,17724.717,-7.276,324373.692,768254.283,10.048532980366204,17.916959132761185
Colombia,COL,2022,8.354793,11.30665,40.46595248,-2.78659132221213,37.38554139,-4.83707272648454,13.78778472,7.328,10.18,61.3,-2.551,16.40588015940668109434311638,0.01379637979,0.1404491663,154.1,0,27.727,345.632,972655.0,18815.299,-6.358,407891.311,901768.218,13.730298986547409,18.682254113077065
Colombia,COL,2023,7.19777,11.159785,40.53877306,-2.68383403274797,37.33372086,-4.93495731908146,13.7961687,0.842,11.73,55.364,0.922,16.09172243296976568611151237,-0.07587791979,0.1010342687,139.1,0,32.171,366.901,980844.0,18780.033,-2.92,510615.834,878743.699,11.942432625656647,21.274872753980972
Croatia,HRV,1995,,,38.76783533,-8.02275382538651,39.30322514,2.52465334842282,3.490306557,6.634,1.963,,-2.677,9.177149955979232221522970422,,,,0,46.047,20.657,32.796,18076.274,-4.23,7.17,,3.3726409972419487,26.793934858620506
