country_name,iso3,year,bond_spreads,bond_10y,vulnerability100,vulnerability_delta100,readiness100,readiness_delta100,lnrgdp,growth,inflation_cpi,debt_gdp,PrimaryBalance_gdp,reserves,gee,rqe,tt,is_advanced,Revenue_gdp,CurrentGDP,ConstantGDP,capitaGDP,OverallBalance_gdp,revenue,debt,interest_revenue,taxgdp
Australia,AUS,2011,2.124056,4.885833,32.6581351,-4.61555357461146,69.45819924,18.0358329731834,7.588979159,2.751,3.356,23.962,-4.071,3.072399176185461981096274042,1.690138102,1.852122784,135.2,1,31.679,1520.441,1976.295,54590.585,-4.511,466.635,352.965,1.388932731462483,24.333245303949173
Australia,AUS,2012,1.623699,3.412845,32.765154,-4.27307659399918,69.79860612,18.0139370548052,7.626992632,3.875,1.686,27.42,-2.855,3.1180428068628302018490669,1.613148451,1.778897166,122.7,1,32.881,1575.93,2052.867,55702.019,-3.496,500.272,417.19,1.9494540920288312,25.575466229192713
Australia,AUS,2013,1.3719,3.720173,32.67120098,-3.50780961702765,70.84961785,17.7428543569602,7.649179159,2.243,2.45,30.333,-2.064,3.461073684247324788026788802,1.632453084,1.79121995,119.3,1,33.408,1526.608,2098.922,56047.797,-2.798,526.631,478.157,2.1970785440613025,26.28067235100189
Australia,AUS,2014,1.10954,3.639209,32.64526916,-3.2612225873425,70.96913312,17.4430408835293,7.674444236,2.559,2.513,33.893,-2.07,3.684687078468646174434809591,1.600894928,1.857373476,111.3,1,33.687,1463.091,2152.627,56648.962,-2.906,546.005,549.341,2.481669486745629,26.698000929169059
Australia,AUS,2015,0.586489,2.718409,32.71172924,-3.37404004594528,70.59879962,17.3485643561845,7.697380593,2.32,1.485,37.575,-1.863,3.665137716647926364739281099,1.533252478,1.777410269,100,1,34.338,1238.863,2202.571,57131.353,-2.775,565.239,618.521,2.655949676742967,26.969118736099546
Australia,AUS,2016,0.532992,2.364962,32.79792791,-3.0087395794818,70.49276808,16.8130747843353,7.724055495,2.703,1.277,40.46,-1.516,4.139973772366186516889386744,1.532188416,1.885731459,99.9,1,34.731,1267.66,2262.115,57712.184,-2.415,591.845,689.483,2.5884656358872475,27.208806530606498
Australia,AUS,2017,0.333186,2.662278,32.76167633,-2.73379884145172,69.10183285,14.9433033750688,7.747649083,2.387,1.995,41.039,-0.845,4.735666538382816382675005969,1.498386025,1.923002362,116.4,1,34.926,1386.367,2316.121,58197.531,-1.712,631.484,742.011,2.482391341693867,26.925057368023126
Australia,AUS,2018,-0.224718,2.685582,31.55680192,-3.43097086411979,69.57149503,14.6317564294227,7.775153621,2.789,1.933,41.598,-0.411,3.789515472076814445693334093,1.555989981,1.896577239,118.6,1,35.479,1422.597,2380.709,58899.514,-1.254,674.643,791,2.376053440063136,27.809068534645963
Australia,AUS,2019,-0.634958,1.503742,31.35621576,-2.93427310272121,69.34119115,13.3285315474174,7.794701646,1.974,1.566,46.529,-3.572,4.166323802124437943745164287,1.538690805,1.864646077,130.2,1,34.363,1391.987,2427.705,59181.233,-4.392,687.822,931.334,2.386287576754067,27.979584975093207
Australia,AUS,2020,0.036101,0.930213,31.37673688,-2.54651843430245,68.05801784,11.4802905793979,7.774061754,-2.043,0.89,56.91,-7.807,3.113016338629851119766380887,1.573353291,1.813946962,131.2,1,35.606,1366.669,2378.111,57722.937,-8.704,704.813,1126.516,2.519238330618435,27.872898801480151
Australia,AUS,2021,0.064678,1.504647,31.31583265,-1.43148610481008,69.39528454,11.0081264489346,7.826257963,5.358,2.841,55.372,-5.507,3.486338199901531392553443329,1.471722007,1.831182718,163.7,1,35.312,1660.123,2505.536,60478.221,-6.351,779.78,1222.767,2.3901223380154057,26.858026796214457
Australia,AUS,2022,0.242933,3.19479,31.58762277,0.994146322141487,69.31456784,7.61326097971624,7.867477462,4.208,6.614,50.045,-1.461,3.275232266809031482186395477,1.528432727,1.894893289,181,1,35.229,1731.233,2610.971,61714.638,-2.206,877.616,1246.694,2.114735019444208,27.416695233041409
Australia,AUS,2023,0.001735,3.96375,31.59372385,2.29583565199697,69.3309073,5.63605976487015,7.888603782,2.135,5.614,49.416,-0.534,3.52958643453966565132209304,1.589879632,1.942205548,172.2,1,36.172,1748.175,2666.718,61544.286,-1.263,951.141,1299.39,2.01537100519739,28.731262402048063
Austria,AUT,1995,0.578404,7.156724,30.63405423,-11.8031530487072,60.27582206,16.798637662696,5.567741268,2.668,1.611,68.238,-2.924,9.740466498214401827321456855,,,,1,49.954,239.914,261.842,47005.328,-6.174,87.725,119.834,6.505985506666133,26.853888100402457
Austria,AUT,1996,-0.103058,6.336657,30.71669384,-11.4882488540548,60.91216247,17.0775891618205,5.591442101,2.398,1.695,68.18,-1.051,11.36801150477309315212418024,1.731649637,1.658712149,,1,51.554,236.044,268.122,48067.709,-4.381,93.592,123.776,6.459246615199596,28.165068229428027
Austria,AUT,1997,-0.647938,5.694402,30.61225401,-11.3470206884083,61.0594536,16.8468673215896,5.612671798,2.146,1.154,63.373,0.652,10.38838303043532819443527158,,,,1,50.155,211.978,273.875,49043.541,-2.384,94.181,119.001,6.053234971588077,28.996488952154852
Austria,AUT,1998,-0.54933,4.724478,30.66686128,-10.9466367329672,61.14191031,16.3972723708434,5.647007517,3.493,0.828,69.197,0.191,11.5970399917804318122219513,1.803506255,1.346461296,,1,51.667,217.363,283.442,50700.921,-2.683,100.893,135.123,5.562544757775756,29.089779213476817
Austria,AUT,1999,-0.936829,4.710072,30.46699391,-10.874550057008,61.54182505,16.3787274431373,5.683933446,3.762,0.516,61.34,0.221,8.734915794890577325202989332,,,,1,47.871,216.637,294.104,52505.991,-2.628,97.21,124.559,5.951411083954795,28.744889567379907
Austria,AUT,2000,-0.463631,5.565124,30.39168689,-10.4695755125511,61.91512176,16.0130078560292,5.715332186,3.19,1.957,66.109,0.67,8.992580309530081317382354739,1.847265244,1.47547555,113.6098131,1,48.865,196.268,303.485,54050.559,-2.075,103.793,140.42,5.617517650670214,28.236963223399631
Austria,AUT,2001,0.089516,5.091788,30.37926225,-10.3862984023229,62.75384554,16.7044739561751,5.728416549,1.317,2.292,67.238,1.975,7.938867481433130258195532347,,,112.2646891,1,51.103,196.479,307.482,54553.176,-0.712,112.106,147.503,5.2580083361055125,29.829113205663589
Austria,AUT,2002,0.371118,4.957162,30.44147538,-9.93312511206173,63.40687101,16.7559232816791,5.743150613,1.484,1.688,67.44,1.187,6.197843502116678499391124046,1.880228162,1.538056254,112.4281444,1,50.186,212.687,312.046,55090.111,-1.426,112.963,151.8,5.206631331447017,28.879686558006895
Austria,AUT,2003,0.138101,4.138255,30.46410585,-9.62737808235737,63.1393728,16.0527894660926,5.754500937,1.142,1.305,66.412,0.583,4.882477284180788143329472142,1.930461287,1.537136078,111.2572088,1,49.924,260.714,315.608,55471.065,-1.839,115.095,153.107,4.851374088614694,28.517557336673871
Austria,AUT,2004,-0.13185,4.125766,30.43294402,-9.22155088499717,63.73422008,15.9752353174145,5.779829518,2.565,1.962,65.912,-2.643,4.075372184302265318064030762,1.843770623,1.514102817,109.8231385,1,49.375,299.075,323.704,56537.506,-4.941,118.768,158.546,4.654177215189874,28.208057064533925
Austria,AUT,2005,-0.885874,3.398785,30.44386129,-8.85948124068951,64.65612032,16.356812237533,5.802767711,2.32,2.098,69.428,-0.18,3.765360733504389958169651668,1.679529071,1.604957461,108,1,49.084,314.126,331.215,57456.67,-2.588,123.867,175.204,4.905875641756988,27.355031602306273
Austria,AUT,2006,-0.994608,3.798004,30.43173676,-8.13791079584183,67.64082187,18.2125665682467,5.834939384,3.269,1.689,68.176,-0.259,3.866511639632281597010098106,1.827385187,1.644411087,106.7,1,48.312,333.924,342.044,59028.909,-2.609,128.477,181.304,4.8642159297897,26.879390193642323
Austria,AUT,2007,-0.42351,4.207994,30.30762631,-7.75845502572,68.78567061,18.5825705687536,5.871996655,3.775,2.204,65.813,0.672,4.703638442839769807086756669,1.863565922,1.691163898,107.3,1,48.159,386.806,354.957,61056.211,-1.56,135.91,185.73,4.634647729396375,27.187370884332918
Austria,AUT,2008,0.720764,4.368291,30.34719465,-7.19986140261545,68.49156613,17.4898342779262,5.886426202,1.453,3.226,69.528,0.653,3.900735549968987877079221878,1.771658182,1.60645175,104.4,1,48.833,429.187,360.116,61747.385,-1.572,142.516,202.915,4.556345094505764,27.914374077853331
Austria,AUT,2009,0.690296,3.93506,30.39186352,-7.26199213749255,66.82797346,15.9905757227792,5.849903863,-3.586,0.4,80.752,-3.064,4.488814039867897517155271187,1.662739277,1.450018525,106.4,1,49.217,398.857,347.201,59390.617,-5.381,140.895,231.173,4.707722941260133,27.082935550229653
Austria,AUT,2010,0.028452,3.220068,30.24361231,-7.1092405899778,67.5040552,16.2035000902229,5.867832565,1.809,1.692,83.654,-2.212,5.70084620245272282683918328,1.8125211,1.450515866,103.9,1,48.892,390.146,353.482,60323.36,-4.465,143.768,245.985,4.608115847173361,27.15256149791907
Austria,AUT,2011,0.562251,3.324028,30.35120391,-6.32059068464544,67.54353347,15.195023949525,5.896686726,2.927,3.546,83.356,-0.29,5.775288406561967361423618317,1.602885246,1.376976848,100.5,1,48.859,428.879,363.83,61886.026,-2.482,150.567,256.876,4.486379172721505,27.290538152839812
Austria,AUT,2012,0.555472,2.344618,29.97461644,-6.14119350552436,68.05509537,14.8510841102495,5.902947492,0.628,2.568,82.935,0.068,6.685723530686030741410488246,1.560189724,1.517164707,99,1,49.577,407.008,366.115,61995.589,-2.177,156.955,262.565,4.5283094983560925,27.835230743669875
Austria,AUT,2013,-0.353316,1.994957,30.11209687,-5.62182778415922,69.53206754,15.7404437679891,5.900436934,-0.251,2.118,82.431,0.181,5.465885496279445927794330348,1.571379542,1.482213736,99.6,1,50.435,426.587,365.197,61468.711,-1.993,161.993,264.761,4.3104986616437,28.405640618982371
