equation,cutoff_source,rss_min_cutoff,rss,candidate_count,trim_low,trim_high,low_n,high_n,criterion_min,criterion_max
debt,debt_full,.0593002794631694,1.0662974,740,-.031083113,.22234873,687,55,-.031083113,.22234873
