specification,cutoff,rss,N,N_low,N_high
current_debt,-.0237472709268332,1.1420761346817,742,57,685
current_debt,-.023741016164422,1.14207673072815,742,59,683
current_debt,-.0236534606665373,1.14208567142487,742,59,683
current_debt,-.0236013438552618,1.14209043979645,742,61,681
current_debt,-.0234813522547483,1.14210069179535,742,62,680
current_debt,-.0231671575456858,1.14212262630463,742,62,680
current_debt,-.023065447807312,1.14212799072266,742,64,678
current_debt,-.0230142902582884,1.14213049411774,742,64,678
current_debt,-.0229827631264925,1.14213216304779,742,66,676
current_debt,-.0228919498622417,1.14213705062866,742,67,675
current_debt,-.0227423869073391,1.14214897155762,742,67,675
current_debt,-.0227256622165442,1.1421502828598,742,68,674
current_debt,-.0226073618978262,1.14215886592865,742,69,673
current_debt,-.0225636269897223,1.14216279983521,742,70,672
current_debt,-.0225386507809162,1.142165184021,742,72,670
current_debt,-.0223391354084015,1.14218091964722,742,72,670
current_debt,-.0219421815127134,1.1422016620636,742,74,668
current_debt,-.021904343739152,1.14220416545868,742,74,668
current_debt,-.0218184944242239,1.1422073841095,742,76,666
current_debt,-.021784583106637,1.14220893383026,742,77,665
current_debt,-.0217765588313341,1.14220941066742,742,78,664
current_debt,-.02169593796134,1.14221370220184,742,78,664
current_debt,-.0216628257185221,1.14221513271332,742,79,663
current_debt,-.0216167271137238,1.1422153711319,742,80,662
current_debt,-.0215774178504944,1.14221572875977,742,81,661
current_debt,-.0213927067816257,1.14222252368927,742,83,659
current_debt,-.0213239230215549,1.14223086833954,742,84,658
current_debt,-.0212485790252686,1.14224231243134,742,84,658
current_debt,-.0211726799607277,1.14225566387177,742,85,657
current_debt,-.0211011208593845,1.14226746559143,742,87,655
current_debt,-.0210311841219664,1.14228045940399,742,87,655
current_debt,-.0208157896995544,1.1423157453537,742,89,653
current_debt,-.0207410994917154,1.14232885837555,742,90,652
current_debt,-.0205484386533499,1.14236307144165,742,90,652
current_debt,-.0205077398568392,1.14237034320831,742,91,651
current_debt,-.0204198639839888,1.14238560199738,742,92,650
current_debt,-.0203852485865355,1.14239120483398,742,93,649
current_debt,-.0202531516551971,1.14241397380829,742,95,647
current_debt,-.0202107187360525,1.14242112636566,742,96,646
current_debt,-.0201342217624187,1.14243566989899,742,97,645
current_debt,-.0198426190763712,1.14249122142792,742,97,645
current_debt,-.0198225136846304,1.14249491691589,742,98,644
current_debt,-.0197831895202398,1.14250230789185,742,100,642
current_debt,-.0197575185447931,1.14250433444977,742,101,641
current_debt,-.0197457745671272,1.14250493049622,742,102,640
current_debt,-.0197001360356808,1.14250814914703,742,102,640
current_debt,-.0196009445935488,1.14251220226288,742,103,639
current_debt,-.019112316891551,1.14251637458801,742,105,637
current_debt,-.0190754346549511,1.14251577854156,742,105,637
current_debt,-.0190158598124981,1.14251482486725,742,106,636
current_debt,-.0188953410834074,1.14251303672791,742,108,634
current_debt,-.0188287310302258,1.14251220226288,742,108,634
current_debt,-.0188028011471033,1.14251172542572,742,110,632
current_debt,-.0188014805316925,1.14251172542572,742,111,631
current_debt,-.0187309887260199,1.14250946044922,742,111,631
current_debt,-.0186545886099339,1.14250636100769,742,112,630
current_debt,-.0186398178339005,1.14250588417053,742,113,629
current_debt,-.0185559652745724,1.14250373840332,742,114,628
current_debt,-.0185007490217686,1.14250230789185,742,115,627
current_debt,-.0181987471878529,1.14248871803284,742,116,626
current_debt,-.0180939026176929,1.14248049259186,742,118,624
current_debt,-.0180659648030996,1.1424788236618,742,119,623
current_debt,-.0179608110338449,1.14247608184814,742,120,622
current_debt,-.0177636239677668,1.14246809482574,742,120,622
current_debt,-.0177462100982666,1.14246726036072,742,122,620
current_debt,-.0175820402801037,1.14245760440826,742,122,620
current_debt,-.0175467394292355,1.14245533943176,742,123,619
current_debt,-.0175048988312483,1.14245092868805,742,124,618
current_debt,-.0174473151564598,1.14244544506073,742,126,616
current_debt,-.0174396205693483,1.14244472980499,742,127,615
current_debt,-.0172348935157061,1.14242219924927,742,127,615
current_debt,-.0171506460756063,1.14241123199463,742,129,613
current_debt,-.0169096626341343,1.14237344264984,742,129,613
current_debt,-.0166601911187172,1.14233684539795,742,130,612
current_debt,-.0166095513850451,1.14232647418976,742,131,611
