specification,requested_reps,valid_reps,failed_reps,cutoff_min,cutoff_p25,cutoff_median,cutoff_p75,cutoff_max,share_beta_L_positive,share_beta_H_negative,share_both_theoretical,seed,bootstrap_unit,nested_lsdvc_vce_reps,interpretation
current_debt,30,30,0,-0.08016234254811,-0.02013493870679525,0.0147993338290487,0.058981519196727276,0.186550498554147,0.7333333333333333,1.0,0.7333333333333333,20260830,country block,0,compact stability diagnostic; not a formal confidence interval
lagged_debt,30,30,0,-0.0478224624939265,-0.0113458990307331,0.0228151711396501,0.08235646678453143,0.205183312966896,0.8666666666666667,0.9666666666666667,0.8666666666666667,20260830,country block,0,compact stability diagnostic; not a formal confidence interval
