specification,cutoff,cutoff_z,rss,rss_index,rss_excess_pct,selected,N,N_low,N_high
current_debt,0.019845883351445,0.3282544669422238,1.148938031256846,1.0050361454583687,0.5036145458368724,0,744,520,224
current_debt,0.0201066318822461,0.3332626050985381,1.148972238388288,1.005066068224085,0.5066068224085063,0,744,521,223
current_debt,0.0201887996305475,0.3348407824873901,1.148982260749303,1.0050748353070857,0.5074835307085745,0,744,521,223
current_debt,0.020416708232669,0.3392181715485296,1.149008366579406,1.0050976714411042,0.5097671441104179,0,744,522,222
current_debt,0.0205427010319311,0.34163808679586305,1.149021764123602,1.0051093909732383,0.5109390973238259,0,744,523,221
current_debt,0.0205963332812312,0.34266818929846804,1.149027283178695,1.0051142187791828,0.5114218779182833,0,744,525,219
current_debt,0.0206808889308121,0.3442922305680277,1.149035578321824,1.0051214749744255,0.51214749744255,0,744,526,218
current_debt,0.0208701194846866,0.34792673908965877,1.149053087234697,1.0051367909356228,0.5136790935622804,0,744,526,218
current_debt,0.0212015405051759,0.35429226779817213,1.14908013290048,1.0051604491930315,0.5160449193031491,0,744,528,216
current_debt,0.0212042862249621,0.3543450042181457,1.149080335624043,1.0051606265259274,0.5160626525927414,0,744,529,215
current_debt,0.0212657365342729,0.3555252664341253,1.149084888139433,1.0051646088490773,0.5164608849077323,0,744,530,214
current_debt,0.0214195367770078,0.3584792729695585,1.149095523015443,1.0051739117309575,0.5173911730957492,0,744,531,213
current_debt,0.0215908994916069,0.36177059793663185,1.149106258700865,1.0051833027960992,0.5183302796099243,0,744,532,212
current_debt,0.0216358416288381,0.36263379141888225,1.149108932052495,1.0051856413164935,0.5185641316493461,0,744,533,211
current_debt,0.0217443568104654,0.3647180180106003,1.14911511393504,1.005191048932253,0.5191048932253084,0,744,534,210
current_debt,0.0219444014623456,0.3685602304708962,1.149125862710172,1.0052004514476482,0.5200451447648247,0,744,534,210
current_debt,0.0219459733600636,0.3685904215554448,1.149125941839123,1.0052005206658776,0.5200520665877617,0,744,535,209
current_debt,0.0219963805711333,0.3695585814769445,1.149128423464439,1.0052026914732441,0.5202691473244148,0,744,536,208
current_debt,0.0225862696309696,0.38088844745732864,1.149152239121325,1.0052235242730532,0.5223524273053171,0,744,538,206
current_debt,0.022711208895013,0.38328812769159576,1.149156184673734,1.0052269756539607,0.5226975653960686,0,744,539,205
current_debt,0.0231646244155831,0.391996777217849,1.149166034388571,1.0052355917143263,0.5235591714326304,0,744,539,205
current_debt,0.0232183814420281,0.3930292762869025,1.149167024270083,1.0052364576154214,0.5236457615421353,0,744,541,203
current_debt,0.0232236663672012,0.3931307826514114,1.149167129628972,1.005236549778348,0.5236549778347976,0,744,541,203
current_debt,0.0235513802875027,0.3994251099236491,1.149174138009156,1.0052426803747896,0.5242680374789588,0,744,542,202
