theta_specification,cutoff_source,cutoff,beta_L,se_L,p_L,beta_H,se_H,p_H,rss,r2_within,N,countries,N_low,N_high
current_debt,current_debt,-.0153764933347702,-.0759836584329605,1.1763299703598,.948760211467743,-.930282831192017,.175710842013359,2.79811524706020e-06,1.14318084716797,.341727256774902,744,50,144,600
current_debt,lagged_debt,.0517856478691101,1.30810105800629,.303392440080643,.0000780699119786732,-.673542737960815,.138764470815659,.0000127461207739543,1.14619672298431,.339990645647049,744,50,642,102
lagged_debt,current_debt,-.0153764933347702,1.51403772830963,1.48368322849274,.312522917985916,-1.71180355548859,.446691513061523,.000362296646926552,1.08393275737762,.375798434019089,742,50,123,619
lagged_debt,lagged_debt,.0517856478691101,2.54964208602905,.558975160121918,.0000341836348525248,-.972150146961212,.180725619196892,2.08296228265681e-06,1.06893646717072,.384434342384338,742,50,666,76
